VJcombo	Pt27_on_Reads	Pt27_on_Freq
TRBV10-2.TRBJ2-5	6	0.000185752763072
TRBV10-2.TRBJ2-7	27	0.000835887433826
TRBV10-2.TRBJ2-1	2	6.19175876908e-05
TRBV10-2.TRBJ2-3	8	0.000247670350763
TRBV10-2.TRBJ2-2	3	9.28763815362e-05
TRBV23-1.TRBJ1-3	1	3.09587938454e-05
TRBV23-1.TRBJ1-2	5	0.000154793969227
TRBV23-1.TRBJ1-5	10	0.000309587938454
TRBV10-1.TRBJ2-1	3	9.28763815362e-05
TRBV10-1.TRBJ2-6	1	3.09587938454e-05
TRBV5-8.TRBJ1-4	8	0.000247670350763
TRBV4-1.TRBJ1-5	55	0.0017027336615
TRBV4-1.TRBJ1-4	21	0.000650134670753
TRBV4-1.TRBJ1-6	21	0.000650134670753
TRBV4-1.TRBJ1-1	46	0.00142410451689
TRBV4-1.TRBJ1-3	16	0.000495340701526
TRBV4-1.TRBJ1-2	157	0.00486053063373
TRBV4-1.TRBJ2-6	11	0.000340546732299
TRBV4-1.TRBJ2-7	108	0.0033435497353
TRBV4-1.TRBJ2-4	3	9.28763815362e-05
TRBV4-1.TRBJ2-5	32	0.000990681403053
TRBV4-1.TRBJ2-2	23	0.000712052258444
TRBV4-1.TRBJ2-3	34	0.00105259899074
TRBV4-1.TRBJ2-1	45	0.00139314572304
TRBV7-8.TRBJ1-4	9	0.000278629144609
TRBV14-1.TRBJ1-4	15	0.000464381907681
TRBV14-1.TRBJ1-6	22	0.000681093464599
TRBV14-1.TRBJ1-1	35	0.00108355778459
TRBV14-1.TRBJ1-3	2	6.19175876908e-05
TRBV14-1.TRBJ1-2	47	0.00145506331073
TRBV9-1.TRBJ1-4	51	0.00157889848611
TRBV14-1.TRBJ2-7	53	0.00164081607381
TRBV9-1.TRBJ1-6	117	0.00362217887991
TRBV14-1.TRBJ2-5	45	0.00139314572304
TRBV14-1.TRBJ2-2	3	9.28763815362e-05
TRBV9-1.TRBJ1-1	145	0.00448902510758
TRBV9-1.TRBJ1-2	107	0.00331259094146
TRBV9-1.TRBJ1-3	47	0.00145506331073
TRBV7-6.TRBJ2-2	29	0.000897805021516
TRBV7-6.TRBJ2-3	152	0.0047057366645
TRBV7-6.TRBJ2-1	37	0.00114547537228
TRBV7-6.TRBJ2-6	8	0.000247670350763
TRBV7-6.TRBJ2-7	127	0.00393176681836
TRBV7-6.TRBJ2-5	63	0.00195040401226
TRBV10-2.TRBJ1-6	1	3.09587938454e-05
TRBV10-2.TRBJ1-4	1	3.09587938454e-05
TRBV10-2.TRBJ1-5	7	0.000216711556918
TRBV10-2.TRBJ1-2	4	0.000123835175382
TRBV10-2.TRBJ1-1	18	0.000557258289217
TRBV24-1.TRBJ2-3	80	0.00247670350763
TRBV24-1.TRBJ2-2	42	0.00130026934151
TRBV24-1.TRBJ2-1	53	0.00164081607381
TRBV24-1.TRBJ2-7	35	0.00108355778459
TRBV24-1.TRBJ2-6	4	0.000123835175382
