VJcombo	Pt34_pre_Reads	Pt34_pre_Freq
TRBV10-2.TRBJ2-5	7	6.70048817842e-05
TRBV10-2.TRBJ2-4	3	2.87163779075e-05
TRBV10-2.TRBJ2-7	103	0.000985928974825
TRBV10-2.TRBJ2-6	5	4.78606298459e-05
TRBV10-2.TRBJ2-1	469	0.00448932707954
TRBV10-2.TRBJ2-3	18	0.000172298267445
TRBV10-2.TRBJ2-2	14	0.000134009763568
TRBV23-1.TRBJ1-2	7	6.70048817842e-05
TRBV6-7.TRBJ1-6	1	9.57212596918e-06
TRBV23-1.TRBJ1-5	19	0.000181870393414
TRBV23-1.TRBJ1-4	3	2.87163779075e-05
TRBV5-8.TRBJ1-1	22	0.000210586771322
TRBV10-1.TRBJ2-1	21	0.000201014645353
TRBV10-1.TRBJ2-6	2	1.91442519384e-05
TRBV4-2.TRBJ1-2	18	0.000172298267445
TRBV5-8.TRBJ1-4	3	2.87163779075e-05
TRBV4-1.TRBJ1-5	47	0.000449889920551
TRBV4-1.TRBJ1-4	83	0.000794486455442
TRBV4-1.TRBJ1-6	74	0.000708337321719
TRBV4-1.TRBJ1-1	148	0.00141667464344
TRBV4-1.TRBJ1-3	30	0.000287163779075
TRBV4-1.TRBJ1-2	181	0.00173255480042
TRBV4-1.TRBJ2-6	43	0.000411601416675
TRBV4-1.TRBJ2-7	452	0.00432660093807
TRBV4-1.TRBJ2-4	4	3.82885038767e-05
TRBV4-1.TRBJ2-5	165	0.00157940078491
TRBV4-1.TRBJ2-2	973	0.00931367856801
TRBV4-1.TRBJ2-3	118	0.00112951086436
TRBV4-1.TRBJ2-1	571	0.0054656839284
TRBV14-1.TRBJ1-5	3	2.87163779075e-05
TRBV14-1.TRBJ1-4	17	0.000162726141476
TRBV14-1.TRBJ1-6	9	8.61491337226e-05
TRBV14-1.TRBJ1-1	38	0.000363740786829
TRBV14-1.TRBJ1-3	1	9.57212596918e-06
TRBV14-1.TRBJ1-2	57	0.000545611180243
TRBV9-1.TRBJ1-4	31	0.000296735905045
TRBV9-1.TRBJ1-5	45	0.000430745668613
TRBV9-1.TRBJ1-6	74	0.000708337321719
TRBV14-1.TRBJ2-5	23	0.000220158897291
TRBV14-1.TRBJ2-2	47	0.000449889920551
TRBV9-1.TRBJ1-1	347	0.0033215277113
TRBV9-1.TRBJ1-2	306	0.00292907054657
TRBV9-1.TRBJ1-3	332	0.00317794582177
TRBV7-6.TRBJ2-2	108	0.00103378960467
TRBV7-6.TRBJ2-3	131	0.00125394850196
TRBV7-6.TRBJ2-1	166	0.00158897291088
TRBV7-6.TRBJ2-6	3	2.87163779075e-05
TRBV7-6.TRBJ2-7	2916	0.0279123193261
TRBV7-6.TRBJ2-4	8	7.65770077534e-05
TRBV7-6.TRBJ2-5	98	0.000938068344979
TRBV10-2.TRBJ1-6	3	2.87163779075e-05
TRBV10-2.TRBJ1-4	5	4.78606298459e-05
TRBV10-2.TRBJ1-5	44	0.000421173542644
TRBV10-2.TRBJ1-2	38	0.000363740786829
TRBV10-2.TRBJ1-3	1	9.57212596918e-06
TRBV10-2.TRBJ1-1	1626	0.0155642768259
TRBV24-1.TRBJ2-3	39	0.000373312912798
TRBV24-1.TRBJ2-2	26	0.000248875275199
TRBV24-1.TRBJ2-1	71	0.000679620943812
TRBV24-1.TRBJ2-7	54	0.000516894802336
TRBV24-1.TRBJ2-6	4	3.82885038767e-05
TRBV24-1.TRBJ2-5	578	0.00553268881018
TRBV24-1.TRBJ2-4	3	2.87163779075e-05
TRBV9-1.TRBJ2-7	1274	0.0121948884847
TRBV7-8.TRBJ2-1	33	0.000315880156983
TRBV7-8.TRBJ2-2	35	0.000335024408921
TRBV7-8.TRBJ2-3	36	0.00034459653489
TRBV21-1.TRBJ1-1	8	7.65770077534e-05
TRBV4-3.TRBJ2-4	10	9.57212596918e-05
