VJcombo	Pt5_pre_S0089505_Reads	Pt5_pre_S0089505_Freq
TRBV7-5.TRBJ2-1	2	0.000106219130065
TRBV7-5.TRBJ1-5	1	5.31095650327e-05
TRBV3-1.TRBJ2-6	5	0.000265547825163
TRBV5-1.TRBJ2-3	74	0.00393010781242
TRBV5-1.TRBJ2-2	49	0.0026023686866
TRBV5-1.TRBJ2-1	1608	0.0854001805725
TRBV5-1.TRBJ2-7	1508	0.0800892240693
TRBV5-1.TRBJ2-6	6	0.000318657390196
TRBV5-1.TRBJ2-5	47	0.00249614955654
TRBV5-1.TRBJ2-4	12	0.000637314780392
TRBV16-1.TRBJ1-5	1	5.31095650327e-05
TRBV16-1.TRBJ1-2	5	0.000265547825163
TRBV13-1.TRBJ2-5	2	0.000106219130065
TRBV3-1.TRBJ1-4	8	0.000424876520261
TRBV13-1.TRBJ2-6	1	5.31095650327e-05
TRBV13-1.TRBJ2-1	2	0.000106219130065
TRBV16-1.TRBJ2-7	1	5.31095650327e-05
TRBV16-1.TRBJ2-1	2	0.000106219130065
TRBV11-1.TRBJ1-4	24	0.00127462956078
TRBV13-1.TRBJ2-2	3	0.000159328695098
TRBV11-1.TRBJ1-1	1	5.31095650327e-05
TRBV11-1.TRBJ1-2	2	0.000106219130065
TRBV11-1.TRBJ2-7	2	0.000106219130065
TRBV11-1.TRBJ2-5	15	0.00079664347549
TRBV11-1.TRBJ2-3	4	0.000212438260131
TRBV11-1.TRBJ2-2	2	0.000106219130065
TRBV11-1.TRBJ2-1	2	0.000106219130065
