VJcombo	Pt26_on_Reads	Pt26_on_Freq
TRBV10-2.TRBJ2-5	1	0.000128188693757
TRBV10-2.TRBJ2-7	5	0.000640943468786
TRBV10-2.TRBJ2-1	3	0.000384566081272
TRBV10-2.TRBJ2-3	4	0.000512754775029
TRBV10-2.TRBJ2-2	1	0.000128188693757
TRBV23-1.TRBJ1-2	1	0.000128188693757
TRBV6-2.TRBJ2-3	1	0.000128188693757
TRBV5-8.TRBJ1-2	1	0.000128188693757
TRBV10-1.TRBJ2-7	1	0.000128188693757
TRBV4-1.TRBJ1-5	14	0.0017946417126
TRBV4-1.TRBJ1-4	7	0.0008973208563
TRBV4-1.TRBJ1-6	3	0.000384566081272
TRBV4-1.TRBJ1-1	8	0.00102550955006
TRBV4-1.TRBJ1-3	9	0.00115369824381
TRBV4-1.TRBJ1-2	15	0.00192283040636
TRBV4-1.TRBJ2-7	16	0.00205101910012
TRBV4-1.TRBJ2-4	4	0.000512754775029
TRBV4-1.TRBJ2-5	7	0.0008973208563
TRBV4-1.TRBJ2-2	11	0.00141007563133
TRBV4-1.TRBJ2-3	13	0.00166645301884
TRBV4-1.TRBJ2-1	14	0.0017946417126
TRBV14-1.TRBJ1-5	1	0.000128188693757
TRBV14-1.TRBJ1-6	7	0.0008973208563
TRBV14-1.TRBJ1-1	13	0.00166645301884
TRBV14-1.TRBJ1-3	1	0.000128188693757
TRBV14-1.TRBJ1-2	34	0.00435841558775
TRBV9-1.TRBJ1-4	47	0.00602486860659
TRBV9-1.TRBJ1-5	2	0.000256377387514
TRBV9-1.TRBJ1-6	10	0.00128188693757
TRBV14-1.TRBJ2-5	2	0.000256377387514
TRBV14-1.TRBJ2-2	1	0.000128188693757
TRBV9-1.TRBJ1-1	25	0.00320471734393
TRBV9-1.TRBJ1-2	37	0.00474298166902
TRBV9-1.TRBJ1-3	6	0.000769132162543
TRBV7-6.TRBJ2-2	6	0.000769132162543
TRBV7-6.TRBJ2-3	6	0.000769132162543
TRBV7-6.TRBJ2-1	2	0.000256377387514
TRBV7-6.TRBJ2-7	14	0.0017946417126
TRBV7-6.TRBJ2-5	3	0.000384566081272
TRBV10-2.TRBJ1-6	3	0.000384566081272
TRBV10-2.TRBJ1-4	3	0.000384566081272
TRBV10-2.TRBJ1-5	2	0.000256377387514
TRBV10-2.TRBJ1-2	5	0.000640943468786
TRBV10-2.TRBJ1-1	8	0.00102550955006
TRBV24-1.TRBJ2-3	13	0.00166645301884
TRBV24-1.TRBJ2-2	1	0.000128188693757
TRBV24-1.TRBJ2-1	3	0.000384566081272
TRBV24-1.TRBJ2-6	1	0.000128188693757
TRBVA-or09_02.TRBJ1-5	1	0.000128188693757
TRBV21-1.TRBJ1-1	4	0.000512754775029
TRBV21-1.TRBJ1-3	1	0.000128188693757
TRBV21-1.TRBJ1-2	4	0.000512754775029
TRBV21-1.TRBJ1-5	3	0.000384566081272
TRBV21-1.TRBJ1-4	1	0.000128188693757
TRBV21-1.TRBJ2-2	2	0.000256377387514
TRBV21-1.TRBJ2-3	1	0.000128188693757
TRBV21-1.TRBJ2-7	4	0.000512754775029
TRBV6-1.TRBJ2-5	8	0.00102550955006
TRBV6-1.TRBJ2-6	2	0.000256377387514
TRBV6-1.TRBJ2-7	109	0.0139725676195
TRBV6-1.TRBJ2-1	10	0.00128188693757
TRBV6-1.TRBJ2-2	7	0.0008973208563
TRBV6-1.TRBJ2-3	18	0.00230739648763
TRBV12-3.TRBJ2-6	2	0.000256377387514
TRBV12-3.TRBJ2-7	17	0.00217920779387
TRBV12-3.TRBJ2-4	1	0.000128188693757
TRBV12-3.TRBJ2-5	3	0.000384566081272
TRBV12-3.TRBJ2-2	10	0.00128188693757
TRBV12-3.TRBJ2-3	29	0.00371747211896
TRBV12-3.TRBJ2-1	22	0.00282015126266
TRBV24-1.TRBJ1-1	2	0.000256377387514
TRBV24-1.TRBJ1-2	87	0.0111524163569
TRBV24-1.TRBJ1-4	1	0.000128188693757
TRBV9-1.TRBJ2-5	15	0.00192283040636
TRBV7-8.TRBJ1-2	16	0.00205101910012
TRBV7-8.TRBJ1-1	74	0.00948596333803
TRBV7-8.TRBJ1-6	1	0.000128188693757
TRBV7-8.TRBJ1-5	5	0.000640943468786
TRBV7-8.TRBJ1-4	2	0.000256377387514
TRBV6-2.TRBJ2-7	25	0.00320471734393
TRBV9-1.TRBJ2-2	5	0.000640943468786
TRBV9-1.TRBJ2-1	21	0.0026919625689
TRBV7-6.TRBJ1-1	4	0.000512754775029
TRBV7-6.TRBJ1-3	12	0.00153826432509
TRBV7-6.TRBJ1-2	9	0.00115369824381
TRBV7-6.TRBJ1-5	1	0.000128188693757
TRBV7-6.TRBJ1-4	3	0.000384566081272
TRBV7-6.TRBJ1-6	6	0.000769132162543
TRBV6-1.TRBJ1-6	8	0.00102550955006
TRBV6-1.TRBJ1-5	142	0.0182027945135
TRBV6-1.TRBJ1-4	9	0.00115369824381
TRBV6-1.TRBJ1-3	8	0.00102550955006
TRBV6-1.TRBJ1-2	98	0.0125624919882
TRBV6-1.TRBJ1-1	46	0.00589667991283
TRBV11-3.TRBJ2-1	3	0.000384566081272
TRBV23-1.TRBJ2-3	1	0.000128188693757
TRBV23-1.TRBJ2-7	9	0.00115369824381
TRBV12-3.TRBJ1-5	16	0.00205101910012
TRBV12-3.TRBJ1-4	39	0.00499935905653
TRBV23-1.TRBJ1-1	2	0.000256377387514
TRBV12-3.TRBJ1-6	18	0.00230739648763
TRBV12-3.TRBJ1-1	71	0.00910139725676
TRBV12-3.TRBJ1-3	7	0.0008973208563
TRBV12-3.TRBJ1-2	30	0.00384566081272
TRBV6-7.TRBJ2-5	1	0.000128188693757
TRBV27-1.TRBJ1-6	16	0.00205101910012
TRBV27-1.TRBJ1-5	33	0.00423022689399
TRBV27-1.TRBJ1-4	2	0.000256377387514
TRBV27-1.TRBJ1-3	9	0.00115369824381
TRBV27-1.TRBJ1-2	17	0.00217920779387
TRBV27-1.TRBJ1-1	68	0.00871683117549
TRBV7-8.TRBJ2-1	5	0.000640943468786
TRBV7-8.TRBJ2-2	5	0.000640943468786
TRBV7-8.TRBJ2-3	1	0.000128188693757
TRBV7-8.TRBJ2-5	6	0.000769132162543
TRBV7-8.TRBJ2-6	7	0.0008973208563
TRBV7-8.TRBJ2-7	9	0.00115369824381
TRBV9-1.TRBJ2-7	25	0.00320471734393
TRBV6-2.TRBJ2-2	2	0.000256377387514
TRBV6-2.TRBJ2-1	5	0.000640943468786
TRBV9-1.TRBJ2-4	3	0.000384566081272
TRBV9-1.TRBJ2-3	8	0.00102550955006
TRBV6-2.TRBJ2-6	3	0.000384566081272
TRBV6-2.TRBJ2-5	4	0.000512754775029
TRBV6-2.TRBJ2-4	1	0.000128188693757
TRBV28-1.TRBJ1-4	15	0.00192283040636
TRBV28-1.TRBJ1-5	34	0.00435841558775
TRBV28-1.TRBJ1-6	14	0.0017946417126
TRBV28-1.TRBJ1-1	43	0.00551211383156
TRBV28-1.TRBJ1-2	77	0.00987052941931
TRBV28-1.TRBJ1-3	7	0.0008973208563
TRBV4-2.TRBJ2-1	14	0.0017946417126
TRBV4-2.TRBJ2-3	2	0.000256377387514
TRBV27-1.TRBJ2-5	25	0.00320471734393
TRBV27-1.TRBJ2-6	7	0.0008973208563
TRBV27-1.TRBJ2-7	102	0.0130752467632
TRBV27-1.TRBJ2-1	79	0.0101269068068
TRBV27-1.TRBJ2-2	4	0.000512754775029
TRBV27-1.TRBJ2-3	8	0.00102550955006
TRBV4-2.TRBJ2-2	1	0.000128188693757
TRBV4-2.TRBJ2-5	2	0.000256377387514
TRBV7-9.TRBJ2-7	27	0.00346109473144
TRBV11-2.TRBJ2-1	14	0.0017946417126
TRBV11-2.TRBJ2-2	6	0.000769132162543
TRBV11-2.TRBJ2-3	5	0.000640943468786
