SampleName	TotalReads	UserFilteredReads	VJcombos	aaCDR3	totCDR3	ntCDR3	Median_AAperVJ	Median_VJperAA	N50_vj	N50_aa	N50_tot	N50_nt	N90_vj	N90_aa	N90_tot	N90_nt	H_vj	H_aa	H_tot	H_nt	H_delta	Mean_Haa_perVJ	Mean_Hvj_perAA	Hmax_vj	Hmax_aa	Hmax_tot	Hmax_nt	FiltUnprodAA	FiltNotransAA	FiltUnresolvedVJ	FiltAmbigNT	RefDate	AnalysisNotes
TCR22A.BC1	5871260	5871260	1200	25963	29018	36867	3.0	1.0	5	7	7	7	9	12	12	12	6.54531122865	7.14224540446	7.17450254488	7.26284400469	0.629191316225	0.78151631574	0.0208789296106	10.2288186905	14.6641694746	14.8246604679	15.1700424035	0_aaCDR3,0_reads	0_aaCDR3,0_reads	0_aaCDR3,0_reads	0_aaCDR3,0_reads	2016-12-16 16:43:27	 TCRseq_sample_report.py TCR22A.BC1.tsv -t PS -vj -r -aa -nt -cl -ca -ac -j
