VJcombo	TCR22A.BC1_Reads	TCR22A.BC1_Freq
TRAV25.TRAJ52	5	8.51605958517e-07
TRAV25.TRAJ50	1	1.70321191703e-07
TRAV14DV4.TRAJ27	1	1.70321191703e-07
TRAV29DV5.TRAJ39	1	1.70321191703e-07
TRAV41.TRAJ52	7	1.19224834192e-06
TRAV21.TRAJ54	75	1.27740893777e-05
TRAV20.TRAJ18	1	1.70321191703e-07
TRAV39.TRAJ32	1	1.70321191703e-07
TRAV20.TRAJ29	4	6.81284766813e-07
TRAV5.TRAJ29	3	5.1096357511e-07
TRAV39.TRAJ36	3	5.1096357511e-07
TRAV39.TRAJ37	5	8.51605958517e-07
TRAV39.TRAJ39	1	1.70321191703e-07
TRAV20.TRAJ27	4	6.81284766813e-07
TRAV20.TRAJ26	112374	0.0191396735965
TRAV20.TRAJ21	621	0.000105769460048
TRAV20.TRAJ20	9	1.53289072533e-06
TRAV19.TRAJ31	2	3.40642383407e-07
TRAV20.TRAJ22	36704	0.00625146902028
TRAV23DV6.TRAJ37	1	1.70321191703e-07
TRAV14DV4.TRAJ44	2	3.40642383407e-07
TRAV23DV6.TRAJ32	283	4.8200897252e-05
TRAV9-2.TRAJ34	605	0.000103044320981
TRAV9-2.TRAJ37	1	1.70321191703e-07
TRAV9-2.TRAJ36	85	1.44773012948e-05
TRAV4.TRAJ42	362023	0.061660188784
TRAV12-3.TRAJ8	6	1.02192715022e-06
TRAV26-1.TRAJ44	19	3.23610264236e-06
TRAV35.TRAJ36	665	0.000113263592483
TRAV35.TRAJ37	1	1.70321191703e-07
TRAV8-5.TRAJ15	1016	0.000173046330771
TRAV26-1.TRAJ47	4	6.81284766813e-07
TRAV24.TRAJ13	411	7.00020097901e-05
TRAV20.TRAJ58	1	1.70321191703e-07
TRAV12-1.TRAJ18	1	1.70321191703e-07
TRAV19.TRAJ39	15	2.55481787555e-06
TRAV19.TRAJ36	8527	0.00145232880165
TRAV19.TRAJ37	2965	0.0005050023334
TRAV19.TRAJ34	57	9.70830792709e-06
TRAV20.TRAJ53	54435	0.00927143407037
TRAV19.TRAJ32	14	2.38449668385e-06
TRAV12-1.TRAJ10	1458	0.000248328297503
TRAV20.TRAJ56	4	6.81284766813e-07
TRAV26-1.TRAJ40	12844	0.00218760538624
TRAV38-1.TRAJ37	1	1.70321191703e-07
TRAV38-1.TRAJ36	1	1.70321191703e-07
TRAV17.TRAJ54	36010	0.00613326611324
TRAV38-1.TRAJ34	1	1.70321191703e-07
TRAV17.TRAJ52	3	5.1096357511e-07
TRAV17.TRAJ53	29921	0.00509618037695
TRAV5.TRAJ56	1	1.70321191703e-07
TRAV5.TRAJ57	2	3.40642383407e-07
TRAV5.TRAJ54	4	6.81284766813e-07
TRAV4.TRAJ45	39	6.64252647643e-06
TRAV5.TRAJ52	9	1.53289072533e-06
TRAV5.TRAJ53	4	6.81284766813e-07
TRAV38-1.TRAJ39	1680	0.000286139602062
TRAV39.TRAJ45	1	1.70321191703e-07
TRAV8-2.TRAJ15	2183	0.000371811161488
TRAV39.TRAJ47	1	1.70321191703e-07
TRAV38-1.TRAJ6	1	1.70321191703e-07
TRAV8-2.TRAJ11	1893	0.000322418015894
TRAV8-6.TRAJ45	1	1.70321191703e-07
TRAV8-6.TRAJ44	67	1.14115198441e-05
TRAV8-6.TRAJ49	429	7.30677912407e-05
TRAV14DV4.TRAJ48	1	1.70321191703e-07
TRAV13-1.TRAJ40	1	1.70321191703e-07
TRAV13-2.TRAJ34	3	5.1096357511e-07
TRAV10.TRAJ17	1	1.70321191703e-07
TRAV12-1.TRAJ9	19867	0.00338377111557
TRAV10.TRAJ15	51049	0.00869472651526
TRAV4.TRAJ49	5	8.51605958517e-07
TRAV10.TRAJ13	11	1.87353310874e-06
TRAV10.TRAJ12	1	1.70321191703e-07
TRAV10.TRAJ11	8	1.36256953363e-06
TRAV10.TRAJ10	18417	0.0031368053876
TRAV26-1.TRAJ13	4	6.81284766813e-07
TRAV26-1.TRAJ49	2	3.40642383407e-07
TRAV10.TRAJ18	233	3.96848376669e-05
TRAV38-1.TRAJ42	4	6.81284766813e-07
TRAV26-2.TRAJ9	2	3.40642383407e-07
TRAV38-1.TRAJ40	3211	0.000546901346559
TRAV13-1.TRAJ42	15	2.55481787555e-06
TRAV22.TRAJ13	1	1.70321191703e-07
TRAV8-1.TRAJ57	1	1.70321191703e-07
TRAV38-1.TRAJ48	595	0.000101341109063
TRAV39.TRAJ15	1	1.70321191703e-07
TRAV24.TRAJ47	1	1.70321191703e-07
TRAV8-4.TRAJ52	13	2.21417549214e-06
TRAV8-4.TRAJ53	1	1.70321191703e-07
TRAV26-2.TRAJ29	1	1.70321191703e-07
TRAV26-1.TRAJ23	7221	0.00122988932529
TRAV26-1.TRAJ22	1	1.70321191703e-07
TRAV26-1.TRAJ21	1	1.70321191703e-07
TRAV26-1.TRAJ20	24450	0.00416435313715
TRAV8-3.TRAJ17	1	1.70321191703e-07
TRAV26-2.TRAJ23	1416	0.000241174807452
TRAV8-3.TRAJ15	3887	0.000662038472151
TRAV26-2.TRAJ21	1	1.70321191703e-07
TRAV26-2.TRAJ26	3652	0.000622012992101
TRAV8-6.TRAJ4	102	1.73727615537e-05
TRAV8-3.TRAJ11	4	6.81284766813e-07
TRAV38-1.TRAJ8	1	1.70321191703e-07
TRAV6.TRAJ39	1927	0.000328208936412
TRAV13-1.TRAJ49	2921	0.000497508200965
TRAV38-1.TRAJ27	1	1.70321191703e-07
TRAV34.TRAJ21	2	3.40642383407e-07
TRAV1-1.TRAJ39	757	0.000128933142119
TRAV6.TRAJ31	1	1.70321191703e-07
TRAV38-1.TRAJ20	2	3.40642383407e-07
TRAV8-4.TRAJ54	1	1.70321191703e-07
TRAV6.TRAJ37	6611	0.00112599339835
TRAV8-6.TRAJ36	3811	0.000649094061581
TRAV13-2.TRAJ15	2	3.40642383407e-07
TRAV26-2.TRAJ8	8	1.36256953363e-06
TRAV38-2DV8.TRAJ5	4	6.81284766813e-07
TRAV4.TRAJ58	34	5.79092051791e-06
TRAV13-2.TRAJ11	1100	0.000187353310874
TRAV8-6.TRAJ31	192	3.2701668807e-05
TRAV21.TRAJ17	956	0.000162827059268
TRAV4.TRAJ54	1	1.70321191703e-07
TRAV21.TRAJ15	6407	0.00109124787524
TRAV4.TRAJ56	1	1.70321191703e-07
TRAV21.TRAJ13	7421	0.00126395356363
TRAV26-2.TRAJ5	8999	0.00153272040414
TRAV21.TRAJ10	3	5.1096357511e-07
TRAV26-1.TRAJ52	20	3.40642383407e-06
TRAV26-1.TRAJ53	49844	0.00848948947926
TRAV1-2.TRAJ11	3	5.1096357511e-07
TRAV1-2.TRAJ10	7425	0.0012646348484
TRAV26-1.TRAJ56	1	1.70321191703e-07
TRAV1-2.TRAJ15	394	6.71065495311e-05
TRAV1-1.TRAJ40	2	3.40642383407e-07
TRAV26-1.TRAJ58	44817	0.00763328484857
TRAV1-2.TRAJ18	1	1.70321191703e-07
TRAV1-1.TRAJ43	1	1.70321191703e-07
TRAV3.TRAJ54	2	3.40642383407e-07
TRAV8-1.TRAJ54	2	3.40642383407e-07
TRAV30.TRAJ4	2	3.40642383407e-07
TRAV20.TRAJ36	2	3.40642383407e-07
TRAV5.TRAJ45	12	2.04385430044e-06
TRAV12-1.TRAJ34	3	5.1096357511e-07
TRAV38-1.TRAJ29	1	1.70321191703e-07
TRAV8-7.TRAJ23	24	4.08770860088e-06
TRAV19.TRAJ21	3	5.1096357511e-07
TRAV13-2.TRAJ9	5	8.51605958517e-07
TRAV26-2.TRAJ58	13	2.21417549214e-06
TRAV14DV4.TRAJ9	5	8.51605958517e-07
TRAV26-2.TRAJ53	9	1.53289072533e-06
TRAV26-2.TRAJ52	13755	0.00234276799188
TRAV36DV7.TRAJ5	8	1.36256953363e-06
TRAV36DV7.TRAJ4	6	1.02192715022e-06
TRAV36DV7.TRAJ6	13	2.21417549214e-06
TRAV36DV7.TRAJ3	9	1.53289072533e-06
TRAV6.TRAJ44	1	1.70321191703e-07
TRAV2.TRAJ12	2	3.40642383407e-07
TRAV6.TRAJ47	3	5.1096357511e-07
TRAV36DV7.TRAJ9	24	4.08770860088e-06
TRAV27.TRAJ13	4	6.81284766813e-07
TRAV6.TRAJ43	2	3.40642383407e-07
TRAV8-5.TRAJ36	1	1.70321191703e-07
TRAV5.TRAJ17	4	6.81284766813e-07
TRAV2.TRAJ48	4	6.81284766813e-07
TRAV2.TRAJ49	4	6.81284766813e-07
TRAV12-1.TRAJ44	9118	0.00155298862595
TRAV12-1.TRAJ45	1	1.70321191703e-07
TRAV12-1.TRAJ43	2225	0.00037896465154
TRAV12-1.TRAJ40	11	1.87353310874e-06
TRAV12-1.TRAJ41	1	1.70321191703e-07
TRAV2.TRAJ11	32	5.45027813451e-06
TRAV25.TRAJ53	1	1.70321191703e-07
TRAV2.TRAJ42	68	1.15818410358e-05
TRAV2.TRAJ43	13	2.21417549214e-06
TRAV41.TRAJ20	11	1.87353310874e-06
TRAV2.TRAJ45	16	2.72513906725e-06
TRAV12-1.TRAJ48	3	5.1096357511e-07
TRAV12-1.TRAJ49	4	6.81284766813e-07
TRAV12-1.TRAJ6	1	1.70321191703e-07
TRAV8-4.TRAJ58	111	1.89056522791e-05
TRAV12-2.TRAJ17	2304	0.000392420025684
TRAV8-2.TRAJ42	1	1.70321191703e-07
TRAV38-2DV8.TRAJ36	1	1.70321191703e-07
TRAV36DV7.TRAJ40	5	8.51605958517e-07
TRAV38-1.TRAJ41	1	1.70321191703e-07
TRAV8-1.TRAJ37	1	1.70321191703e-07
TRAV34.TRAJ53	5	8.51605958517e-07
TRAV17.TRAJ26	899	0.000153118751341
TRAV34.TRAJ52	4	6.81284766813e-07
TRAV12-1.TRAJ15	16	2.72513906725e-06
TRAV14DV4.TRAJ36	2	3.40642383407e-07
TRAV14DV4.TRAJ34	278	4.73492912935e-05
TRAV14DV4.TRAJ32	3	5.1096357511e-07
TRAV38-1.TRAJ3	1	1.70321191703e-07
TRAV12-1.TRAJ11	4	6.81284766813e-07
TRAV38-2DV8.TRAJ53	2	3.40642383407e-07
TRAV38-2DV8.TRAJ52	5	8.51605958517e-07
TRAV38-2DV8.TRAJ54	2820	0.000480305760603
TRAV38-2DV8.TRAJ57	10999	0.00187336278754
TRAV38-2DV8.TRAJ56	2	3.40642383407e-07
TRAV38-2DV8.TRAJ58	1	1.70321191703e-07
TRAV1-2.TRAJ40	1	1.70321191703e-07
TRAV8-1.TRAJ30	1	1.70321191703e-07
TRAV3.TRAJ36	7699	0.00131130285492
TRAV3.TRAJ37	49	8.34573839346e-06
TRAV3.TRAJ34	6617	0.0011270153255
TRAV26-2.TRAJ4	7	1.19224834192e-06
TRAV9-2.TRAJ42	1577	0.000268596519316
TRAV9-2.TRAJ43	264	4.49647946097e-05
TRAV39.TRAJ34	1	1.70321191703e-07
TRAV9-2.TRAJ48	884	0.000150563933466
TRAV36DV7.TRAJ48	1	1.70321191703e-07
TRAV36DV7.TRAJ49	3	5.1096357511e-07
TRAV30.TRAJ42	5	8.51605958517e-07
TRAV8-6.TRAJ13	17	2.89546025896e-06
TRAV36DV7.TRAJ42	1	1.70321191703e-07
TRAV36DV7.TRAJ43	70	1.19224834192e-05
TRAV22.TRAJ50	1460	0.000248668939887
TRAV36DV7.TRAJ41	3	5.1096357511e-07
TRAV36DV7.TRAJ47	141519	0.0241036847287
TRAV36DV7.TRAJ44	3	5.1096357511e-07
TRAV36DV7.TRAJ45	17	2.89546025896e-06
TRAV8-1.TRAJ39	3	5.1096357511e-07
TRAV3.TRAJ32	1	1.70321191703e-07
TRAV38-2DV8.TRAJ10	1	1.70321191703e-07
TRAV8-3.TRAJ53	2	3.40642383407e-07
TRAV8-3.TRAJ52	2	3.40642383407e-07
TRAV12-3.TRAJ6	37	6.30188409302e-06
TRAV4.TRAJ5	5	8.51605958517e-07
TRAV4.TRAJ4	26	4.42835098429e-06
TRAV8-4.TRAJ9	5	8.51605958517e-07
TRAV4.TRAJ3	50499	0.00860104985983
TRAV8-2.TRAJ48	1	1.70321191703e-07
TRAV8-4.TRAJ4	3	5.1096357511e-07
TRAV8-4.TRAJ5	23	3.91738740918e-06
TRAV8-4.TRAJ6	3153	0.000537022717441
TRAV27.TRAJ27	1042	0.000177474681755
TRAV8-2.TRAJ43	4748	0.000808685018207
TRAV27.TRAJ21	433	7.37490760075e-05
TRAV13-2.TRAJ54	8439	0.00143734053678
TRAV4.TRAJ11	188392	0.0320871499474
TRAV4.TRAJ10	531	9.04405527945e-05
TRAV4.TRAJ13	3	5.1096357511e-07
TRAV4.TRAJ15	26	4.42835098429e-06
TRAV10.TRAJ49	4	6.81284766813e-07
TRAV4.TRAJ17	11	1.87353310874e-06
TRAV4.TRAJ16	1	1.70321191703e-07
TRAV10.TRAJ44	13	2.21417549214e-06
TRAV10.TRAJ45	2	3.40642383407e-07
TRAV10.TRAJ47	26178	0.00445866815641
TRAV10.TRAJ40	46783	0.00796813631146
TRAV10.TRAJ41	1	1.70321191703e-07
TRAV10.TRAJ42	12	2.04385430044e-06
TRAV10.TRAJ43	42	7.15349005154e-06
TRAV8-1.TRAJ44	4	6.81284766813e-07
TRAV27.TRAJ11	1	1.70321191703e-07
TRAV17.TRAJ18	1266	0.000215626628696
TRAV20.TRAJ24	1	1.70321191703e-07
TRAV8-1.TRAJ20	4	6.81284766813e-07
TRAV17.TRAJ13	1958	0.000333488893355
TRAV17.TRAJ10	29899	0.00509243331074
TRAV17.TRAJ11	8371	0.00142575869575
TRAV17.TRAJ17	13	2.21417549214e-06
TRAV8-1.TRAJ26	4	6.81284766813e-07
TRAV17.TRAJ15	4400	0.000749413243495
TRAV24.TRAJ39	93	1.58398708284e-05
TRAV14DV4.TRAJ6	2	3.40642383407e-07
TRAV24.TRAJ31	1	1.70321191703e-07
TRAV8-3.TRAJ27	605	0.000103044320981
TRAV8-3.TRAJ24	1087	0.000185139135382
TRAV26-2.TRAJ10	2	3.40642383407e-07
TRAV26-2.TRAJ17	2	3.40642383407e-07
TRAV8-4.TRAJ36	194	3.30423111904e-05
TRAV8-3.TRAJ20	4	6.81284766813e-07
TRAV1-2.TRAJ52	1	1.70321191703e-07
TRAV30.TRAJ26	61	1.03895926939e-05
TRAV30.TRAJ27	2	3.40642383407e-07
TRAV30.TRAJ20	170076	0.0289675470001
TRAV12-2.TRAJ52	161	2.74217118642e-05
TRAV30.TRAJ22	1	1.70321191703e-07
TRAV8-3.TRAJ29	10	1.70321191703e-06
TRAV34.TRAJ12	9	1.53289072533e-06
TRAV12-1.TRAJ13	1	1.70321191703e-07
TRAV21.TRAJ44	2	3.40642383407e-07
TRAV21.TRAJ45	1213	0.000206599605536
TRAV1-2.TRAJ28	6	1.02192715022e-06
TRAV21.TRAJ47	254	4.32615826926e-05
TRAV21.TRAJ40	1	1.70321191703e-07
TRAV21.TRAJ41	86	1.46476224865e-05
TRAV21.TRAJ42	3005	0.000511815181068
TRAV21.TRAJ43	4	6.81284766813e-07
TRAV1-2.TRAJ22	1563	0.000266212022632
TRAV6.TRAJ6	1	1.70321191703e-07
TRAV1-2.TRAJ20	3383	0.000576196591532
TRAV6.TRAJ4	1	1.70321191703e-07
TRAV1-2.TRAJ26	2039	0.000347284909883
TRAV21.TRAJ49	704	0.000119906118959
TRAV1-2.TRAJ24	1100	0.000187353310874
TRAV8-4.TRAJ15	5	8.51605958517e-07
TRAV8-1.TRAJ9	4	6.81284766813e-07
TRAV8-1.TRAJ8	4	6.81284766813e-07
TRAV8-4.TRAJ40	1	1.70321191703e-07
TRAV13-1.TRAJ56	3	5.1096357511e-07
TRAV13-1.TRAJ54	1	1.70321191703e-07
TRAV8-1.TRAJ6	4	6.81284766813e-07
TRAV13-1.TRAJ52	4799	0.000817371398984
TRAV26-1.TRAJ36	3	5.1096357511e-07
TRAV13-1.TRAJ50	2708	0.000461229787133
TRAV8-4.TRAJ42	13	2.21417549214e-06
TRAV26-1.TRAJ30	1	1.70321191703e-07
TRAV41.TRAJ58	1	1.70321191703e-07
TRAV30.TRAJ58	7	1.19224834192e-06
TRAV30.TRAJ53	1	1.70321191703e-07
TRAV8-4.TRAJ44	652	0.000111049416991
TRAV25.TRAJ48	3	5.1096357511e-07
TRAV25.TRAJ49	3	5.1096357511e-07
TRAV8-4.TRAJ47	2	3.40642383407e-07
TRAV38-2DV8.TRAJ4	3	5.1096357511e-07
TRAV25.TRAJ40	6	1.02192715022e-06
TRAV25.TRAJ41	4	6.81284766813e-07
TRAV25.TRAJ42	85512	0.0145645057449
TRAV25.TRAJ43	26	4.42835098429e-06
TRAV25.TRAJ44	80479	0.0137072791871
TRAV25.TRAJ45	9	1.53289072533e-06
TRAV25.TRAJ47	20	3.40642383407e-06
TRAV21.TRAJ22	2835	0.000482860578479
TRAV12-2.TRAJ39	6652	0.00113297656721
TRAV12-2.TRAJ36	1	1.70321191703e-07
TRAV12-2.TRAJ37	3	5.1096357511e-07
TRAV12-2.TRAJ34	1957	0.000333318572163
TRAV12-2.TRAJ32	4	6.81284766813e-07
TRAV12-2.TRAJ30	10424	0.00177542810232
TRAV12-2.TRAJ31	6463	0.00110078586198
TRAV2.TRAJ36	5	8.51605958517e-07
TRAV34.TRAJ26	4	6.81284766813e-07
TRAV19.TRAJ8	1	1.70321191703e-07
TRAV20.TRAJ39	16	2.72513906725e-06
TRAV38-2DV8.TRAJ15	2	3.40642383407e-07
TRAV20.TRAJ37	22	3.74706621747e-06
TRAV20.TRAJ34	6	1.02192715022e-06
TRAV19.TRAJ5	15	2.55481787555e-06
TRAV20.TRAJ32	2	3.40642383407e-07
TRAV6.TRAJ11	1	1.70321191703e-07
TRAV20.TRAJ30	6	1.02192715022e-06
TRAV38-2DV8.TRAJ12	1	1.70321191703e-07
TRAV2.TRAJ17	26773	0.00456000926547
TRAV23DV6.TRAJ28	394	6.71065495311e-05
TRAV2.TRAJ15	5	8.51605958517e-07
TRAV2.TRAJ13	2	3.40642383407e-07
TRAV41.TRAJ10	3	5.1096357511e-07
TRAV41.TRAJ13	3	5.1096357511e-07
TRAV2.TRAJ10	6	1.02192715022e-06
TRAV25.TRAJ28	1	1.70321191703e-07
TRAV35.TRAJ49	47	8.00509601006e-06
TRAV29DV5.TRAJ32	1323	0.000225334936623
TRAV8-5.TRAJ20	1	1.70321191703e-07
TRAV29DV5.TRAJ34	4925	0.000838831869139
TRAV29DV5.TRAJ37	2	3.40642383407e-07
TRAV8-5.TRAJ23	1	1.70321191703e-07
TRAV35.TRAJ41	562	9.57205097373e-05
TRAV35.TRAJ43	1	1.70321191703e-07
TRAV35.TRAJ44	2455	0.000418138525632
TRAV25.TRAJ39	19	3.23610264236e-06
TRAV25.TRAJ34	6	1.02192715022e-06
TRAV25.TRAJ37	178709	0.0304379298481
TRAV25.TRAJ36	2	3.40642383407e-07
TRAV25.TRAJ31	4	6.81284766813e-07
TRAV8-5.TRAJ13	3	5.1096357511e-07
TRAV25.TRAJ32	2	3.40642383407e-07
TRAV8-6.TRAJ6	370	6.30188409302e-05
TRAV12-1.TRAJ20	10	1.70321191703e-06
TRAV38-1.TRAJ26	6476	0.00110300003747
TRAV8-6.TRAJ5	421	7.17052217071e-05
TRAV13-2.TRAJ3	2	3.40642383407e-07
TRAV23DV6.TRAJ49	63	1.07302350773e-05
TRAV38-1.TRAJ22	1	1.70321191703e-07
TRAV5.TRAJ41	4	6.81284766813e-07
TRAV5.TRAJ40	6	1.02192715022e-06
TRAV5.TRAJ43	908	0.000154651642067
TRAV5.TRAJ42	15	2.55481787555e-06
TRAV1-1.TRAJ45	1	1.70321191703e-07
TRAV5.TRAJ44	9	1.53289072533e-06
TRAV5.TRAJ47	23	3.91738740918e-06
TRAV8-6.TRAJ9	226	3.84925893249e-05
TRAV21.TRAJ56	4	6.81284766813e-07
TRAV39.TRAJ57	4383	0.000746517783236
TRAV41.TRAJ49	1	1.70321191703e-07
TRAV39.TRAJ52	1	1.70321191703e-07
TRAV8-5.TRAJ7	113	1.92462946625e-05
TRAV8-5.TRAJ6	6	1.02192715022e-06
TRAV16.TRAJ36	1136	0.000193484873775
TRAV8-1.TRAJ52	1	1.70321191703e-07
TRAV36DV7.TRAJ11	19	3.23610264236e-06
TRAV1-2.TRAJ39	4891	0.000833040948621
TRAV36DV7.TRAJ13	15	2.55481787555e-06
TRAV36DV7.TRAJ12	5	8.51605958517e-07
TRAV36DV7.TRAJ15	47572	0.00810251973171
TRAV21.TRAJ11	6	1.02192715022e-06
TRAV36DV7.TRAJ17	4	6.81284766813e-07
TRAV36DV7.TRAJ18	3	5.1096357511e-07
TRAV8-4.TRAJ17	1	1.70321191703e-07
TRAV21.TRAJ26	2209	0.000376239512473
TRAV1-1.TRAJ44	2	3.40642383407e-07
TRAV5.TRAJ31	2	3.40642383407e-07
TRAV41.TRAJ42	5	8.51605958517e-07
TRAV21.TRAJ32	1	1.70321191703e-07
TRAV22.TRAJ26	1	1.70321191703e-07
TRAV3.TRAJ22	1	1.70321191703e-07
TRAV22.TRAJ29	182	3.099845689e-05
TRAV8-1.TRAJ22	1	1.70321191703e-07
TRAV26-1.TRAJ34	130510	0.0222286187292
TRAV6.TRAJ9	2	3.40642383407e-07
TRAV8-4.TRAJ43	802	0.000136597595746
TRAV26-1.TRAJ37	21451	0.00365355988323
TRAV12-3.TRAJ31	1153	0.000196380334034
TRAV26-1.TRAJ31	28441	0.00484410501323
TRAV26-1.TRAJ32	7	1.19224834192e-06
TRAV8-4.TRAJ49	3495	0.000595272565003
TRAV8-4.TRAJ48	85	1.44773012948e-05
TRAV34.TRAJ41	8	1.36256953363e-06
TRAV12-3.TRAJ39	18	3.06578145066e-06
TRAV26-1.TRAJ39	17125	0.00291675040792
TRAV20.TRAJ54	1	1.70321191703e-07
TRAV12-1.TRAJ26	24	4.08770860088e-06
TRAV1-2.TRAJ31	214	3.64487350245e-05
TRAV25.TRAJ24	1	1.70321191703e-07
TRAV5.TRAJ39	4526	0.000770873713649
TRAV5.TRAJ34	13	2.21417549214e-06
TRAV8-6.TRAJ21	1	1.70321191703e-07
TRAV5.TRAJ36	2	3.40642383407e-07
TRAV5.TRAJ37	14	2.38449668385e-06
TRAV20.TRAJ52	15	2.55481787555e-06
TRAV5.TRAJ32	10755	0.00183180441677
TRAV4.TRAJ28	1	1.70321191703e-07
TRAV4.TRAJ29	10	1.70321191703e-06
TRAV8-6.TRAJ26	71	1.20928046109e-05
TRAV19.TRAJ6	21	3.57674502577e-06
TRAV8-6.TRAJ20	286	4.87118608271e-05
TRAV8-6.TRAJ23	1361	0.000231807141908
TRAV27.TRAJ12	11	1.87353310874e-06
TRAV4.TRAJ20	35	5.96124170962e-06
TRAV4.TRAJ21	2	3.40642383407e-07
TRAV4.TRAJ23	11	1.87353310874e-06
TRAV8-6.TRAJ29	127	2.16307913463e-05
TRAV8-6.TRAJ28	14	2.38449668385e-06
TRAV4.TRAJ26	31439	0.00535472794596
TRAV4.TRAJ27	2	3.40642383407e-07
TRAV35.TRAJ30	74	1.2603768186e-05
TRAV20.TRAJ50	2	3.40642383407e-07
TRAV19.TRAJ30	3	5.1096357511e-07
TRAV20.TRAJ57	1	1.70321191703e-07
TRAV13-1.TRAJ12	10953	0.00186552801273
TRAV13-1.TRAJ13	4	6.81284766813e-07
TRAV13-1.TRAJ10	8086	0.00137721715611
TRAV13-1.TRAJ11	8912	0.00151790246046
TRAV13-1.TRAJ17	5434	0.000925525355716
TRAV17.TRAJ57	1	1.70321191703e-07
TRAV13-1.TRAJ18	3	5.1096357511e-07
TRAV13-1.TRAJ15	11	1.87353310874e-06
TRAV24.TRAJ43	2	3.40642383407e-07
TRAV29DV5.TRAJ13	2	3.40642383407e-07
TRAV8-7.TRAJ32	55	9.36766554368e-06
TRAV4.TRAJ8	56928	0.00969604480129
TRAV8-7.TRAJ34	4	6.81284766813e-07
TRAV24.TRAJ45	2	3.40642383407e-07
TRAV13-2.TRAJ52	2	3.40642383407e-07
TRAV26-2.TRAJ44	3071	0.000523056379721
TRAV26-2.TRAJ45	35477	0.00604248491806
TRAV24.TRAJ49	1529	0.000260421102114
TRAV24.TRAJ10	1	1.70321191703e-07
TRAV26-2.TRAJ40	5	8.51605958517e-07
TRAV26-2.TRAJ41	4	6.81284766813e-07
TRAV26-2.TRAJ42	20152	0.00343231265521
TRAV38-1.TRAJ32	2083	0.000354779042318
TRAV30.TRAJ15	2	3.40642383407e-07
TRAV2.TRAJ28	2	3.40642383407e-07
TRAV30.TRAJ17	9	1.53289072533e-06
TRAV8-2.TRAJ44	2	3.40642383407e-07
TRAV30.TRAJ11	1	1.70321191703e-07
TRAV30.TRAJ10	23	3.91738740918e-06
TRAV30.TRAJ13	1	1.70321191703e-07
TRAV4.TRAJ9	10	1.70321191703e-06
TRAV30.TRAJ18	1	1.70321191703e-07
TRAV13-2.TRAJ56	4514	0.000768829859349
TRAV34.TRAJ36	1	1.70321191703e-07
TRAV34.TRAJ34	13	2.21417549214e-06
TRAV24.TRAJ7	1046	0.000178155966522
TRAV34.TRAJ31	30	5.1096357511e-06
TRAV34.TRAJ30	35	5.96124170962e-06
TRAV8-3.TRAJ3	1	1.70321191703e-07
TRAV24.TRAJ9	1	1.70321191703e-07
TRAV34.TRAJ39	24	4.08770860088e-06
TRAV17.TRAJ12	1	1.70321191703e-07
TRAV14DV4.TRAJ20	324	5.51840661119e-05
TRAV12-1.TRAJ31	2096	0.00035699321781
TRAV12-1.TRAJ30	2	3.40642383407e-07
TRAV8-2.TRAJ6	5	8.51605958517e-07
TRAV8-2.TRAJ4	300	5.1096357511e-05
TRAV14DV4.TRAJ26	2	3.40642383407e-07
TRAV2.TRAJ53	8	1.36256953363e-06
TRAV2.TRAJ52	11	1.87353310874e-06
TRAV41.TRAJ53	43525	0.00741322986889
TRAV8-2.TRAJ9	2965	0.0005050023334
TRAV27.TRAJ9	1	1.70321191703e-07
TRAV2.TRAJ56	1	1.70321191703e-07
TRAV2.TRAJ54	9	1.53289072533e-06
TRAV25.TRAJ13	6	1.02192715022e-06
TRAV12-2.TRAJ27	1	1.70321191703e-07
TRAV13-2.TRAJ6	2	3.40642383407e-07
TRAV1-1.TRAJ22	62	1.05599138856e-05
TRAV3.TRAJ44	1	1.70321191703e-07
TRAV13-2.TRAJ53	1	1.70321191703e-07
TRAV12-2.TRAJ6	4733	0.000806130200332
TRAV8-6.TRAJ43	461	7.85180693752e-05
TRAV12-2.TRAJ4	3	5.1096357511e-07
TRAV12-2.TRAJ5	7489	0.00127553540467
TRAV12-2.TRAJ3	5	8.51605958517e-07
TRAV19.TRAJ49	4	6.81284766813e-07
TRAV22.TRAJ5	597	0.000101681751447
TRAV19.TRAJ47	30	5.1096357511e-06
TRAV4.TRAJ52	13	2.21417549214e-06
TRAV19.TRAJ45	32	5.45027813451e-06
TRAV19.TRAJ44	38	6.47220528473e-06
TRAV19.TRAJ43	12230	0.00208302817453
TRAV19.TRAJ42	37	6.30188409302e-06
TRAV12-2.TRAJ8	4200	0.000715349005154
TRAV12-2.TRAJ9	9917	0.00168907525812
TRAV12-2.TRAJ26	16	2.72513906725e-06
TRAV1-1.TRAJ5	228	3.88332317084e-05
TRAV1-1.TRAJ6	97	1.65211555952e-05
TRAV8-3.TRAJ9	1	1.70321191703e-07
TRAV8-3.TRAJ8	1	1.70321191703e-07
TRAV1-1.TRAJ8	4	6.81284766813e-07
TRAV1-1.TRAJ9	1	1.70321191703e-07
TRAV27.TRAJ15	2	3.40642383407e-07
TRAV39.TRAJ18	1	1.70321191703e-07
TRAV8-7.TRAJ7	1	1.70321191703e-07
TRAV8-2.TRAJ13	169	2.87842813979e-05
TRAV8-7.TRAJ6	5	8.51605958517e-07
