VJcombo	TCR22A.BC1_Reads	TCR22A.BC1_Freq
TRAV36DV7.TRAJ28	2	3.40642383407e-07
TRAV3.TRAJ20	5438	0.000926206640483
TRAV19.TRAJ7	1	1.70321191703e-07
TRAV9-2.TRAJ54	478	8.14135296342e-05
TRAV9-2.TRAJ52	840	0.000143069801031
TRAV3.TRAJ26	1278	0.000217670482997
TRAV36DV7.TRAJ20	13	2.21417549214e-06
TRAV3.TRAJ28	21	3.57674502577e-06
TRAV36DV7.TRAJ22	10	1.70321191703e-06
TRAV36DV7.TRAJ24	1	1.70321191703e-07
TRAV10.TRAJ48	1	1.70321191703e-07
TRAV36DV7.TRAJ26	26	4.42835098429e-06
TRAV36DV7.TRAJ27	1	1.70321191703e-07
TRAV8-6.TRAJ48	1442	0.000245603158436
TRAV36DV7.TRAJ54	4	6.81284766813e-07
TRAV36DV7.TRAJ57	1	1.70321191703e-07
TRAV36DV7.TRAJ56	1	1.70321191703e-07
TRAV36DV7.TRAJ53	28	4.76899336769e-06
TRAV36DV7.TRAJ52	27758	0.0047277756393
TRAV2.TRAJ3	16	2.72513906725e-06
TRAV2.TRAJ6	2	3.40642383407e-07
TRAV2.TRAJ5	4	6.81284766813e-07
TRAV2.TRAJ4	62359	0.0106210591934
TRAV2.TRAJ9	94471	0.0160904133014
TRAV2.TRAJ8	8	1.36256953363e-06
TRAV25.TRAJ9	11	1.87353310874e-06
TRAV25.TRAJ8	6	1.02192715022e-06
TRAV25.TRAJ6	7	1.19224834192e-06
TRAV25.TRAJ5	7	1.19224834192e-06
TRAV25.TRAJ4	6	1.02192715022e-06
TRAV25.TRAJ3	6	1.02192715022e-06
TRAV1-1.TRAJ31	615	0.000104747532898
TRAV1-1.TRAJ36	53	9.02702316028e-06
TRAV1-1.TRAJ37	2	3.40642383407e-07
TRAV13-2.TRAJ41	2220	0.000378113045581
TRAV8-2.TRAJ31	1	1.70321191703e-07
TRAV36DV7.TRAJ31	4	6.81284766813e-07
TRAV13-2.TRAJ45	3	5.1096357511e-07
TRAV13-2.TRAJ47	1	1.70321191703e-07
TRAV10.TRAJ39	8	1.36256953363e-06
TRAV8-1.TRAJ23	2	3.40642383407e-07
TRAV3.TRAJ52	5	8.51605958517e-07
TRAV10.TRAJ31	8	1.36256953363e-06
TRAV10.TRAJ30	7	1.19224834192e-06
TRAV10.TRAJ32	2	3.40642383407e-07
TRAV10.TRAJ34	6	1.02192715022e-06
TRAV10.TRAJ37	10	1.70321191703e-06
TRAV17.TRAJ27	2	3.40642383407e-07
TRAV8-1.TRAJ36	26424	0.00450056716957
TRAV8-1.TRAJ34	10656	0.00181494261879
TRAV17.TRAJ23	3886	0.000661868150959
TRAV8-1.TRAJ32	2010	0.000342345595324
TRAV17.TRAJ21	16366	0.00278747662342
TRAV17.TRAJ20	7	1.19224834192e-06
TRAV8-4.TRAJ29	1375	0.000234191638592
TRAV26-2.TRAJ48	16	2.72513906725e-06
TRAV8-1.TRAJ27	3	5.1096357511e-07
TRAV17.TRAJ29	24963	0.00425172790849
TRAV17.TRAJ28	1701	0.000289716347087
TRAV8-4.TRAJ39	2	3.40642383407e-07
TRAV21.TRAJ9	4	6.81284766813e-07
TRAV38-1.TRAJ52	1	1.70321191703e-07
TRAV21.TRAJ3	2	3.40642383407e-07
TRAV8-4.TRAJ31	1360	0.000231636820717
TRAV8-4.TRAJ32	1	1.70321191703e-07
TRAV8-4.TRAJ34	3	5.1096357511e-07
TRAV21.TRAJ5	2586	0.000440450601745
TRAV21.TRAJ4	131	2.23120761131e-05
TRAV8-3.TRAJ34	14722	0.00250746858426
TRAV8-3.TRAJ37	10	1.70321191703e-06
TRAV8-3.TRAJ36	5	8.51605958517e-07
TRAV8-3.TRAJ31	142	2.41856092219e-05
TRAV8-3.TRAJ32	4646	0.000791312256654
TRAV30.TRAJ50	1	1.70321191703e-07
TRAV38-2DV8.TRAJ26	15482	0.00263691268995
TRAV12-2.TRAJ7	1	1.70321191703e-07
TRAV8-3.TRAJ39	2	3.40642383407e-07
TRAV35.TRAJ9	1	1.70321191703e-07
TRAV30.TRAJ57	1	1.70321191703e-07
TRAV30.TRAJ56	1	1.70321191703e-07
TRAV6.TRAJ13	1	1.70321191703e-07
TRAV6.TRAJ12	1	1.70321191703e-07
TRAV34.TRAJ3	9	1.53289072533e-06
TRAV6.TRAJ10	3	5.1096357511e-07
TRAV34.TRAJ5	37	6.30188409302e-06
TRAV34.TRAJ4	1	1.70321191703e-07
TRAV6.TRAJ15	1	1.70321191703e-07
TRAV34.TRAJ6	21	3.57674502577e-06
TRAV34.TRAJ9	33	5.62059932621e-06
TRAV34.TRAJ8	13	2.21417549214e-06
TRAV6.TRAJ18	1	1.70321191703e-07
TRAV8-1.TRAJ31	2	3.40642383407e-07
TRAV8-1.TRAJ53	2	3.40642383407e-07
TRAV21.TRAJ31	1352	0.000230274251183
TRAV21.TRAJ30	3	5.1096357511e-07
TRAV41.TRAJ6	4	6.81284766813e-07
TRAV21.TRAJ34	3	5.1096357511e-07
TRAV21.TRAJ37	5	8.51605958517e-07
TRAV21.TRAJ36	1	1.70321191703e-07
TRAV21.TRAJ39	3130	0.000533105330031
TRAV1-2.TRAJ30	1	1.70321191703e-07
TRAV26-2.TRAJ43	2	3.40642383407e-07
TRAV1-2.TRAJ37	101	1.7202440362e-05
TRAV1-2.TRAJ36	1580	0.000269107482891
TRAV13-1.TRAJ29	11964	0.00203772273754
TRAV38-1.TRAJ44	3	5.1096357511e-07
TRAV13-1.TRAJ23	7500	0.00127740893777
TRAV13-1.TRAJ22	4	6.81284766813e-07
TRAV13-1.TRAJ20	14855	0.00253012130275
TRAV13-1.TRAJ27	1	1.70321191703e-07
TRAV13-1.TRAJ26	5	8.51605958517e-07
TRAV8-3.TRAJ10	1	1.70321191703e-07
TRAV35.TRAJ24	183	3.11687780817e-05
TRAV34.TRAJ32	1	1.70321191703e-07
TRAV17.TRAJ3	5	8.51605958517e-07
TRAV17.TRAJ4	4	6.81284766813e-07
TRAV17.TRAJ5	2	3.40642383407e-07
TRAV17.TRAJ6	3	5.1096357511e-07
TRAV34.TRAJ11	1	1.70321191703e-07
TRAV17.TRAJ8	2	3.40642383407e-07
TRAV17.TRAJ9	17115	0.002915047196
TRAV9-2.TRAJ20	703	0.000119735797767
TRAV41.TRAJ5	1	1.70321191703e-07
TRAV41.TRAJ4	6	1.02192715022e-06
TRAV12-2.TRAJ49	2722	0.000463614283816
TRAV12-2.TRAJ48	6346	0.00108085828255
TRAV41.TRAJ3	8	1.36256953363e-06
TRAV12-2.TRAJ43	18690	0.00318330307293
TRAV12-2.TRAJ42	478	8.14135296342e-05
TRAV12-2.TRAJ41	1687	0.000287331850403
TRAV12-2.TRAJ40	9	1.53289072533e-06
TRAV12-2.TRAJ47	24	4.08770860088e-06
TRAV41.TRAJ8	1	1.70321191703e-07
TRAV12-2.TRAJ45	37	6.30188409302e-06
TRAV8-3.TRAJ23	2132	0.000363124780711
