SampleName	TotalReads	UserFilteredReads	VJcombos	aaCDR3	totCDR3	ntCDR3	Median_AAperVJ	Median_VJperAA	N50_vj	N50_aa	N50_tot	N50_nt	N90_vj	N90_aa	N90_tot	N90_nt	H_vj	H_aa	H_tot	H_nt	H_delta	Mean_Haa_perVJ	Mean_Hvj_perAA	Hmax_vj	Hmax_aa	Hmax_tot	Hmax_nt	FiltUnprodAA	FiltNotransAA	FiltUnresolvedVJ	FiltAmbigNT	RefDate	AnalysisNotes
EC04	8473	5168	479	4199	4226	4293	6.0	1.0	37	72	72	72	66	130	130	130	8.23641104736	11.856007582	11.8675900686	11.8953153419	3.63117902124	2.35206692469	0.00613869891319	8.90388184574	12.0358300728	12.0450770519	12.0677704574	158_aaCDR3,173_reads	1376_aaCDR3,1530_reads	1746_aaCDR3,1934_reads	0_aaCDR3,0_reads	2017-9-5 16:26:21	 TCRseq_sample_report.py EC04.tsv -t IMSQ2 -vj -aa -nt -cl -ca -ac -j
