VJcombo	Pt31_pre_Reads	Pt31_pre_Freq
TRBV10-2.TRBJ2-5	11	0.000338899500893
TRBV10-2.TRBJ2-7	52	0.00160207036786
TRBV10-2.TRBJ2-6	3	9.24271366073e-05
TRBV10-2.TRBJ2-1	20	0.000616180910715
TRBV10-2.TRBJ2-3	13	0.000400517591965
TRBV10-2.TRBJ2-2	8	0.000246472364286
TRBV6-7.TRBJ1-5	2	6.16180910715e-05
TRBV12-3.TRBJ1-4	40	0.00123236182143
TRBV6-7.TRBJ1-1	2	6.16180910715e-05
TRBV23-1.TRBJ1-5	8	0.000246472364286
TRBV23-1.TRBJ1-4	1	3.08090455358e-05
TRBV10-1.TRBJ2-2	23	0.000708608047323
TRBV5-8.TRBJ1-2	570	0.0175611559554
TRBV5-8.TRBJ1-4	6	0.000184854273215
TRBV4-1.TRBJ1-5	28	0.000862653275002
TRBV4-1.TRBJ1-4	42	0.0012939799125
TRBV4-1.TRBJ1-1	60	0.00184854273215
TRBV4-1.TRBJ1-3	15	0.000462135683037
TRBV4-1.TRBJ1-2	48	0.00147883418572
TRBV4-1.TRBJ2-6	9	0.000277281409822
TRBV4-1.TRBJ2-7	618	0.0190399901411
TRBV4-1.TRBJ2-4	5	0.000154045227679
TRBV4-1.TRBJ2-5	14	0.000431326637501
TRBV4-1.TRBJ2-2	20	0.000616180910715
TRBV4-1.TRBJ2-3	22	0.000677799001787
TRBV4-1.TRBJ2-1	53	0.0016328794134
TRBV14-1.TRBJ1-5	8	0.000246472364286
TRBV14-1.TRBJ1-4	4	0.000123236182143
TRBV14-1.TRBJ1-1	27	0.000831844229466
TRBV14-1.TRBJ1-3	5	0.000154045227679
TRBV14-1.TRBJ1-2	26	0.00080103518393
TRBV9-1.TRBJ1-4	42	0.0012939799125
TRBV9-1.TRBJ1-5	42	0.0012939799125
TRBV14-1.TRBJ2-4	4	0.000123236182143
TRBV14-1.TRBJ2-5	54	0.00166368845893
TRBV14-1.TRBJ2-2	31	0.000955080411609
TRBV9-1.TRBJ1-1	92	0.00283443218929
TRBV9-1.TRBJ1-2	93	0.00286524123483
TRBV9-1.TRBJ1-3	79	0.00243391459733
TRBV7-6.TRBJ2-2	34	0.00104750754822
TRBV7-6.TRBJ2-3	17	0.000523753774108
TRBV7-6.TRBJ2-1	59	0.00181773368661
TRBV7-6.TRBJ2-6	6	0.000184854273215
TRBV7-6.TRBJ2-7	80	0.00246472364286
TRBV7-6.TRBJ2-4	3	9.24271366073e-05
TRBV7-6.TRBJ2-5	39	0.0012015527759
TRBV10-2.TRBJ1-4	4	0.000123236182143
TRBV10-2.TRBJ1-5	22	0.000677799001787
TRBV10-2.TRBJ1-2	18	0.000554562819644
TRBV10-2.TRBJ1-3	3	9.24271366073e-05
TRBV10-2.TRBJ1-1	42	0.0012939799125
TRBV24-1.TRBJ2-3	74	0.00227986936965
TRBV24-1.TRBJ2-2	65	0.00200258795983
TRBV24-1.TRBJ2-1	114	0.00351223119108
TRBV24-1.TRBJ2-7	115	0.00354304023661
TRBV24-1.TRBJ2-6	12	0.000369708546429
TRBV24-1.TRBJ2-5	98	0.00301928646251
TRBV24-1.TRBJ2-4	23	0.000708608047323
TRBVA-or09_02.TRBJ2-6	1	3.08090455358e-05
TRBV9-1.TRBJ2-7	246	0.0075790252018
TRBV7-8.TRBJ2-1	238	0.00733255283751
TRBV7-8.TRBJ2-2	52	0.00160207036786
TRBV7-8.TRBJ2-3	30	0.000924271366073
TRBV21-1.TRBJ1-1	12	0.000369708546429
TRBV4-3.TRBJ2-4	11	0.000338899500893
TRBV21-1.TRBJ1-3	3	9.24271366073e-05
TRBV21-1.TRBJ1-2	9	0.000277281409822
TRBV21-1.TRBJ1-5	26	0.00080103518393
TRBV21-1.TRBJ1-4	4	0.000123236182143
TRBV7-8.TRBJ2-5	31	0.000955080411609
TRBV21-1.TRBJ2-2	8	0.000246472364286
TRBV21-1.TRBJ2-3	8	0.000246472364286
TRBV21-1.TRBJ2-1	27	0.000831844229466
TRBV21-1.TRBJ2-6	3	9.24271366073e-05
TRBV21-1.TRBJ2-7	31	0.000955080411609
TRBV21-1.TRBJ2-4	2	6.16180910715e-05
TRBV21-1.TRBJ2-5	11	0.000338899500893
TRBV6-1.TRBJ2-4	4	0.000123236182143
TRBV6-1.TRBJ2-5	41	0.00126317086697
TRBV6-1.TRBJ2-6	14	0.000431326637501
TRBV6-1.TRBJ2-7	143	0.00440569351162
TRBV6-1.TRBJ2-1	189	0.00582290960626
TRBV6-1.TRBJ2-2	79	0.00243391459733
TRBV6-1.TRBJ2-3	70	0.0021566331875
TRBV12-3.TRBJ2-6	20	0.000616180910715
TRBV12-3.TRBJ2-7	316	0.0097356583893
TRBV12-3.TRBJ2-4	11	0.000338899500893
TRBV12-3.TRBJ2-5	71	0.00218744223304
TRBV12-3.TRBJ2-2	78	0.00240310555179
TRBV12-3.TRBJ2-3	147	0.00452892969376
TRBV12-3.TRBJ2-1	177	0.00545320105983
TRBV24-1.TRBJ1-1	50	0.00154045227679
TRBV24-1.TRBJ1-2	100	0.00308090455358
TRBV24-1.TRBJ1-3	39	0.0012015527759
TRBV24-1.TRBJ1-4	19	0.00058537186518
TRBV24-1.TRBJ1-5	66	0.00203339700536
TRBV9-1.TRBJ2-5	63	0.00194096986875
TRBV7-8.TRBJ1-3	9	0.000277281409822
TRBV7-8.TRBJ1-2	51	0.00157126132232
TRBV4-3.TRBJ1-1	40	0.00123236182143
TRBV7-8.TRBJ1-5	69	0.00212582414197
TRBV7-8.TRBJ1-4	16	0.000492944728572
TRBV9-1.TRBJ2-3	111	0.00341980405447
TRBV6-2.TRBJ2-6	9	0.000277281409822
TRBV9-1.TRBJ2-1	181	0.00557643724197
TRBV7-6.TRBJ1-1	41	0.00126317086697
TRBV7-6.TRBJ1-3	4	0.000123236182143
TRBV7-6.TRBJ1-2	18	0.000554562819644
TRBV7-6.TRBJ1-5	18	0.000554562819644
TRBV7-6.TRBJ1-4	10	0.000308090455358
TRBV7-6.TRBJ1-6	1	3.08090455358e-05
TRBV6-1.TRBJ1-6	2	6.16180910715e-05
TRBV6-1.TRBJ1-5	113	0.00348142214554
TRBV6-1.TRBJ1-4	24	0.000739417092858
TRBV6-1.TRBJ1-3	24	0.000739417092858
TRBV6-1.TRBJ1-2	62	0.00191016082322
TRBV6-1.TRBJ1-1	126	0.00388193973751
TRBV11-3.TRBJ2-1	73	0.00224906032411
TRBV23-1.TRBJ2-2	8	0.000246472364286
TRBV23-1.TRBJ2-3	16	0.000492944728572
TRBV23-1.TRBJ2-4	1	3.08090455358e-05
TRBV23-1.TRBJ2-5	3	9.24271366073e-05
TRBV23-1.TRBJ2-6	3	9.24271366073e-05
TRBV23-1.TRBJ2-7	15	0.000462135683037
TRBV5-8.TRBJ2-1	16	0.000492944728572
TRBV12-3.TRBJ1-5	117	0.00360465832769
TRBV23-1.TRBJ1-2	6	0.000184854273215
TRBV23-1.TRBJ1-1	4	0.000123236182143
TRBV12-3.TRBJ1-6	1	3.08090455358e-05
TRBV12-3.TRBJ1-1	125	0.00385113069197
TRBV12-3.TRBJ1-3	29	0.000893462320537
TRBV12-3.TRBJ1-2	150	0.00462135683037
TRBV6-7.TRBJ2-7	2	6.16180910715e-05
TRBV6-7.TRBJ2-5	1	3.08090455358e-05
TRBV5-8.TRBJ2-4	1	3.08090455358e-05
TRBV6-7.TRBJ2-1	1	3.08090455358e-05
TRBV27-1.TRBJ1-6	5	0.000154045227679
TRBV27-1.TRBJ1-5	157	0.00483702014912
TRBV27-1.TRBJ1-4	44	0.00135559800357
TRBV27-1.TRBJ1-3	20	0.000616180910715
TRBV27-1.TRBJ1-2	141	0.00434407542054
TRBV27-1.TRBJ1-1	396	0.0122003820322
TRBV4-3.TRBJ2-1	91	0.00280362314376
TRBV4-3.TRBJ2-2	50	0.00154045227679
TRBV4-3.TRBJ2-3	62	0.00191016082322
TRBV7-8.TRBJ2-4	13	0.000400517591965
TRBV4-3.TRBJ2-5	28	0.000862653275002
TRBV4-3.TRBJ2-6	11	0.000338899500893
TRBV7-8.TRBJ2-7	295	0.00908866843305
TRBV6-2.TRBJ2-3	81	0.0024955326884
TRBV6-2.TRBJ2-2	63	0.00194096986875
TRBV6-2.TRBJ2-1	172	0.00529915583215
TRBV9-1.TRBJ2-4	11	0.000338899500893
TRBV6-2.TRBJ2-7	276	0.00850329656787
TRBV9-1.TRBJ2-2	92	0.00283443218929
TRBV6-2.TRBJ2-5	79	0.00243391459733
TRBV6-2.TRBJ2-4	30	0.000924271366073
TRBV11-3.TRBJ2-4	2	6.16180910715e-05
TRBV28-1.TRBJ1-4	59	0.00181773368661
TRBV28-1.TRBJ1-5	255	0.00785630661162
TRBV28-1.TRBJ1-6	2	6.16180910715e-05
TRBV28-1.TRBJ1-1	177	0.00545320105983
TRBV28-1.TRBJ1-2	303	0.00933514079734
TRBV28-1.TRBJ1-3	64	0.00197177891429
TRBV7-9.TRBJ2-1	211	0.00650070860805
TRBV7-9.TRBJ1-4	71	0.00218744223304
TRBV4-2.TRBJ2-3	22	0.000677799001787
