SampleName	TotalReads	UserFilteredReads	VJcombos	aaCDR3	totCDR3	ntCDR3	Median_AAperVJ	Median_VJperAA	N50_vj	N50_aa	N50_tot	N50_nt	N90_vj	N90_aa	N90_tot	N90_nt	H_vj	H_aa	H_tot	H_nt	H_delta	Mean_Haa_perVJ	Mean_Hvj_perAA	Hmax_vj	Hmax_aa	Hmax_tot	Hmax_nt	FiltUnprodAA	FiltNotransAA	FiltUnresolvedVJ	FiltAmbigNT	RefDate	AnalysisNotes
Pt31_pre	39814	32458	578	13457	13783	13620	13.0	1.0	19	25	25	25	34	44	44	44	7.97540288189	12.3159027085	12.3717189893	12.3385552733	4.39631610743	2.99619993816	0.0153839368536	9.1749256825	13.716069202	13.750602318	13.7334390829	299_aaCDR3,483_reads	3202_aaCDR3,6873_reads	0_aaCDR3,0_reads	0_aaCDR3,0_reads	2017-10-12 12:4:2	 TCRseq_sample_report.py Pt31_pre.tsv -t IMSQ2 -vj -r -aa -nt -cl -ca -ac -j
