VJcombo	Pt67_on_Reads	Pt67_on_Freq
TRBV10-2.TRBJ2-5	4	8.69754294412e-05
TRBV10-2.TRBJ2-4	1	2.17438573603e-05
TRBV10-2.TRBJ2-7	55	0.00119591215482
TRBV10-2.TRBJ2-6	3	6.52315720809e-05
TRBV10-2.TRBJ2-1	83	0.0018047401609
TRBV10-2.TRBJ2-3	7	0.000152207001522
TRBV10-2.TRBJ2-2	8	0.000173950858882
TRBV23-1.TRBJ1-2	11	0.000239182430963
TRBV6-7.TRBJ1-1	1	2.17438573603e-05
TRBV23-1.TRBJ1-5	3	6.52315720809e-05
TRBV5-8.TRBJ1-1	28	0.000608828006088
TRBV6-2.TRBJ2-3	67	0.00145683844314
TRBV10-1.TRBJ2-1	38	0.000826266579691
TRBV5-8.TRBJ1-5	29	0.000630571863449
TRBV4-2.TRBJ1-2	17	0.000369645575125
TRBV5-8.TRBJ1-4	5	0.000108719286801
TRBV4-1.TRBJ1-5	125	0.00271798217004
TRBV4-1.TRBJ1-4	60	0.00130463144162
TRBV4-1.TRBJ1-6	68	0.0014785823005
TRBV4-1.TRBJ1-1	89	0.00193520330507
TRBV4-1.TRBJ1-3	198	0.00430528375734
TRBV4-1.TRBJ1-2	361	0.00784953250707
TRBV4-1.TRBJ2-6	4	8.69754294412e-05
TRBV4-1.TRBJ2-7	252	0.00547945205479
TRBV4-1.TRBJ2-4	8	0.000173950858882
TRBV4-1.TRBJ2-5	998	0.0217003696456
TRBV4-1.TRBJ2-2	59	0.00128288758426
TRBV4-1.TRBJ2-3	54	0.00117416829746
TRBV4-1.TRBJ2-1	66	0.00143509458578
TRBV14-1.TRBJ1-5	4	8.69754294412e-05
TRBV14-1.TRBJ1-4	12	0.000260926288324
TRBV14-1.TRBJ1-6	1	2.17438573603e-05
TRBV14-1.TRBJ1-1	40	0.000869754294412
TRBV14-1.TRBJ1-3	6	0.000130463144162
TRBV14-1.TRBJ1-2	26	0.000565340291368
TRBV9-1.TRBJ1-4	16	0.000347901717765
TRBV14-1.TRBJ2-7	125	0.00271798217004
TRBV14-1.TRBJ2-4	557	0.0121113285497
TRBV14-1.TRBJ2-5	7	0.000152207001522
TRBV14-1.TRBJ2-2	10	0.000217438573603
TRBV9-1.TRBJ1-1	55	0.00119591215482
TRBV9-1.TRBJ1-2	73	0.0015873015873
TRBV9-1.TRBJ1-3	43	0.000934985866493
TRBV7-6.TRBJ2-2	17	0.000369645575125
TRBV7-6.TRBJ2-3	16	0.000347901717765
TRBV7-6.TRBJ2-1	84	0.00182648401826
TRBV7-6.TRBJ2-6	3	6.52315720809e-05
TRBV7-6.TRBJ2-7	14	0.000304414003044
TRBV7-6.TRBJ2-4	3	6.52315720809e-05
TRBV7-6.TRBJ2-5	15	0.000326157860404
TRBV10-2.TRBJ1-6	3	6.52315720809e-05
TRBV10-2.TRBJ1-4	4	8.69754294412e-05
TRBV10-2.TRBJ1-5	26	0.000565340291368
TRBV10-2.TRBJ1-2	23	0.000500108719287
TRBV10-2.TRBJ1-3	130	0.00282670145684
TRBV10-2.TRBJ1-1	46	0.00100021743857
TRBV24-1.TRBJ2-3	30	0.000652315720809
TRBV24-1.TRBJ2-2	23	0.000500108719287
TRBV24-1.TRBJ2-1	71	0.00154381387258
TRBV24-1.TRBJ2-7	73	0.0015873015873
TRBV24-1.TRBJ2-6	5	0.000108719286801
TRBV24-1.TRBJ2-5	35	0.00076103500761
TRBV24-1.TRBJ2-4	1	2.17438573603e-05
