VJcombo	Pt101_on_Reads	Pt101_on_Freq
TRBV10-2.TRBJ2-5	91	0.000369869082603
TRBV10-2.TRBJ2-4	9	3.6580458719e-05
TRBV10-2.TRBJ2-7	361	0.00146728284417
TRBV10-2.TRBJ2-6	12	4.87739449586e-05
TRBV10-2.TRBJ2-1	147	0.000597480825743
TRBV10-2.TRBJ2-3	93	0.000377998073429
TRBV10-2.TRBJ2-2	77	0.000312966146818
TRBV6-7.TRBJ1-5	13	5.28384403718e-05
TRBV12-3.TRBJ1-4	329	0.00133721899095
TRBV6-7.TRBJ1-6	9	3.6580458719e-05
TRBV6-7.TRBJ1-1	3	1.21934862397e-05
TRBV23-1.TRBJ1-5	69	0.000280450183512
TRBV23-1.TRBJ1-4	17	6.90964220247e-05
TRBV5-8.TRBJ1-1	67	0.000272321192686
TRBV6-2.TRBJ2-3	277	0.00112586522946
TRBV6-7.TRBJ2-3	5	2.03224770661e-05
TRBV5-8.TRBJ1-2	78	0.000317030642231
TRBV10-1.TRBJ2-6	10	4.06449541322e-05
TRBV4-2.TRBJ1-2	454	0.0018452809176
TRBV5-8.TRBJ1-4	36	0.000146321834876
TRBV4-1.TRBJ1-5	332	0.00134941247719
TRBV4-1.TRBJ1-4	209	0.000849479541362
TRBV4-1.TRBJ1-6	161	0.000654383761528
TRBV4-1.TRBJ1-1	492	0.0019997317433
TRBV4-1.TRBJ1-3	167	0.000678770734007
TRBV4-1.TRBJ1-2	770	0.00312966146818
TRBV4-1.TRBJ2-6	48	0.000195095779834
TRBV4-1.TRBJ2-7	1309	0.0053204244959
TRBV4-1.TRBJ2-4	68	0.000276385688099
TRBV4-1.TRBJ2-5	335	0.00136160596343
TRBV4-1.TRBJ2-2	291	0.00118276816525
TRBV4-1.TRBJ2-3	391	0.00158921770657
TRBV4-1.TRBJ2-1	665	0.00270288944979
TRBV14-1.TRBJ1-5	40	0.000162579816529
TRBV14-1.TRBJ1-4	60	0.000243869724793
TRBV14-1.TRBJ1-6	121	0.000491803944999
TRBV14-1.TRBJ1-1	238	0.000967349908346
TRBV14-1.TRBJ1-3	66	0.000268256697272
TRBV14-1.TRBJ1-2	356	0.00144696036711
TRBV9-1.TRBJ1-4	282	0.00114618770653
TRBV14-1.TRBJ2-7	589	0.00239398779838
TRBV9-1.TRBJ1-6	478	0.00194282880752
TRBV14-1.TRBJ2-5	208	0.000845415045949
TRBV14-1.TRBJ2-2	144	0.000585287339503
TRBV9-1.TRBJ1-1	874	0.00355236899115
TRBV9-1.TRBJ1-2	1311	0.00532855348673
TRBV9-1.TRBJ1-3	425	0.00172741055062
TRBV7-6.TRBJ2-2	235	0.000955156422106
TRBV7-6.TRBJ2-3	431	0.0017517975231
TRBV7-6.TRBJ2-1	434	0.00176399100934
TRBV7-6.TRBJ2-6	32	0.000130063853223
TRBV7-6.TRBJ2-7	624	0.00253624513785
TRBV7-6.TRBJ2-4	17	6.90964220247e-05
TRBV7-6.TRBJ2-5	327	0.00132909000012
TRBV10-2.TRBJ1-6	17	6.90964220247e-05
TRBV10-2.TRBJ1-4	23	9.3483394504e-05
TRBV10-2.TRBJ1-5	144	0.000585287339503
TRBV10-2.TRBJ1-2	148	0.000601545321156
TRBV10-2.TRBJ1-3	22	8.94188990908e-05
TRBV10-2.TRBJ1-1	93	0.000377998073429
TRBV24-1.TRBJ2-3	345	0.00140225091756
TRBV24-1.TRBJ2-2	252	0.00102425284413
TRBV24-1.TRBJ2-1	543	0.00220702100938
TRBV24-1.TRBJ2-7	273	0.00110960724781
TRBV24-1.TRBJ2-6	36	0.000146321834876
TRBV24-1.TRBJ2-5	222	0.000902317981734
TRBV24-1.TRBJ2-4	33	0.000134128348636
TRBVA-or09_02.TRBJ1-5	1	4.06449541322e-06
TRBVA-or09_02.TRBJ1-1	2	8.12899082643e-06
TRBVA-or09_02.TRBJ1-2	2	8.12899082643e-06
TRBVA-or09_02.TRBJ2-7	1	4.06449541322e-06
TRBVA-or09_02.TRBJ2-6	1	4.06449541322e-06
TRBV4-3.TRBJ2-1	1	4.06449541322e-06
TRBV25-1.TRBJ2-4	26	0.000105676880744
TRBV21-1.TRBJ1-1	134	0.000544642385371
TRBV21-1.TRBJ1-3	28	0.00011380587157
TRBV21-1.TRBJ1-2	137	0.000556835871611
TRBV21-1.TRBJ1-5	142	0.000577158348677
TRBV21-1.TRBJ1-4	45	0.000182902293595
TRBV21-1.TRBJ1-6	43	0.000174773302768
TRBV21-1.TRBJ2-2	118	0.00047961045876
TRBV21-1.TRBJ2-3	67	0.000272321192686
TRBV21-1.TRBJ2-1	121	0.000491803944999
TRBV21-1.TRBJ2-6	6	2.43869724793e-05
TRBV21-1.TRBJ2-7	364	0.00147947633041
TRBV21-1.TRBJ2-4	17	6.90964220247e-05
TRBV21-1.TRBJ2-5	73	0.000296708165165
TRBV6-1.TRBJ2-4	163	0.000662512752354
TRBV6-1.TRBJ2-5	736	0.00299146862413
TRBV6-1.TRBJ2-6	162	0.000658448256941
TRBV6-1.TRBJ2-7	2560	0.0104051082578
TRBV6-1.TRBJ2-1	1102	0.00447907394537
TRBV6-1.TRBJ2-2	643	0.0026134705507
TRBV6-1.TRBJ2-3	760	0.00308901651404
TRBV12-3.TRBJ2-6	133	0.000540577889958
TRBV12-3.TRBJ2-7	1683	0.00684054578044
TRBV12-3.TRBJ2-4	159	0.000646254770701
TRBV12-3.TRBJ2-5	634	0.00257689009198
TRBV12-3.TRBJ2-2	742	0.00301585559661
TRBV12-3.TRBJ2-3	735	0.00298740412871
TRBV12-3.TRBJ2-1	1329	0.00540171440417
TRBV24-1.TRBJ1-1	226	0.000918575963387
TRBV24-1.TRBJ1-2	256	0.00104051082578
TRBV24-1.TRBJ1-3	27	0.000109741376157
TRBV24-1.TRBJ1-4	40	0.000162579816529
TRBV9-1.TRBJ2-5	810	0.00329224128471
TRBV24-1.TRBJ1-6	27	0.000109741376157
TRBV7-8.TRBJ1-3	140	0.00056902935785
TRBV7-8.TRBJ1-2	565	0.00229643990847
TRBV7-8.TRBJ1-1	364	0.00147947633041
TRBV7-8.TRBJ1-6	138	0.000560900367024
TRBV7-8.TRBJ1-5	434	0.00176399100934
TRBV7-8.TRBJ1-4	170	0.000690964220247
TRBV6-2.TRBJ2-7	786	0.00319469339479
TRBV6-2.TRBJ2-6	39	0.000158515321115
TRBV4-2.TRBJ2-3	329	0.00133721899095
TRBV6-2.TRBJ2-5	261	0.00106083330285
TRBV7-6.TRBJ1-1	256	0.00104051082578
TRBV7-6.TRBJ1-3	147	0.000597480825743
TRBV7-6.TRBJ1-2	148	0.000601545321156
TRBV7-6.TRBJ1-5	140	0.00056902935785
TRBV7-6.TRBJ1-4	68	0.000276385688099
TRBV7-6.TRBJ1-6	88	0.000357675596363
TRBV6-1.TRBJ1-6	534	0.00217044055066
TRBV6-1.TRBJ1-5	1381	0.00561306816565
TRBV6-1.TRBJ1-4	315	0.00128031605516
TRBV6-1.TRBJ1-3	407	0.00165424963318
TRBV6-1.TRBJ1-2	1523	0.00619022651433
