VJcombo	Pt18_pre_Reads	Pt18_pre_Freq
TRBV10-2.TRBJ2-5	27	0.000277555048418
TRBV10-2.TRBJ2-4	1	1.02798166081e-05
TRBV10-2.TRBJ2-7	128	0.00131581652583
TRBV10-2.TRBJ2-6	2	2.05596332161e-05
TRBV10-2.TRBJ2-1	21	0.00021587614877
TRBV10-2.TRBJ2-3	28	0.000287834865026
TRBV10-2.TRBJ2-2	27	0.000277555048418
TRBV6-7.TRBJ1-5	5	5.13990830404e-05
TRBV23-1.TRBJ1-2	10	0.000102798166081
TRBV6-7.TRBJ1-1	2	2.05596332161e-05
TRBV23-1.TRBJ1-5	12	0.000123357799297
TRBV23-1.TRBJ1-4	2	2.05596332161e-05
TRBV5-8.TRBJ1-1	29	0.000298114681634
TRBV10-1.TRBJ2-1	48	0.000493431197187
TRBV10-1.TRBJ2-6	1	1.02798166081e-05
TRBV5-8.TRBJ1-4	15	0.000154197249121
TRBV4-1.TRBJ1-5	161	0.0016550504739
TRBV4-1.TRBJ1-4	34	0.000349513764674
TRBV4-1.TRBJ1-6	39	0.000400912847715
TRBV4-1.TRBJ1-1	740	0.00760706428997
TRBV4-1.TRBJ1-3	43	0.000442032114147
TRBV4-1.TRBJ1-2	101	0.00103826147742
TRBV4-1.TRBJ2-6	6	6.16788996484e-05
TRBV4-1.TRBJ2-7	407	0.00418388535949
TRBV4-1.TRBJ2-4	12	0.000123357799297
TRBV4-1.TRBJ2-5	37	0.000380353214499
TRBV4-1.TRBJ2-2	51	0.000524270647012
TRBV4-1.TRBJ2-3	99	0.0010177018442
TRBV4-1.TRBJ2-1	314	0.00322786241493
TRBV14-1.TRBJ1-5	25	0.000256995415202
TRBV14-1.TRBJ1-4	24	0.000246715598594
TRBV14-1.TRBJ1-6	28	0.000287834865026
TRBV14-1.TRBJ1-1	65	0.000668188079525
TRBV14-1.TRBJ1-3	25	0.000256995415202
TRBV14-1.TRBJ1-2	140	0.00143917432513
TRBV9-1.TRBJ1-4	134	0.00137749542548
TRBV9-1.TRBJ1-5	132	0.00135693579227
TRBV9-1.TRBJ1-6	89	0.000914903678118
TRBV14-1.TRBJ2-5	163	0.00167561010712
TRBV14-1.TRBJ2-2	37	0.000380353214499
TRBV9-1.TRBJ1-1	643	0.00660992207899
TRBV9-1.TRBJ1-2	364	0.00374185324534
TRBV9-1.TRBJ1-3	95	0.000976582577767
TRBV7-6.TRBJ2-2	120	0.00123357799297
TRBV7-6.TRBJ2-3	100	0.00102798166081
TRBV7-6.TRBJ2-1	164	0.00168588992372
TRBV7-6.TRBJ2-6	8	8.22385328646e-05
TRBV7-6.TRBJ2-7	484	0.00497543123831
TRBV7-6.TRBJ2-4	5	5.13990830404e-05
TRBV7-6.TRBJ2-5	96	0.000986862394375
TRBV10-2.TRBJ1-6	7	7.19587162565e-05
TRBV10-2.TRBJ1-4	14	0.000143917432513
TRBV10-2.TRBJ1-5	23	0.000236435781986
TRBV10-2.TRBJ1-2	41	0.000421472480931
TRBV10-2.TRBJ1-3	8	8.22385328646e-05
TRBV10-2.TRBJ1-1	55	0.000565389913444
TRBV24-1.TRBJ2-3	140	0.00143917432513
TRBV24-1.TRBJ2-2	115	0.00118217890993
TRBV24-1.TRBJ2-1	311	0.00319702296511
TRBV24-1.TRBJ2-7	167	0.00171672937355
TRBV24-1.TRBJ2-6	8	8.22385328646e-05
TRBV24-1.TRBJ2-5	94	0.000966302761159
TRBV24-1.TRBJ2-4	9	9.25183494726e-05
TRBV9-1.TRBJ2-7	597	0.00613705051502
TRBV7-8.TRBJ2-1	164	0.00168588992372
TRBV7-8.TRBJ2-2	118	0.00121301835975
TRBV7-8.TRBJ2-3	148	0.00152141285799
TRBV25-1.TRBJ2-4	3	3.08394498242e-05
TRBV21-1.TRBJ1-1	34	0.000349513764674
TRBV7-8.TRBJ2-4	12	0.000123357799297
TRBV21-1.TRBJ1-3	30	0.000308394498242
TRBV21-1.TRBJ1-2	54	0.000555110096836
TRBV21-1.TRBJ1-5	40	0.000411192664323
TRBV21-1.TRBJ1-4	32	0.000328954131458
TRBV4-3.TRBJ2-5	45	0.000462591747363
TRBV21-1.TRBJ2-2	18	0.000185036698945
TRBV21-1.TRBJ2-3	41	0.000421472480931
TRBV21-1.TRBJ2-1	24	0.000246715598594
TRBV21-1.TRBJ2-7	121	0.00124385780958
TRBV21-1.TRBJ2-4	6	6.16788996484e-05
TRBV21-1.TRBJ2-5	68	0.000699027529349
TRBV6-1.TRBJ2-4	26	0.00026727523181
TRBV6-1.TRBJ2-5	137	0.00140833487531
TRBV6-1.TRBJ2-6	73	0.000750426612389
TRBV6-1.TRBJ2-7	512	0.00526326610333
TRBV6-1.TRBJ2-1	302	0.00310450461564
TRBV6-1.TRBJ2-2	284	0.00291946791669
TRBV6-1.TRBJ2-3	338	0.00347457801353
TRBV12-3.TRBJ2-6	22	0.000226155965378
TRBV12-3.TRBJ2-7	401	0.00412220645984
TRBV12-3.TRBJ2-4	39	0.000400912847715
TRBV12-3.TRBJ2-5	135	0.00138777524209
TRBV12-3.TRBJ2-2	209	0.00214848167109
TRBV12-3.TRBJ2-3	281	0.00288862846687
TRBV12-3.TRBJ2-1	325	0.00334094039762
TRBV24-1.TRBJ1-1	50	0.000513990830404
TRBV24-1.TRBJ1-2	120	0.00123357799297
TRBV24-1.TRBJ1-3	9	9.25183494726e-05
