VJcombo	Pt34_on_Reads	Pt34_on_Freq
TRBV10-2.TRBJ2-5	4	2.07189474775e-05
TRBV10-2.TRBJ2-4	3	1.55392106081e-05
TRBV10-2.TRBJ2-7	116	0.000600849476847
TRBV10-2.TRBJ2-6	2	1.03594737387e-05
TRBV10-2.TRBJ2-1	382	0.0019786594841
TRBV10-2.TRBJ2-3	20	0.000103594737387
TRBV10-2.TRBJ2-2	15	7.76960530405e-05
TRBV23-1.TRBJ1-3	1	5.17973686937e-06
TRBV23-1.TRBJ1-2	20	0.000103594737387
TRBV6-7.TRBJ1-6	3	1.55392106081e-05
TRBV23-1.TRBJ1-5	20	0.000103594737387
TRBV23-1.TRBJ1-4	3	1.55392106081e-05
TRBV5-8.TRBJ1-1	43	0.000222728685383
TRBV10-1.TRBJ2-1	15	7.76960530405e-05
TRBV10-1.TRBJ2-6	1	5.17973686937e-06
TRBV5-8.TRBJ1-4	5	2.58986843468e-05
TRBV4-1.TRBJ1-5	44	0.000227908422252
TRBV4-1.TRBJ1-4	95	0.00049207500259
TRBV4-1.TRBJ1-6	117	0.000606029213716
TRBV4-1.TRBJ1-1	222	0.001149901585
TRBV4-1.TRBJ1-3	37	0.000191650264167
TRBV4-1.TRBJ1-2	220	0.00113954211126
TRBV4-1.TRBJ2-6	58	0.000300424738423
TRBV4-1.TRBJ2-7	945	0.00489485134155
TRBV4-1.TRBJ2-4	5	2.58986843468e-05
TRBV4-1.TRBJ2-5	281	0.00145550606029
TRBV4-1.TRBJ2-2	2273	0.0117735419041
TRBV4-1.TRBJ2-3	272	0.00140888842847
TRBV4-1.TRBJ2-1	1323	0.00685279187817
TRBV14-1.TRBJ1-5	2	1.03594737387e-05
TRBV14-1.TRBJ1-4	28	0.000145032632342
TRBV14-1.TRBJ1-6	2	1.03594737387e-05
TRBV14-1.TRBJ1-1	46	0.000238267895991
TRBV14-1.TRBJ1-3	5	2.58986843468e-05
TRBV14-1.TRBJ1-2	95	0.00049207500259
TRBV14-1.TRBJ2-6	22	0.000113954211126
TRBV14-1.TRBJ2-7	1471	0.00761939293484
TRBV9-1.TRBJ1-6	186	0.000963431057702
TRBV14-1.TRBJ2-5	48	0.00024862736973
TRBV14-1.TRBJ2-2	34	0.000176111053558
TRBV9-1.TRBJ1-1	428	0.00221692738009
TRBV9-1.TRBJ1-2	441	0.00228426395939
TRBV9-1.TRBJ1-3	337	0.00174557132498
TRBV7-6.TRBJ2-2	200	0.00103594737387
TRBV7-6.TRBJ2-3	212	0.00109810421631
TRBV7-6.TRBJ2-1	455	0.00235678027556
TRBV7-6.TRBJ2-6	20	0.000103594737387
TRBV7-6.TRBJ2-7	5631	0.0291670983114
TRBV7-6.TRBJ2-4	10	5.17973686937e-05
TRBV7-6.TRBJ2-5	123	0.000637107634932
TRBV10-2.TRBJ1-6	7	3.62581580856e-05
TRBV10-2.TRBJ1-4	7	3.62581580856e-05
TRBV10-2.TRBJ1-5	78	0.000404019475811
TRBV10-2.TRBJ1-2	64	0.000331503159639
TRBV10-2.TRBJ1-3	2	1.03594737387e-05
TRBV10-2.TRBJ1-1	1334	0.00690976898374
TRBV24-1.TRBJ2-3	120	0.000621568424324
TRBV24-1.TRBJ2-2	45	0.000233088159122
TRBV24-1.TRBJ2-1	99	0.000512793950067
TRBV24-1.TRBJ2-7	79	0.00040919921268
TRBV24-1.TRBJ2-6	10	5.17973686937e-05
TRBV24-1.TRBJ2-5	718	0.00371905107221
TRBV24-1.TRBJ2-4	4	2.07189474775e-05
TRBV9-1.TRBJ2-7	2040	0.0105666632135
TRBV7-8.TRBJ2-1	54	0.000279705790946
TRBV7-8.TRBJ2-2	48	0.00024862736973
TRBV7-8.TRBJ2-3	38	0.000196830001036
TRBV25-1.TRBJ2-4	1	5.17973686937e-06
TRBV21-1.TRBJ1-1	17	8.80555267792e-05
TRBV4-3.TRBJ2-4	77	0.000398839738941
TRBV21-1.TRBJ1-3	3	1.55392106081e-05
TRBV21-1.TRBJ1-2	8	4.14378949549e-05
TRBV21-1.TRBJ1-5	20	0.000103594737387
TRBV21-1.TRBJ1-4	8	4.14378949549e-05
TRBV7-8.TRBJ2-5	519	0.0026882834352
TRBV21-1.TRBJ2-2	126	0.00065264684554
TRBV21-1.TRBJ2-3	37	0.000191650264167
TRBV21-1.TRBJ2-1	21	0.000108774474257
TRBV21-1.TRBJ2-6	304	0.00157464000829
TRBV21-1.TRBJ2-7	981	0.00508132186885
TRBV21-1.TRBJ2-5	26	0.000134673158604
TRBV6-1.TRBJ2-4	26	0.000134673158604
TRBV6-1.TRBJ2-5	154	0.000797679477883
TRBV6-1.TRBJ2-6	26	0.000134673158604
TRBV4-3.TRBJ2-7	400	0.00207189474775
TRBV6-1.TRBJ2-1	1170	0.00606029213716
TRBV6-1.TRBJ2-2	524	0.00271418211955
TRBV6-1.TRBJ2-3	225	0.00116544079561
TRBV12-3.TRBJ2-6	373	0.00193204185227
TRBV12-3.TRBJ2-7	491	0.00254325080286
TRBV12-3.TRBJ2-4	27	0.000139852895473
TRBV12-3.TRBJ2-5	255	0.00132083290169
TRBV12-3.TRBJ2-2	202	0.00104630684761
TRBV12-3.TRBJ2-3	381	0.00197347974723
TRBV12-3.TRBJ2-1	540	0.00279705790946
TRBV24-1.TRBJ1-1	35	0.000181290790428
TRBV24-1.TRBJ1-2	458	0.00237231948617
TRBV24-1.TRBJ1-3	5	2.58986843468e-05
TRBV24-1.TRBJ1-4	28	0.000145032632342
TRBV24-1.TRBJ1-5	59	0.000305604475293
TRBV4-3.TRBJ1-3	46	0.000238267895991
TRBV4-3.TRBJ1-2	290	0.00150212369212
TRBV4-3.TRBJ1-1	1504	0.00779032425153
TRBV4-3.TRBJ1-6	96	0.000497254739459
TRBV7-8.TRBJ1-5	31	0.00016057184295
TRBV4-3.TRBJ1-4	386	0.00199937843158
TRBV9-1.TRBJ2-3	1090	0.00564591318761
TRBV6-2.TRBJ2-6	8	4.14378949549e-05
TRBV4-2.TRBJ2-3	50	0.000258986843468
TRBV9-1.TRBJ2-1	3689	0.0191080493111
TRBV7-6.TRBJ1-1	348	0.00180254843054
TRBV7-6.TRBJ1-3	57	0.000295245001554
TRBV7-6.TRBJ1-2	1385	0.00717393556407
TRBV7-6.TRBJ1-5	244	0.00126385579613
TRBV7-6.TRBJ1-4	40	0.000207189474775
TRBV7-6.TRBJ1-6	217	0.00112400290065
TRBV6-1.TRBJ1-6	52	0.000269346317207
TRBV6-1.TRBJ1-5	155	0.000802859214752
TRBV6-1.TRBJ1-4	79	0.00040919921268
TRBV6-1.TRBJ1-3	52	0.000269346317207
TRBV6-1.TRBJ1-2	478	0.00247591422356
TRBV6-1.TRBJ1-1	278	0.00143996684968
TRBV5-8.TRBJ2-2	4	2.07189474775e-05
TRBV23-1.TRBJ2-2	16	8.28757899099e-05
TRBV23-1.TRBJ2-3	13	6.73365793018e-05
TRBV23-1.TRBJ2-4	48	0.00024862736973
TRBV23-1.TRBJ2-7	32	0.00016575157982
TRBV5-8.TRBJ2-1	37	0.000191650264167
TRBV12-3.TRBJ1-5	1329	0.00688387029939
TRBV12-3.TRBJ1-4	213	0.00110328395318
TRBV23-1.TRBJ1-1	78	0.000404019475811
TRBV12-3.TRBJ1-6	58	0.000300424738423
TRBV12-3.TRBJ1-1	708	0.00366725370351
TRBV23-1.TRBJ1-6	20	0.000103594737387
TRBV12-3.TRBJ1-3	92	0.000476535791982
TRBV12-3.TRBJ1-2	1025	0.0053092302911
TRBV6-7.TRBJ2-7	1	5.17973686937e-06
TRBV6-7.TRBJ2-2	3	1.55392106081e-05
TRBV5-8.TRBJ2-4	9	4.66176318243e-05
TRBV27-1.TRBJ1-6	93	0.000481715528851
TRBV27-1.TRBJ1-5	1586	0.00821506267482
TRBV27-1.TRBJ1-4	420	0.00217548948513
TRBV27-1.TRBJ1-3	42	0.000217548948513
TRBV27-1.TRBJ1-2	586	0.00303532580545
TRBV27-1.TRBJ1-1	1374	0.00711695845851
TRBV4-3.TRBJ2-1	251	0.00130011395421
TRBV4-3.TRBJ2-2	429	0.00222210711696
TRBV4-3.TRBJ2-3	133	0.000688905003626
TRBV7-8.TRBJ2-4	38	0.000196830001036
TRBV4-3.TRBJ2-5	275	0.00142442763908
TRBV4-3.TRBJ2-6	98	0.000507614213198
TRBV7-8.TRBJ2-7	871	0.00451155081322
TRBV6-2.TRBJ2-3	707	0.00366207396664
