VJcombo	Pt26_pre_Reads	Pt26_pre_Freq
TRBV10-2.TRBJ2-5	4	0.000281829070669
TRBV10-2.TRBJ2-7	7	0.00049320087367
TRBV10-2.TRBJ2-6	2	0.000140914535334
TRBV10-2.TRBJ2-1	4	0.000281829070669
TRBV10-2.TRBJ2-3	2	0.000140914535334
TRBV10-2.TRBJ2-2	2	0.000140914535334
TRBV23-1.TRBJ1-2	1	7.04572676672e-05
TRBV23-1.TRBJ1-5	1	7.04572676672e-05
TRBV28-1.TRBJ2-2	27	0.00190234622701
TRBV10-1.TRBJ2-2	9	0.000634115409004
TRBV6-2.TRBJ2-3	3	0.000211371803001
TRBV10-1.TRBJ2-1	7	0.00049320087367
TRBV5-8.TRBJ1-4	1	7.04572676672e-05
TRBV4-1.TRBJ1-5	16	0.00112731628267
TRBV4-1.TRBJ1-4	6	0.000422743606003
TRBV4-1.TRBJ1-6	4	0.000281829070669
TRBV4-1.TRBJ1-1	31	0.00218417529768
TRBV4-1.TRBJ1-3	14	0.00098640174734
TRBV4-1.TRBJ1-2	53	0.00373423518636
TRBV4-1.TRBJ2-6	2	0.000140914535334
TRBV4-1.TRBJ2-7	29	0.00204326076235
TRBV4-1.TRBJ2-4	5	0.000352286338336
TRBV4-1.TRBJ2-5	7	0.00049320087367
TRBV4-1.TRBJ2-2	14	0.00098640174734
TRBV4-1.TRBJ2-3	17	0.00119777355034
TRBV4-1.TRBJ2-1	42	0.00295920524202
TRBV14-1.TRBJ1-5	1	7.04572676672e-05
TRBV14-1.TRBJ1-4	4	0.000281829070669
TRBV14-1.TRBJ1-6	5	0.000352286338336
TRBV14-1.TRBJ1-1	5	0.000352286338336
TRBV14-1.TRBJ1-3	1	7.04572676672e-05
TRBV14-1.TRBJ1-2	53	0.00373423518636
TRBV9-1.TRBJ1-4	38	0.00267737617135
TRBV9-1.TRBJ1-5	13	0.000915944479673
TRBV9-1.TRBJ1-6	20	0.00140914535334
TRBV14-1.TRBJ2-5	2	0.000140914535334
TRBV14-1.TRBJ2-2	9	0.000634115409004
TRBV9-1.TRBJ1-1	55	0.00387514972169
TRBV9-1.TRBJ1-2	46	0.00324103431269
TRBV14-1.TRBJ2-1	11	0.000775029944339
TRBV7-6.TRBJ2-2	9	0.000634115409004
TRBV7-6.TRBJ2-3	9	0.000634115409004
TRBV7-6.TRBJ2-1	8	0.000563658141337
TRBV7-6.TRBJ2-7	43	0.00302966250969
TRBV7-6.TRBJ2-5	8	0.000563658141337
