VJcombo	EC01_Reads	EC01_Freq
TRBV12-5.TRBJ1-2	1	0.00680272108844
TRBV10-3.TRBJ2-7	1	0.00680272108844
TRBV23-1.TRBJ1-1	2	0.0136054421769
TRBV11-2.TRBJ1-5	1	0.00680272108844
TRBV12-5.TRBJ2-7	2	0.0136054421769
TRBV6-5.TRBJ2-1	2	0.0136054421769
TRBV6-5.TRBJ2-2	10	0.0680272108844
TRBV25-1.TRBJ2-5	1	0.00680272108844
TRBV6-5.TRBJ2-5	1	0.00680272108844
TRBV6-5.TRBJ2-7	2	0.0136054421769
TRBV15-1.TRBJ1-1	1	0.00680272108844
TRBV7-3.TRBJ2-3	1	0.00680272108844
TRBV7-3.TRBJ2-2	1	0.00680272108844
TRBV7-2.TRBJ2-7	1	0.00680272108844
TRBV7-2.TRBJ2-4	1	0.00680272108844
TRBV7-2.TRBJ2-3	1	0.00680272108844
TRBV4-1.TRBJ1-2	2	0.0136054421769
TRBV4-1.TRBJ2-5	2	0.0136054421769
TRBV4-1.TRBJ2-3	1	0.00680272108844
TRBV2-1.TRBJ1-4	2	0.0136054421769
TRBV7-7.TRBJ2-5	1	0.00680272108844
TRBV30-1.TRBJ2-7	1	0.00680272108844
TRBV14-1.TRBJ2-2	1	0.00680272108844
TRBV9-1.TRBJ1-1	2	0.0136054421769
TRBV9-1.TRBJ1-2	1	0.00680272108844
TRBV14-1.TRBJ2-1	1	0.00680272108844
TRBV30-1.TRBJ1-2	1	0.00680272108844
TRBV30-1.TRBJ1-1	2	0.0136054421769
TRBV30-1.TRBJ1-5	2	0.0136054421769
TRBV5-7.TRBJ2-6	1	0.00680272108844
TRBV15-1.TRBJ2-5	2	0.0136054421769
TRBV10-1.TRBJ2-3	1	0.00680272108844
TRBV5-8.TRBJ1-5	1	0.00680272108844
TRBV10-1.TRBJ2-4	1	0.00680272108844
TRBV5-8.TRBJ2-5	1	0.00680272108844
TRBV19-1.TRBJ2-7	1	0.00680272108844
TRBV21-1.TRBJ1-2	1	0.00680272108844
TRBV21-1.TRBJ1-4	1	0.00680272108844
TRBV21-1.TRBJ2-1	2	0.0136054421769
TRBV4-2.TRBJ2-7	1	0.00680272108844
TRBV21-1.TRBJ2-5	2	0.0136054421769
TRBV7-9.TRBJ1-2	1	0.00680272108844
TRBV6-1.TRBJ2-5	1	0.00680272108844
TRBV4-2.TRBJ1-1	1	0.00680272108844
TRBV6-1.TRBJ2-1	1	0.00680272108844
TRBV4-2.TRBJ1-4	3	0.0204081632653
TRBV2-1.TRBJ2-7	1	0.00680272108844
TRBV5-1.TRBJ1-1	2	0.0136054421769
TRBV7-8.TRBJ1-5	2	0.0136054421769
TRBV7-8.TRBJ1-4	2	0.0136054421769
TRBV6-6.TRBJ1-1	2	0.0136054421769
TRBV19-1.TRBJ1-5	2	0.0136054421769
TRBV6-1.TRBJ1-2	2	0.0136054421769
TRBV19-1.TRBJ1-2	2	0.0136054421769
TRBV23-1.TRBJ2-5	1	0.00680272108844
TRBV5-1.TRBJ2-3	2	0.0136054421769
TRBV5-1.TRBJ2-2	1	0.00680272108844
TRBV5-1.TRBJ2-1	1	0.00680272108844
TRBV5-4.TRBJ2-3	2	0.0136054421769
TRBV5-1.TRBJ2-5	2	0.0136054421769
TRBV5-4.TRBJ2-1	1	0.00680272108844
TRBV18-1.TRBJ1-3	1	0.00680272108844
TRBV9-1.TRBJ1-3	2	0.0136054421769
TRBV27-1.TRBJ1-5	2	0.0136054421769
TRBV27-1.TRBJ1-2	1	0.00680272108844
TRBV27-1.TRBJ1-1	1	0.00680272108844
TRBV21-1.TRBJ1-1	1	0.00680272108844
TRBV6-4.TRBJ2-5	1	0.00680272108844
TRBV7-8.TRBJ2-6	1	0.00680272108844
TRBV9-1.TRBJ2-5	4	0.0272108843537
TRBV5-6.TRBJ2-1	3	0.0204081632653
TRBV5-6.TRBJ2-2	3	0.0204081632653
TRBV5-6.TRBJ2-7	3	0.0204081632653
TRBV6-5.TRBJ2-3	1	0.00680272108844
TRBV28-1.TRBJ1-6	1	0.00680272108844
TRBV18-1.TRBJ2-2	1	0.00680272108844
TRBV18-1.TRBJ2-3	1	0.00680272108844
TRBV18-1.TRBJ2-7	1	0.00680272108844
TRBV6-4.TRBJ1-5	1	0.00680272108844
TRBV27-1.TRBJ2-7	2	0.0136054421769
TRBV6-5.TRBJ1-2	1	0.00680272108844
TRBV6-5.TRBJ1-1	5	0.0340136054422
TRBV29-1.TRBJ1-3	2	0.0136054421769
TRBV7-9.TRBJ2-7	2	0.0136054421769
TRBV29-1.TRBJ1-6	2	0.0136054421769
TRBV4-2.TRBJ1-2	2	0.0136054421769
TRBV11-1.TRBJ2-7	1	0.00680272108844
TRBV11-1.TRBJ2-5	2	0.0136054421769
TRBV28-1.TRBJ2-7	1	0.00680272108844
TRBV28-1.TRBJ2-3	3	0.0204081632653
