VJcombo	Pt27_pre_Reads	Pt27_pre_Freq
TRBV10-2.TRBJ2-5	3	0.000156372165754
TRBV10-2.TRBJ2-4	1	5.21240552515e-05
TRBV10-2.TRBJ2-7	8	0.000416992442012
TRBV10-2.TRBJ2-6	1	5.21240552515e-05
TRBV10-2.TRBJ2-1	1	5.21240552515e-05
TRBV10-2.TRBJ2-3	3	0.000156372165754
TRBV10-2.TRBJ2-2	4	0.000208496221006
TRBV12-3.TRBJ1-4	60	0.00312744331509
TRBV6-7.TRBJ1-6	2	0.000104248110503
TRBV23-1.TRBJ1-5	1	5.21240552515e-05
TRBV28-1.TRBJ2-2	40	0.00208496221006
TRBV10-1.TRBJ2-1	2	0.000104248110503
TRBV5-8.TRBJ1-4	4	0.000208496221006
TRBV4-1.TRBJ1-5	41	0.00213708626531
TRBV4-1.TRBJ1-4	29	0.00151159760229
TRBV4-1.TRBJ1-6	10	0.000521240552515
TRBV4-1.TRBJ1-1	31	0.0016158457128
TRBV4-1.TRBJ1-3	11	0.000573364607766
TRBV4-1.TRBJ1-2	54	0.00281469898358
TRBV4-1.TRBJ2-6	3	0.000156372165754
TRBV4-1.TRBJ2-7	53	0.00276257492833
TRBV4-1.TRBJ2-5	25	0.00130310138129
TRBV4-1.TRBJ2-2	21	0.00109460516028
TRBV4-1.TRBJ2-3	14	0.000729736773521
TRBV4-1.TRBJ2-1	20	0.00104248110503
TRBV14-1.TRBJ1-5	2	0.000104248110503
TRBV14-1.TRBJ1-4	2	0.000104248110503
TRBV14-1.TRBJ1-6	11	0.000573364607766
TRBV14-1.TRBJ1-1	21	0.00109460516028
TRBV14-1.TRBJ1-3	3	0.000156372165754
TRBV14-1.TRBJ1-2	21	0.00109460516028
TRBV14-1.TRBJ2-6	2	0.000104248110503
TRBV14-1.TRBJ2-7	43	0.00224133437581
TRBV9-1.TRBJ1-6	57	0.00297107114934
TRBV14-1.TRBJ2-5	23	0.00119885327078
TRBV14-1.TRBJ2-2	2	0.000104248110503
TRBV9-1.TRBJ1-1	51	0.00265832681783
TRBV9-1.TRBJ1-2	66	0.0034401876466
TRBV9-1.TRBJ1-3	25	0.00130310138129
TRBV7-6.TRBJ2-2	15	0.000781860828772
TRBV7-6.TRBJ2-3	112	0.00583789418817
TRBV7-6.TRBJ2-1	21	0.00109460516028
TRBV7-6.TRBJ2-6	6	0.000312744331509
TRBV7-6.TRBJ2-7	22	0.00114672921553
TRBV7-6.TRBJ2-4	1	5.21240552515e-05
TRBV7-6.TRBJ2-5	34	0.00177221787855
TRBV10-2.TRBJ1-4	1	5.21240552515e-05
TRBV10-2.TRBJ1-5	3	0.000156372165754
TRBV10-2.TRBJ1-2	10	0.000521240552515
TRBV10-2.TRBJ1-1	8	0.000416992442012
TRBV24-1.TRBJ2-3	32	0.00166796976805
TRBV24-1.TRBJ2-2	23	0.00119885327078
TRBV24-1.TRBJ2-1	34	0.00177221787855
TRBV24-1.TRBJ2-7	34	0.00177221787855
TRBV24-1.TRBJ2-5	29	0.00151159760229
TRBV24-1.TRBJ2-4	1	5.21240552515e-05
TRBV9-1.TRBJ2-7	132	0.0068803752932
TRBV4-3.TRBJ2-1	18	0.000938232994527
TRBV4-3.TRBJ2-2	33	0.0017200938233
TRBV4-3.TRBJ2-3	27	0.00140734949179
TRBV25-1.TRBJ2-4	3	0.000156372165754
TRBV21-1.TRBJ1-1	6	0.000312744331509
TRBV7-8.TRBJ2-4	1	5.21240552515e-05
TRBV21-1.TRBJ1-3	2	0.000104248110503
TRBV21-1.TRBJ1-2	2	0.000104248110503
TRBV21-1.TRBJ1-5	3	0.000156372165754
TRBV21-1.TRBJ1-4	3	0.000156372165754
TRBV4-3.TRBJ2-5	16	0.000833984884024
TRBV9-1.TRBJ2-6	8	0.000416992442012
TRBV21-1.TRBJ2-3	14	0.000729736773521
TRBV21-1.TRBJ2-1	10	0.000521240552515
TRBV21-1.TRBJ2-6	4	0.000208496221006
TRBV21-1.TRBJ2-7	29	0.00151159760229
TRBV21-1.TRBJ2-4	2	0.000104248110503
TRBV21-1.TRBJ2-5	8	0.000416992442012
TRBV6-1.TRBJ2-4	8	0.000416992442012
TRBV6-1.TRBJ2-5	23	0.00119885327078
TRBV6-1.TRBJ2-6	9	0.000469116497263
TRBV7-8.TRBJ2-7	56	0.00291894709408
TRBV6-1.TRBJ2-1	223	0.0116236643211
TRBV6-1.TRBJ2-2	28	0.00145947354704
TRBV6-1.TRBJ2-3	28	0.00145947354704
TRBV4-3.TRBJ1-4	21	0.00109460516028
TRBV12-3.TRBJ2-7	363	0.0189210320563
TRBV12-3.TRBJ2-4	11	0.000573364607766
TRBV12-3.TRBJ2-5	36	0.00187646598905
TRBV12-3.TRBJ2-2	63	0.00328381548084
TRBV12-3.TRBJ2-3	63	0.00328381548084
TRBV12-3.TRBJ2-1	82	0.00427417253062
TRBV24-1.TRBJ1-1	9	0.000469116497263
TRBV24-1.TRBJ1-2	30	0.00156372165754
TRBV24-1.TRBJ1-3	1	5.21240552515e-05
TRBV24-1.TRBJ1-4	11	0.000573364607766
TRBV9-1.TRBJ2-5	61	0.00317956737034
TRBV24-1.TRBJ1-6	2	0.000104248110503
