VJcombo	Pt11_pre_Reads	Pt11_pre_Freq
TRBV10-2.TRBJ2-5	8	8.90026144518e-05
TRBV10-2.TRBJ2-4	2	2.22506536129e-05
TRBV10-2.TRBJ2-7	47	0.000522890359904
TRBV10-2.TRBJ2-6	3	3.33759804194e-05
TRBV10-2.TRBJ2-1	14	0.000155754575291
TRBV10-2.TRBJ2-3	52	0.000578516993937
TRBV10-2.TRBJ2-2	12	0.000133503921678
TRBV23-1.TRBJ1-3	3	3.33759804194e-05
TRBV12-3.TRBJ1-4	23	0.000255882516549
TRBV23-1.TRBJ1-5	4	4.45013072259e-05
TRBV23-1.TRBJ1-4	1	1.11253268065e-05
TRBV10-1.TRBJ2-2	10	0.000111253268065
TRBV5-8.TRBJ1-2	13	0.000144629248484
TRBV5-8.TRBJ1-4	1	1.11253268065e-05
TRBV4-1.TRBJ1-5	31	0.000344885131001
TRBV4-1.TRBJ1-4	16	0.000178005228904
TRBV4-1.TRBJ1-6	12	0.000133503921678
TRBV4-1.TRBJ1-1	37	0.00041163709184
TRBV4-1.TRBJ1-3	19	0.000211381209323
TRBV4-1.TRBJ1-2	46	0.000511765033098
TRBV4-1.TRBJ2-6	19	0.000211381209323
TRBV4-1.TRBJ2-7	336	0.00373810980698
TRBV4-1.TRBJ2-4	7	7.78772876453e-05
TRBV4-1.TRBJ2-5	49	0.000545141013517
TRBV4-1.TRBJ2-2	35	0.000389386438227
TRBV4-1.TRBJ2-3	88	0.00097902875897
TRBV4-1.TRBJ2-1	103	0.00114590866107
TRBV14-1.TRBJ1-5	129	0.00143516715804
TRBV14-1.TRBJ1-4	5	5.56266340324e-05
TRBV14-1.TRBJ1-6	6	6.67519608388e-05
TRBV14-1.TRBJ1-1	65	0.000723146242421
TRBV14-1.TRBJ1-3	18	0.000200255882517
TRBV14-1.TRBJ1-2	65	0.000723146242421
TRBV9-1.TRBJ1-4	81	0.000901151471324
TRBV14-1.TRBJ2-7	752	0.00836624575847
TRBV9-1.TRBJ1-6	38	0.000422762418646
TRBV14-1.TRBJ2-5	34	0.00037826111142
TRBV14-1.TRBJ2-2	34	0.00037826111142
TRBV14-1.TRBJ2-3	376	0.00418312287923
TRBV9-1.TRBJ1-2	80	0.000890026144518
TRBV9-1.TRBJ1-3	249	0.00277020637481
TRBV7-6.TRBJ2-2	75	0.000834399510486
TRBV7-6.TRBJ2-3	101	0.00112365800745
TRBV7-6.TRBJ2-1	362	0.00402736830394
TRBV7-6.TRBJ2-7	242	0.00269232908717
TRBV7-6.TRBJ2-4	1	1.11253268065e-05
TRBV7-6.TRBJ2-5	90	0.00100127941258
TRBV10-2.TRBJ1-6	3	3.33759804194e-05
TRBV10-2.TRBJ1-4	9	0.000100127941258
TRBV10-2.TRBJ1-5	3	3.33759804194e-05
TRBV10-2.TRBJ1-2	5	5.56266340324e-05
TRBV10-2.TRBJ1-3	3	3.33759804194e-05
TRBV10-2.TRBJ1-1	21	0.000233631862936
TRBV24-1.TRBJ2-3	302	0.00335984869556
TRBV24-1.TRBJ2-2	99	0.00110140735384
TRBV24-1.TRBJ2-1	133	0.00147966846526
TRBV24-1.TRBJ2-7	132	0.00146854313845
TRBV24-1.TRBJ2-6	4	4.45013072259e-05
TRBV24-1.TRBJ2-5	36	0.000400511765033
TRBV24-1.TRBJ2-4	5	5.56266340324e-05
TRBV9-1.TRBJ2-7	1753	0.0195026978918
TRBV7-8.TRBJ2-1	66	0.000734271569227
TRBV4-3.TRBJ2-2	53	0.000589642320743
TRBV7-8.TRBJ2-3	43	0.000478389052678
TRBV21-1.TRBJ1-1	7	7.78772876453e-05
TRBV7-8.TRBJ2-4	6	6.67519608388e-05
TRBV21-1.TRBJ1-3	32	0.000356010457807
TRBV21-1.TRBJ1-2	115	0.00127941258274
TRBV21-1.TRBJ1-5	29	0.000322634477388
TRBV21-1.TRBJ1-4	3	3.33759804194e-05
TRBV7-8.TRBJ2-5	35	0.000389386438227
TRBV9-1.TRBJ2-6	14	0.000155754575291
TRBV21-1.TRBJ2-3	18	0.000200255882517
TRBV21-1.TRBJ2-1	25	0.000278133170162
TRBV21-1.TRBJ2-6	3	3.33759804194e-05
TRBV21-1.TRBJ2-7	39	0.000433887745453
TRBV21-1.TRBJ2-4	2	2.22506536129e-05
TRBV21-1.TRBJ2-5	36	0.000400511765033
TRBV6-1.TRBJ2-4	13	0.000144629248484
TRBV6-1.TRBJ2-5	46	0.000511765033098
TRBV6-1.TRBJ2-6	14	0.000155754575291
TRBV6-1.TRBJ2-7	305	0.00339322467597
TRBV6-1.TRBJ2-1	135	0.00150191911887
TRBV6-1.TRBJ2-2	117	0.00130166323636
TRBV6-1.TRBJ2-3	458	0.00509539967737
TRBV12-3.TRBJ2-6	17	0.00018913055571
TRBV12-3.TRBJ2-7	165	0.00183567892307
TRBV12-3.TRBJ2-4	7	7.78772876453e-05
TRBV12-3.TRBJ2-5	174	0.00193580686433
TRBV12-3.TRBJ2-2	120	0.00133503921678
TRBV12-3.TRBJ2-3	83	0.000923402124937
TRBV12-3.TRBJ2-1	245	0.00272570506759
TRBV24-1.TRBJ1-1	20	0.000222506536129
TRBV24-1.TRBJ1-2	135	0.00150191911887
TRBV24-1.TRBJ1-3	34	0.00037826111142
TRBV24-1.TRBJ1-4	7	7.78772876453e-05
TRBV9-1.TRBJ2-5	289	0.00321521944707
TRBV7-9.TRBJ2-6	19	0.000211381209323
TRBV4-3.TRBJ1-3	40	0.000445013072259
TRBV4-3.TRBJ1-2	272	0.00302608889136
TRBV7-8.TRBJ1-1	32	0.000356010457807
TRBV4-3.TRBJ1-6	31	0.000344885131001
TRBV4-3.TRBJ1-5	61	0.000678644935195
TRBV4-3.TRBJ1-4	34	0.00037826111142
TRBV6-2.TRBJ2-7	1570	0.0174667630862
TRBV6-2.TRBJ2-6	14	0.000155754575291
TRBV6-2.TRBJ2-5	90	0.00100127941258
TRBV7-6.TRBJ1-1	38	0.000422762418646
TRBV7-6.TRBJ1-3	8	8.90026144518e-05
TRBV7-6.TRBJ1-2	213	0.00236969460978
TRBV7-6.TRBJ1-5	21	0.000233631862936
TRBV7-6.TRBJ1-4	52	0.000578516993937
TRBV7-6.TRBJ1-6	8	8.90026144518e-05
TRBV6-1.TRBJ1-6	33	0.000367135784614
TRBV6-1.TRBJ1-5	153	0.00170217500139
TRBV6-1.TRBJ1-4	36	0.000400511765033
TRBV6-1.TRBJ1-3	67	0.000745396896034
TRBV6-1.TRBJ1-2	156	0.00173555098181
TRBV6-1.TRBJ1-1	92	0.0010235300662
TRBV11-3.TRBJ2-1	95	0.00105690604662
TRBV23-1.TRBJ2-2	2	2.22506536129e-05
TRBV23-1.TRBJ2-3	16	0.000178005228904
TRBV23-1.TRBJ2-5	3	3.33759804194e-05
TRBV23-1.TRBJ2-6	3	3.33759804194e-05
TRBV23-1.TRBJ2-7	13	0.000144629248484
TRBV5-8.TRBJ2-1	17	0.00018913055571
TRBV12-3.TRBJ1-5	44	0.000489514379485
TRBV11-3.TRBJ2-5	24	0.000267007843355
TRBV12-3.TRBJ1-6	20	0.000222506536129
TRBV12-3.TRBJ1-1	671	0.00746509428714
TRBV12-3.TRBJ1-3	55	0.000611892974356
TRBV12-3.TRBJ1-2	182	0.00202480947878
TRBV6-7.TRBJ2-6	2	2.22506536129e-05
TRBV6-7.TRBJ2-7	2	2.22506536129e-05
TRBV5-8.TRBJ2-4	2	2.22506536129e-05
TRBV6-7.TRBJ2-1	7	7.78772876453e-05
TRBV27-1.TRBJ1-6	82	0.000912276798131
TRBV27-1.TRBJ1-5	313	0.00348222729043
TRBV27-1.TRBJ1-4	345	0.00383823774823
TRBV27-1.TRBJ1-3	23	0.000255882516549
TRBV27-1.TRBJ1-2	6565	0.0730377704845
TRBV27-1.TRBJ1-1	217	0.00241419591701
TRBV12-5.TRBJ2-2	5	5.56266340324e-05
TRBV4-3.TRBJ2-1	641	0.00713133448295
TRBV7-8.TRBJ2-2	67	0.000745396896034
TRBV4-3.TRBJ2-3	169	0.00188018023029
TRBV4-3.TRBJ2-4	28	0.000311509150581
TRBV4-3.TRBJ2-5	52	0.000578516993937
TRBV7-8.TRBJ2-6	26	0.000289258496968
TRBV7-8.TRBJ2-7	603	0.0067085720643
TRBV6-2.TRBJ2-3	205	0.00228069199533
TRBV6-2.TRBJ2-2	279	0.00310396617901
TRBV6-2.TRBJ2-1	293	0.0032597207543
TRBV9-1.TRBJ2-4	5	5.56266340324e-05
TRBV9-1.TRBJ2-3	233	0.00259220114591
TRBV9-1.TRBJ2-2	1355	0.0150748178228
TRBV9-1.TRBJ2-1	1100	0.0122378594871
TRBV6-2.TRBJ2-4	14	0.000155754575291
TRBV11-3.TRBJ2-4	5	5.56266340324e-05
TRBV28-1.TRBJ1-4	39	0.000433887745453
TRBV28-1.TRBJ1-5	142	0.00157979640652
TRBV28-1.TRBJ1-1	217	0.00241419591701
TRBV28-1.TRBJ1-2	343	0.00381598709462
TRBV28-1.TRBJ1-3	80	0.000890026144518
TRBV7-9.TRBJ2-1	340	0.0037826111142
TRBV7-9.TRBJ1-4	29	0.000322634477388
TRBV4-2.TRBJ2-3	33	0.000367135784614
