VJcombo	Pt48_on_Reads	Pt48_on_Freq
TRBV10-2.TRBJ2-5	5	0.000255597587159
TRBV10-2.TRBJ2-7	13	0.000664553726613
TRBV10-2.TRBJ2-6	3	0.000153358552295
TRBV10-2.TRBJ2-1	8	0.000408956139454
TRBV10-2.TRBJ2-3	2	0.000102239034864
TRBV10-2.TRBJ2-2	7	0.000357836622022
TRBV23-1.TRBJ1-3	1	5.11195174318e-05
TRBV23-1.TRBJ1-2	6	0.000306717104591
TRBV6-7.TRBJ1-6	1	5.11195174318e-05
TRBV23-1.TRBJ1-5	10	0.000511195174318
TRBV23-1.TRBJ1-4	1	5.11195174318e-05
TRBV10-1.TRBJ2-2	36	0.00184030262754
TRBV10-1.TRBJ2-1	12	0.000613434209181
TRBV5-8.TRBJ1-4	3	0.000153358552295
TRBV4-1.TRBJ1-5	39	0.00199366117984
TRBV4-1.TRBJ1-4	16	0.000817912278908
TRBV4-1.TRBJ1-6	6	0.000306717104591
TRBV4-1.TRBJ1-1	72	0.00368060525509
TRBV4-1.TRBJ1-3	4	0.000204478069727
TRBV4-1.TRBJ1-2	30	0.00153358552295
TRBV4-1.TRBJ2-6	2	0.000102239034864
TRBV4-1.TRBJ2-7	156	0.00797464471935
TRBV4-1.TRBJ2-4	4	0.000204478069727
TRBV4-1.TRBJ2-5	19	0.000971270831203
TRBV4-1.TRBJ2-2	42	0.00214701973213
TRBV4-1.TRBJ2-3	53	0.00270933442388
TRBV4-1.TRBJ2-1	64	0.00327164911563
TRBV14-1.TRBJ1-5	4	0.000204478069727
TRBV14-1.TRBJ1-4	1	5.11195174318e-05
TRBV14-1.TRBJ1-6	19	0.000971270831203
TRBV14-1.TRBJ1-1	4	0.000204478069727
TRBV14-1.TRBJ1-3	4	0.000204478069727
TRBV14-1.TRBJ1-2	19	0.000971270831203
TRBV9-1.TRBJ1-4	20	0.00102239034864
TRBV14-1.TRBJ2-7	46	0.00235149780186
TRBV9-1.TRBJ1-6	2	0.000102239034864
TRBV14-1.TRBJ2-5	11	0.000562314691749
TRBV14-1.TRBJ2-2	16	0.000817912278908
TRBV9-1.TRBJ1-1	54	0.00276045394131
TRBV9-1.TRBJ1-2	82	0.0041918004294
TRBV9-1.TRBJ1-3	30	0.00153358552295
TRBV7-6.TRBJ2-2	26	0.00132910745323
TRBV7-6.TRBJ2-3	34	0.00173806359268
TRBV7-6.TRBJ2-1	57	0.00291381249361
TRBV7-6.TRBJ2-6	2	0.000102239034864
TRBV7-6.TRBJ2-7	103	0.00526531029547
TRBV7-6.TRBJ2-4	3	0.000153358552295
TRBV7-6.TRBJ2-5	25	0.00127798793579
TRBV10-2.TRBJ1-5	3	0.000153358552295
TRBV10-2.TRBJ1-2	9	0.000460075656886
TRBV10-2.TRBJ1-3	2	0.000102239034864
TRBV10-2.TRBJ1-1	7	0.000357836622022
TRBV24-1.TRBJ2-3	37	0.00189142214497
TRBV24-1.TRBJ2-2	20	0.00102239034864
TRBV24-1.TRBJ2-1	40	0.00204478069727
TRBV24-1.TRBJ2-7	19	0.000971270831203
TRBV24-1.TRBJ2-6	2	0.000102239034864
TRBV24-1.TRBJ2-5	9	0.000460075656886
TRBV24-1.TRBJ2-4	3	0.000153358552295
TRBV9-1.TRBJ2-7	144	0.00736121051017
TRBV7-8.TRBJ2-1	27	0.00138022697066
TRBV7-8.TRBJ2-2	15	0.000766792761476
TRBV7-8.TRBJ2-3	38	0.00194254166241
TRBV21-1.TRBJ1-1	11	0.000562314691749
TRBV21-1.TRBJ1-3	5	0.000255597587159
TRBV21-1.TRBJ1-2	10	0.000511195174318
TRBV21-1.TRBJ1-5	6	0.000306717104591
TRBV21-1.TRBJ1-4	1	5.11195174318e-05
TRBV21-1.TRBJ1-6	3	0.000153358552295
TRBV21-1.TRBJ2-2	8	0.000408956139454
TRBV21-1.TRBJ2-3	22	0.0011246293835
TRBV21-1.TRBJ2-1	11	0.000562314691749
TRBV21-1.TRBJ2-6	1	5.11195174318e-05
TRBV21-1.TRBJ2-7	18	0.000920151313772
TRBV21-1.TRBJ2-4	1	5.11195174318e-05
TRBV21-1.TRBJ2-5	13	0.000664553726613
TRBV6-1.TRBJ2-4	5	0.000255597587159
TRBV6-1.TRBJ2-5	34	0.00173806359268
TRBV6-1.TRBJ2-6	8	0.000408956139454
TRBV6-1.TRBJ2-7	145	0.0074123300276
TRBV6-1.TRBJ2-1	59	0.00301605152847
TRBV6-1.TRBJ2-2	30	0.00153358552295
TRBV6-1.TRBJ2-3	69	0.00352724670279
TRBV12-3.TRBJ2-6	7	0.000357836622022
TRBV12-3.TRBJ2-7	107	0.0054697883652
TRBV12-3.TRBJ2-4	12	0.000613434209181
TRBV12-3.TRBJ2-5	54	0.00276045394131
TRBV12-3.TRBJ2-2	81	0.00414068091197
TRBV12-3.TRBJ2-3	44	0.002249258767
TRBV12-3.TRBJ2-1	69	0.00352724670279
TRBV24-1.TRBJ1-1	13	0.000664553726613
TRBV24-1.TRBJ1-2	40	0.00204478069727
TRBV24-1.TRBJ1-3	2	0.000102239034864
TRBV24-1.TRBJ1-4	3	0.000153358552295
TRBV9-1.TRBJ2-5	91	0.00465187608629
TRBV4-3.TRBJ1-3	13	0.000664553726613
TRBV4-3.TRBJ1-2	62	0.00316941008077
TRBV4-3.TRBJ1-1	77	0.00393620284225
TRBV4-3.TRBJ1-6	16	0.000817912278908
TRBV7-8.TRBJ1-5	20	0.00102239034864
TRBV4-3.TRBJ1-4	13	0.000664553726613
TRBV6-2.TRBJ2-7	326	0.0166649626828
TRBV9-1.TRBJ2-2	197	0.0100705449341
TRBV6-2.TRBJ2-5	34	0.00173806359268
TRBV7-6.TRBJ1-1	99	0.00506083222574
TRBV7-6.TRBJ1-3	12	0.000613434209181
TRBV7-6.TRBJ1-2	10	0.000511195174318
TRBV7-6.TRBJ1-5	37	0.00189142214497
TRBV7-6.TRBJ1-4	25	0.00127798793579
TRBV7-6.TRBJ1-6	2	0.000102239034864
TRBV6-1.TRBJ1-6	25	0.00127798793579
TRBV6-1.TRBJ1-5	50	0.00255597587159
TRBV6-1.TRBJ1-4	22	0.0011246293835
TRBV6-1.TRBJ1-3	12	0.000613434209181
TRBV6-1.TRBJ1-2	173	0.00884367651569
TRBV6-1.TRBJ1-1	50	0.00255597587159
TRBV5-8.TRBJ2-2	16	0.000817912278908
TRBV23-1.TRBJ2-3	1	5.11195174318e-05
TRBV23-1.TRBJ2-4	3	0.000153358552295
TRBV7-8.TRBJ1-4	2	0.000102239034864
TRBV23-1.TRBJ2-7	10	0.000511195174318
TRBV11-3.TRBJ2-2	14	0.000715673244045
TRBV12-3.TRBJ1-5	125	0.00638993967897
TRBV12-3.TRBJ1-4	11	0.000562314691749
TRBV23-1.TRBJ1-1	2	0.000102239034864
TRBV12-3.TRBJ1-6	8	0.000408956139454
TRBV12-3.TRBJ1-1	91	0.00465187608629
TRBV12-3.TRBJ1-3	28	0.00143134648809
TRBV12-3.TRBJ1-2	55	0.00281157345875
TRBV27-1.TRBJ1-6	10	0.000511195174318
TRBV27-1.TRBJ1-5	186	0.00950823024231
TRBV27-1.TRBJ1-4	17	0.00086903179634
TRBV27-1.TRBJ1-3	11	0.000562314691749
TRBV27-1.TRBJ1-2	96	0.00490747367345
TRBV27-1.TRBJ1-1	33	0.00168694407525
TRBV4-3.TRBJ2-1	91	0.00465187608629
TRBV4-3.TRBJ2-2	77	0.00393620284225
TRBV4-3.TRBJ2-3	37	0.00189142214497
TRBV4-3.TRBJ2-4	9	0.000460075656886
TRBV4-3.TRBJ2-5	18	0.000920151313772
TRBV7-8.TRBJ2-6	3	0.000153358552295
TRBV7-8.TRBJ2-7	109	0.00557202740006
TRBV6-2.TRBJ2-3	62	0.00316941008077
TRBV9-1.TRBJ2-6	8	0.000408956139454
TRBV6-2.TRBJ2-1	92	0.00470299560372
TRBV9-1.TRBJ2-4	11	0.000562314691749
TRBV9-1.TRBJ2-3	107	0.0054697883652
TRBV6-2.TRBJ2-6	10	0.000511195174318
TRBV9-1.TRBJ2-1	111	0.00567426643492
TRBV6-2.TRBJ2-4	12	0.000613434209181
TRBV11-3.TRBJ2-4	2	0.000102239034864
TRBV28-1.TRBJ1-4	7	0.000357836622022
TRBV28-1.TRBJ1-5	6	0.000306717104591
TRBV28-1.TRBJ1-1	7	0.000357836622022
TRBV28-1.TRBJ1-2	13	0.000664553726613
TRBV28-1.TRBJ1-3	3	0.000153358552295
TRBV7-9.TRBJ2-1	226	0.0115530109396
TRBV5-2.TRBJ2-6	1	5.11195174318e-05
TRBV7-9.TRBJ1-4	31	0.00158470504038
TRBV4-2.TRBJ2-3	16	0.000817912278908
TRBV27-1.TRBJ2-4	3	0.000153358552295
TRBV27-1.TRBJ2-5	47	0.00240261731929
