SampleName	TotalReads	UserFilteredReads	VJcombos	aaCDR3	totCDR3	ntCDR3	Median_AAperVJ	Median_VJperAA	N50_vj	N50_aa	N50_tot	N50_nt	N90_vj	N90_aa	N90_tot	N90_nt	H_vj	H_aa	H_tot	H_nt	H_delta	Mean_Haa_perVJ	Mean_Hvj_perAA	Hmax_vj	Hmax_aa	Hmax_tot	Hmax_nt	FiltUnprodAA	FiltNotransAA	FiltUnresolvedVJ	FiltAmbigNT	RefDate	AnalysisNotes
Pt44_on	156262	131562	621	12772	14418	13015	12.0	1.0	10	11	11	11	18	20	20	20	7.54051637828	10.2539597624	10.3799902086	10.2971279752	2.83947383036	2.33358463555	0.0426428491619	9.27844945822	13.6406968376	13.8155834339	13.6678876913	232_aaCDR3,1620_reads	3442_aaCDR3,23080_reads	0_aaCDR3,0_reads	0_aaCDR3,0_reads	2017-10-12 12:5:28	 TCRseq_sample_report.py Pt44_on.tsv -t IMSQ2 -vj -r -aa -nt -cl -ca -ac -j
