VJcombo	Pt103_pre_Reads	Pt103_pre_Freq
TRBV10-2.TRBJ2-5	17	0.000114025850331
TRBV10-2.TRBJ2-4	15	0.00010061104441
TRBV10-2.TRBJ2-7	112	0.000751229131593
TRBV10-2.TRBJ2-6	5	3.35370148032e-05
TRBV10-2.TRBJ2-1	77	0.00051647002797
TRBV10-2.TRBJ2-3	62	0.00041585898356
TRBV10-2.TRBJ2-2	82	0.000550007042773
TRBV23-1.TRBJ1-3	5	3.35370148032e-05
TRBV23-1.TRBJ1-2	10	6.70740296065e-05
TRBV6-7.TRBJ1-3	3	2.01222088819e-05
TRBV23-1.TRBJ1-4	2	1.34148059213e-05
TRBV10-1.TRBJ2-2	923	0.00619093293268
TRBV6-7.TRBJ2-3	1	6.70740296065e-06
TRBV5-8.TRBJ1-2	51	0.000342077550993
TRBV10-1.TRBJ2-7	46	0.00030854053619
TRBV4-1.TRBJ1-5	107	0.000717692116789
TRBV4-1.TRBJ1-4	67	0.000449395998363
TRBV4-1.TRBJ1-6	55	0.000368907162836
TRBV4-1.TRBJ1-1	165	0.00110672148851
TRBV4-1.TRBJ1-3	67	0.000449395998363
TRBV4-1.TRBJ1-2	1094	0.00733789883895
TRBV4-1.TRBJ2-6	25	0.000167685074016
TRBV4-1.TRBJ2-7	1106	0.00741838767448
TRBV4-1.TRBJ2-4	29	0.000194514685859
TRBV4-1.TRBJ2-5	158	0.00105976966778
TRBV4-1.TRBJ2-2	76	0.000509762625009
TRBV4-1.TRBJ2-3	143	0.000959158623373
TRBV4-1.TRBJ2-1	427	0.0028640610642
TRBV14-1.TRBJ1-5	11	7.37814325671e-05
TRBV14-1.TRBJ1-4	129	0.000865254981924
TRBV14-1.TRBJ1-6	8	5.36592236852e-05
TRBV14-1.TRBJ1-1	73	0.000489640416127
TRBV14-1.TRBJ1-3	19	0.000127440656252
TRBV14-1.TRBJ1-2	100	0.000670740296065
TRBV9-1.TRBJ1-4	410	0.00275003521387
TRBV14-1.TRBJ2-7	487	0.00326650524184
TRBV9-1.TRBJ1-6	144	0.000965866026333
TRBV14-1.TRBJ2-5	33	0.000221344297701
TRBV14-1.TRBJ2-2	43	0.000288418327308
TRBV9-1.TRBJ1-1	2892	0.0193978093622
TRBV9-1.TRBJ1-2	382	0.00256222793097
TRBV9-1.TRBJ1-3	372	0.00249515390136
TRBV7-6.TRBJ2-2	90	0.000603666266458
TRBV7-6.TRBJ2-3	66	0.000442688595403
TRBV7-6.TRBJ2-1	246	0.00165002112832
TRBV7-6.TRBJ2-6	8	5.36592236852e-05
TRBV7-6.TRBJ2-7	1179	0.0079080280906
TRBV7-6.TRBJ2-4	10	6.70740296065e-05
TRBV7-6.TRBJ2-5	86	0.000576836654616
TRBV10-2.TRBJ1-6	5	3.35370148032e-05
TRBV10-2.TRBJ1-4	5	3.35370148032e-05
TRBV10-2.TRBJ1-5	51	0.000342077550993
TRBV10-2.TRBJ1-2	36	0.000241466506583
TRBV10-2.TRBJ1-3	10	6.70740296065e-05
TRBV10-2.TRBJ1-1	71	0.000476225610206
TRBV24-1.TRBJ2-3	89	0.000596958863498
TRBV24-1.TRBJ2-2	227	0.00152258047207
TRBV24-1.TRBJ2-1	131	0.000878669787845
TRBV24-1.TRBJ2-7	119	0.000798180952317
TRBV24-1.TRBJ2-6	4	2.68296118426e-05
TRBV24-1.TRBJ2-5	172	0.00115367330923
TRBV24-1.TRBJ2-4	3	2.01222088819e-05
TRBV9-1.TRBJ2-7	2328	0.0156148340924
TRBVA-or09_02.TRBJ2-1	1	6.70740296065e-06
TRBV4-3.TRBJ2-1	2	1.34148059213e-05
TRBV4-3.TRBJ2-2	1	6.70740296065e-06
TRBV4-3.TRBJ2-3	1	6.70740296065e-06
TRBV25-1.TRBJ2-4	8	5.36592236852e-05
TRBV21-1.TRBJ1-1	33	0.000221344297701
TRBV21-1.TRBJ1-3	16	0.00010731844737
TRBV21-1.TRBJ1-2	38	0.000254881312505
TRBV21-1.TRBJ1-5	103	0.000690862504947
TRBV21-1.TRBJ1-4	13	8.71962384884e-05
TRBV21-1.TRBJ1-6	4	2.68296118426e-05
TRBV9-1.TRBJ2-6	24	0.000160977671056
TRBV21-1.TRBJ2-3	33	0.000221344297701
TRBV21-1.TRBJ2-1	78	0.000523177430931
TRBV21-1.TRBJ2-6	2	1.34148059213e-05
TRBV21-1.TRBJ2-7	78	0.000523177430931
TRBV21-1.TRBJ2-4	7	4.69518207245e-05
TRBV21-1.TRBJ2-5	21	0.000140855462174
TRBV6-1.TRBJ2-4	53	0.000355492356914
TRBV6-1.TRBJ2-5	659	0.00442017855107
TRBV6-1.TRBJ2-6	82	0.000550007042773
TRBV6-1.TRBJ2-7	856	0.00574153693431
TRBV6-1.TRBJ2-1	778	0.00521835950338
TRBV6-1.TRBJ2-2	684	0.00458786362508
TRBV6-1.TRBJ2-3	504	0.00338053109217
TRBV12-3.TRBJ2-6	34	0.000228051700662
TRBV12-3.TRBJ2-7	412	0.00276345001979
TRBV12-3.TRBJ2-4	29	0.000194514685859
TRBV12-3.TRBJ2-5	556	0.00372931604612
TRBV12-3.TRBJ2-2	222	0.00148904345726
TRBV12-3.TRBJ2-3	332	0.00222685778294
TRBV12-3.TRBJ2-1	545	0.00365553461355
TRBV24-1.TRBJ1-1	73	0.000489640416127
TRBV24-1.TRBJ1-2	96	0.000643910684222
TRBV24-1.TRBJ1-3	11	7.37814325671e-05
TRBV24-1.TRBJ1-4	15	0.00010061104441
TRBV24-1.TRBJ1-5	39	0.000261588715465
TRBV24-1.TRBJ1-6	57	0.000382321968757
TRBV7-8.TRBJ1-3	15	0.00010061104441
TRBV7-8.TRBJ1-2	334	0.00224027258886
TRBV7-8.TRBJ1-1	355	0.00238112805103
TRBV7-8.TRBJ1-6	9	6.03666266458e-05
TRBV7-8.TRBJ1-5	111	0.000744521728632
TRBV7-8.TRBJ1-4	54	0.000362199759875
TRBV6-2.TRBJ2-7	272	0.0018244136053
TRBV6-2.TRBJ2-6	12	8.04888355278e-05
TRBV4-2.TRBJ2-3	101	0.000677447699025
TRBV6-2.TRBJ2-5	43	0.000288418327308
TRBV7-6.TRBJ1-1	216	0.0014487990395
TRBV7-6.TRBJ1-3	10	6.70740296065e-05
TRBV7-6.TRBJ1-2	23	0.000154270268095
TRBV7-6.TRBJ1-5	26	0.000174392476977
TRBV7-6.TRBJ1-4	26	0.000174392476977
TRBV7-6.TRBJ1-6	14	9.39036414491e-05
TRBV6-1.TRBJ1-6	269	0.00180429139641
TRBV6-1.TRBJ1-5	704	0.0047220116843
TRBV6-1.TRBJ1-4	175	0.00117379551811
TRBV6-1.TRBJ1-3	381	0.00255552052801
TRBV6-1.TRBJ1-2	644	0.00431956750666
TRBV6-1.TRBJ1-1	370	0.00248173909544
TRBV5-8.TRBJ2-2	24	0.000160977671056
TRBV23-1.TRBJ2-2	7	4.69518207245e-05
TRBV23-1.TRBJ2-3	3	2.01222088819e-05
TRBV23-1.TRBJ2-4	1	6.70740296065e-06
TRBV23-1.TRBJ2-5	8	5.36592236852e-05
TRBV23-1.TRBJ2-7	57	0.000382321968757
TRBV5-8.TRBJ2-1	35	0.000234759103623
TRBV12-3.TRBJ1-5	292	0.00195856166451
TRBV12-3.TRBJ1-4	59	0.000395736774678
TRBV23-1.TRBJ1-1	24	0.000160977671056
TRBV12-3.TRBJ1-6	75	0.000503055222049
TRBV12-3.TRBJ1-1	1610	0.0107989187666
TRBV23-1.TRBJ1-6	3	2.01222088819e-05
TRBV12-3.TRBJ1-3	97	0.000650618087183
TRBV12-3.TRBJ1-2	1191	0.00798851692613
TRBV6-7.TRBJ2-7	3	2.01222088819e-05
TRBV5-8.TRBJ2-4	7	4.69518207245e-05
TRBV6-7.TRBJ2-1	1	6.70740296065e-06
TRBV27-1.TRBJ1-6	235	0.00157623969575
TRBV27-1.TRBJ1-5	329	0.00220673557405
TRBV27-1.TRBJ1-4	57	0.000382321968757
TRBV27-1.TRBJ1-3	25	0.000167685074016
TRBV27-1.TRBJ1-2	779	0.00522506690634
TRBV27-1.TRBJ1-1	402	0.00269637599018
TRBV7-8.TRBJ2-1	853	0.00572141472543
TRBV7-8.TRBJ2-2	79	0.000529884833891
TRBV7-8.TRBJ2-3	225	0.00150916566615
TRBV7-8.TRBJ2-4	19	0.000127440656252
TRBV7-8.TRBJ2-5	92	0.00061708107238
TRBV7-8.TRBJ2-6	8	5.36592236852e-05
TRBV7-8.TRBJ2-7	1030	0.00690862504947
TRBV6-2.TRBJ2-3	103	0.000690862504947
