VJcombo	EC07_Reads	EC07_Freq
TRBV7-8.TRBJ1-3	5	0.000723903286521
TRBV7-8.TRBJ1-2	8	0.00115824525843
TRBV4-3.TRBJ1-1	8	0.00115824525843
TRBV7-8.TRBJ1-5	6	0.000868683943825
TRBV7-8.TRBJ1-4	5	0.000723903286521
TRBV7-6.TRBJ1-1	3	0.000434341971913
TRBV7-6.TRBJ1-3	3	0.000434341971913
TRBV7-6.TRBJ1-5	1	0.000144780657304
TRBV6-1.TRBJ1-6	12	0.00173736788765
TRBV6-1.TRBJ1-5	19	0.00275083248878
TRBV6-1.TRBJ1-4	11	0.00159258723035
TRBV6-1.TRBJ1-3	4	0.000579122629217
TRBV6-1.TRBJ1-2	53	0.00767337483712
TRBV6-1.TRBJ1-1	16	0.00231649051687
TRBV23-1.TRBJ2-1	2	0.000289561314608
TRBV23-1.TRBJ2-2	1	0.000144780657304
TRBV23-1.TRBJ2-3	1	0.000144780657304
TRBV23-1.TRBJ2-5	1	0.000144780657304
TRBV23-1.TRBJ2-6	1	0.000144780657304
TRBV23-1.TRBJ2-7	1	0.000144780657304
TRBV5-8.TRBJ2-1	2	0.000289561314608
TRBV23-1.TRBJ1-2	4	0.000579122629217
TRBV6-7.TRBJ1-2	1	0.000144780657304
TRBV5-8.TRBJ2-4	1	0.000144780657304
TRBV27-1.TRBJ1-6	15	0.00217170985956
TRBV27-1.TRBJ1-5	7	0.00101346460113
TRBV27-1.TRBJ1-4	11	0.00159258723035
TRBV27-1.TRBJ1-3	10	0.00144780657304
TRBV1-1.TRBJ2-1	4	0.000579122629217
TRBV27-1.TRBJ1-1	22	0.00318517446069
TRBV11-3.TRBJ2-5	2	0.000289561314608
TRBV7-8.TRBJ2-1	5	0.000723903286521
TRBV4-3.TRBJ2-2	15	0.00217170985956
TRBV7-8.TRBJ2-3	9	0.00130302591574
TRBV7-8.TRBJ2-4	1	0.000144780657304
TRBV7-8.TRBJ2-5	4	0.000579122629217
TRBV7-8.TRBJ2-6	3	0.000434341971913
TRBV4-3.TRBJ2-7	7	0.00101346460113
TRBV9-1.TRBJ2-7	160	0.0231649051687
TRBV9-1.TRBJ2-6	2	0.000289561314608
TRBV9-1.TRBJ2-5	12	0.00173736788765
TRBV9-1.TRBJ2-4	1	0.000144780657304
TRBV9-1.TRBJ2-3	32	0.00463298103373
TRBV9-1.TRBJ2-2	16	0.00231649051687
TRBV9-1.TRBJ2-1	94	0.0136093817866
TRBV28-1.TRBJ1-4	72	0.0104242073259
TRBV28-1.TRBJ1-5	28	0.00405385840452
TRBV28-1.TRBJ1-6	5	0.000723903286521
TRBV28-1.TRBJ1-1	31	0.00448820037643
TRBV28-1.TRBJ1-2	19	0.00275083248878
TRBV28-1.TRBJ1-3	19	0.00275083248878
TRBV7-9.TRBJ2-1	10	0.00144780657304
TRBV4-2.TRBJ2-3	6	0.000868683943825
TRBV27-1.TRBJ2-5	16	0.00231649051687
TRBV27-1.TRBJ2-6	2	0.000289561314608
TRBV7-9.TRBJ2-2	12	0.00173736788765
TRBV27-1.TRBJ2-1	51	0.00738381352251
TRBV27-1.TRBJ2-2	20	0.00289561314608
TRBV27-1.TRBJ2-3	133	0.0192558274215
TRBV4-2.TRBJ2-5	22	0.00318517446069
TRBV4-2.TRBJ2-4	3	0.000434341971913
TRBV4-2.TRBJ2-7	22	0.00318517446069
TRBV7-9.TRBJ2-6	1	0.000144780657304
TRBV7-9.TRBJ1-2	27	0.00390907774721
TRBV11-2.TRBJ2-2	64	0.00926596206747
TRBV11-2.TRBJ2-3	40	0.00579122629217
TRBV11-2.TRBJ2-4	5	0.000723903286521
TRBV11-2.TRBJ2-5	17	0.00246127117417
TRBV11-2.TRBJ2-6	2	0.000289561314608
TRBV7-9.TRBJ1-3	20	0.00289561314608
TRBV18-1.TRBJ2-7	13	0.00188214854495
TRBV4-2.TRBJ1-1	23	0.003329955118
TRBV4-2.TRBJ1-6	1	0.000144780657304
TRBV28-1.TRBJ2-7	47	0.0068046908933
TRBV28-1.TRBJ2-6	3	0.000434341971913
TRBV28-1.TRBJ2-5	20	0.00289561314608
TRBV28-1.TRBJ2-4	2	0.000289561314608
TRBV28-1.TRBJ2-3	62	0.00897640075286
TRBV20-1.TRBJ2-1	2	0.000289561314608
TRBV28-1.TRBJ2-1	7	0.00101346460113
TRBV4-2.TRBJ1-5	1	0.000144780657304
TRBV10-3.TRBJ2-5	15	0.00217170985956
TRBV10-3.TRBJ2-7	23	0.003329955118
TRBV10-3.TRBJ2-1	12	0.00173736788765
TRBV10-3.TRBJ2-2	3	0.000434341971913
TRBV10-3.TRBJ2-3	10	0.00144780657304
TRBV11-2.TRBJ1-3	2	0.000289561314608
TRBV11-2.TRBJ1-2	23	0.003329955118
TRBV11-2.TRBJ1-1	18	0.00260605183148
TRBV11-2.TRBJ1-6	2	0.000289561314608
TRBV11-2.TRBJ1-5	4	0.000579122629217
TRBV11-2.TRBJ1-4	15	0.00217170985956
TRBV27-1.TRBJ2-7	43	0.00622556826408
TRBV7-4.TRBJ1-2	5	0.000723903286521
TRBV25-1.TRBJ2-6	1	0.000144780657304
TRBV6-5.TRBJ2-1	8	0.00115824525843
TRBV6-5.TRBJ2-2	12	0.00173736788765
TRBV25-1.TRBJ2-5	25	0.0036195164326
TRBV25-1.TRBJ2-2	2	0.000289561314608
TRBV25-1.TRBJ2-3	9	0.00130302591574
TRBV20-1.TRBJ1-2	156	0.0225857825395
TRBV25-1.TRBJ2-1	20	0.00289561314608
TRBV5-5.TRBJ1-5	1	0.000144780657304
TRBV7-2.TRBJ1-5	7	0.00101346460113
TRBV7-2.TRBJ1-4	6	0.000868683943825
TRBV7-2.TRBJ1-6	1	0.000144780657304
TRBV7-2.TRBJ1-1	82	0.0118720138989
TRBV7-2.TRBJ1-3	7	0.00101346460113
TRBV7-2.TRBJ1-2	13	0.00188214854495
TRBV7-2.TRBJ2-6	8	0.00115824525843
TRBV7-2.TRBJ2-7	37	0.00535688432025
TRBV7-2.TRBJ2-4	2	0.000289561314608
TRBV7-2.TRBJ2-5	16	0.00231649051687
TRBV7-2.TRBJ2-2	14	0.00202692920226
TRBV7-2.TRBJ2-3	32	0.00463298103373
TRBV7-2.TRBJ2-1	49	0.00709425220791
TRBV10-3.TRBJ1-6	1	0.000144780657304
TRBV10-3.TRBJ1-5	3	0.000434341971913
TRBV10-3.TRBJ1-4	9	0.00130302591574
TRBV10-3.TRBJ1-3	3	0.000434341971913
TRBV10-3.TRBJ1-2	6	0.000868683943825
TRBV10-3.TRBJ1-1	4	0.000579122629217
TRBV7-7.TRBJ2-3	1	0.000144780657304
TRBV7-7.TRBJ2-2	4	0.000579122629217
TRBV7-7.TRBJ2-7	1	0.000144780657304
TRBV7-7.TRBJ2-6	1	0.000144780657304
TRBV7-7.TRBJ2-5	1	0.000144780657304
TRBV25-1.TRBJ1-4	4	0.000579122629217
TRBV25-1.TRBJ1-6	11	0.00159258723035
TRBV25-1.TRBJ1-1	22	0.00318517446069
TRBV25-1.TRBJ1-3	6	0.000868683943825
TRBV25-1.TRBJ1-2	11	0.00159258723035
TRBV5-5.TRBJ1-1	6	0.000868683943825
TRBV1-1.TRBJ2-7	1	0.000144780657304
TRBV1-1.TRBJ2-5	1	0.000144780657304
TRBV4-2.TRBJ1-4	1	0.000144780657304
TRBV11-2.TRBJ2-1	45	0.00651512957869
TRBV4-2.TRBJ2-1	11	0.00159258723035
TRBV7-9.TRBJ2-3	27	0.00390907774721
TRBV4-2.TRBJ2-2	12	0.00173736788765
TRBV7-9.TRBJ2-5	12	0.00173736788765
TRBV7-9.TRBJ2-4	3	0.000434341971913
TRBV7-9.TRBJ2-7	26	0.00376429708991
TRBV4-2.TRBJ2-6	1	0.000144780657304
TRBV4-2.TRBJ1-2	12	0.00173736788765
TRBV4-2.TRBJ1-3	4	0.000579122629217
TRBV20-1.TRBJ2-5	1	0.000144780657304
TRBV7-9.TRBJ1-1	37	0.00535688432025
TRBV7-9.TRBJ1-6	3	0.000434341971913
TRBV7-9.TRBJ1-4	13	0.00188214854495
TRBV7-9.TRBJ1-5	7	0.00101346460113
TRBV2-1.TRBJ2-1	27	0.00390907774721
TRBV2-1.TRBJ2-2	26	0.00376429708991
TRBV2-1.TRBJ2-3	13	0.00188214854495
TRBV2-1.TRBJ2-4	11	0.00159258723035
TRBV2-1.TRBJ2-5	23	0.003329955118
TRBV2-1.TRBJ2-6	3	0.000434341971913
TRBV2-1.TRBJ2-7	55	0.00796293615173
TRBV11-2.TRBJ2-7	37	0.00535688432025
TRBV5-5.TRBJ1-6	1	0.000144780657304
TRBV6-6.TRBJ1-4	17	0.00246127117417
TRBV6-6.TRBJ1-5	6	0.000868683943825
TRBV6-6.TRBJ1-1	18	0.00260605183148
TRBV6-6.TRBJ1-2	11	0.00159258723035
TRBV6-6.TRBJ1-3	9	0.00130302591574
TRBV30-1.TRBJ2-6	1	0.000144780657304
TRBV14-1.TRBJ2-7	7	0.00101346460113
TRBV5-8.TRBJ2-2	3	0.000434341971913
TRBV14-1.TRBJ2-3	18	0.00260605183148
TRBV6-6.TRBJ2-7	9	0.00130302591574
TRBV6-6.TRBJ2-6	1	0.000144780657304
TRBV6-6.TRBJ2-5	1	0.000144780657304
TRBV6-6.TRBJ2-3	14	0.00202692920226
TRBV6-6.TRBJ2-2	2	0.000289561314608
TRBV6-6.TRBJ2-1	9	0.00130302591574
TRBV9-1.TRBJ1-3	5	0.000723903286521
TRBV6-4.TRBJ2-1	6	0.000868683943825
TRBV6-4.TRBJ2-3	6	0.000868683943825
TRBV6-4.TRBJ2-2	7	0.00101346460113
TRBV6-4.TRBJ2-5	2	0.000289561314608
TRBV6-4.TRBJ2-7	2	0.000289561314608
TRBV5-6.TRBJ2-1	12	0.00173736788765
TRBV5-6.TRBJ2-2	16	0.00231649051687
TRBV5-6.TRBJ2-3	54	0.00781815549443
TRBV5-6.TRBJ2-4	3	0.000434341971913
TRBV5-6.TRBJ2-5	17	0.00246127117417
TRBV5-6.TRBJ2-6	3	0.000434341971913
TRBV5-6.TRBJ2-7	21	0.00304039380339
TRBV5-5.TRBJ2-7	4	0.000579122629217
TRBV4-3.TRBJ2-6	2	0.000289561314608
TRBV5-5.TRBJ2-5	1	0.000144780657304
TRBV5-6.TRBJ1-3	4	0.000579122629217
TRBV5-6.TRBJ1-2	28	0.00405385840452
TRBV5-6.TRBJ1-1	8	0.00115824525843
TRBV6-4.TRBJ1-1	4	0.000579122629217
TRBV6-4.TRBJ1-6	2	0.000289561314608
TRBV5-6.TRBJ1-6	8	0.00115824525843
TRBV6-4.TRBJ1-4	3	0.000434341971913
TRBV5-6.TRBJ1-4	16	0.00231649051687
TRBV30-1.TRBJ1-6	4	0.000579122629217
TRBV30-1.TRBJ1-5	4	0.000579122629217
TRBV6-5.TRBJ1-3	10	0.00144780657304
TRBV6-5.TRBJ1-2	45	0.00651512957869
TRBV6-5.TRBJ1-1	37	0.00535688432025
TRBV6-5.TRBJ1-6	36	0.00521210366295
TRBV6-5.TRBJ1-5	36	0.00521210366295
TRBV6-5.TRBJ1-4	25	0.0036195164326
TRBV12-5.TRBJ1-5	11	0.00159258723035
TRBV12-5.TRBJ1-4	10	0.00144780657304
TRBV12-5.TRBJ1-2	1	0.000144780657304
TRBV12-5.TRBJ1-1	20	0.00289561314608
TRBV7-3.TRBJ1-4	2	0.000289561314608
TRBV7-3.TRBJ1-5	1	0.000144780657304
TRBV7-3.TRBJ1-6	8	0.00115824525843
TRBV7-3.TRBJ1-1	8	0.00115824525843
TRBV7-3.TRBJ1-2	1	0.000144780657304
TRBV7-3.TRBJ1-3	10	0.00144780657304
TRBV20-1.TRBJ2-7	1	0.000144780657304
TRBV12-5.TRBJ2-6	2	0.000289561314608
TRBV12-5.TRBJ2-7	9	0.00130302591574
TRBV12-5.TRBJ2-1	7	0.00101346460113
TRBV12-5.TRBJ2-2	1	0.000144780657304
TRBV12-5.TRBJ2-3	2	0.000289561314608
TRBV7-3.TRBJ2-7	2	0.000289561314608
TRBV7-3.TRBJ2-6	3	0.000434341971913
TRBV7-3.TRBJ2-5	5	0.000723903286521
TRBV7-3.TRBJ2-3	7	0.00101346460113
TRBV7-3.TRBJ2-2	36	0.00521210366295
TRBV7-3.TRBJ2-1	1	0.000144780657304
TRBV5-3.TRBJ2-5	3	0.000434341971913
TRBV5-3.TRBJ2-7	2	0.000289561314608
TRBV5-3.TRBJ1-2	3	0.000434341971913
TRBV5-3.TRBJ1-1	1	0.000144780657304
TRBV2-1.TRBJ1-3	9	0.00130302591574
TRBV2-1.TRBJ1-2	37	0.00535688432025
TRBV2-1.TRBJ1-1	15	0.00217170985956
TRBV1-1.TRBJ2-3	1	0.000144780657304
TRBV2-1.TRBJ1-6	5	0.000723903286521
TRBV2-1.TRBJ1-5	34	0.00492254234834
TRBV2-1.TRBJ1-4	21	0.00304039380339
TRBV5-5.TRBJ1-4	5	0.000723903286521
TRBV30-1.TRBJ2-1	15	0.00217170985956
TRBV30-1.TRBJ2-2	9	0.00130302591574
TRBV30-1.TRBJ2-3	8	0.00115824525843
TRBV30-1.TRBJ2-4	1	0.000144780657304
TRBV30-1.TRBJ2-5	14	0.00202692920226
TRBV5-5.TRBJ1-2	4	0.000579122629217
TRBV30-1.TRBJ2-7	31	0.00448820037643
TRBV30-1.TRBJ1-3	13	0.00188214854495
TRBV30-1.TRBJ1-2	15	0.00217170985956
TRBV30-1.TRBJ1-1	20	0.00289561314608
TRBV5-5.TRBJ2-3	3	0.000434341971913
TRBV5-5.TRBJ2-2	4	0.000579122629217
TRBV5-5.TRBJ2-1	1	0.000144780657304
TRBV30-1.TRBJ1-4	29	0.00419863906182
TRBV20-1.TRBJ2-3	3	0.000434341971913
TRBV27-1.TRBJ1-2	14	0.00202692920226
TRBV19-1.TRBJ2-7	62	0.00897640075286
TRBV19-1.TRBJ2-6	7	0.00101346460113
TRBV19-1.TRBJ2-5	7	0.00101346460113
TRBV19-1.TRBJ2-4	13	0.00188214854495
TRBV19-1.TRBJ2-3	18	0.00260605183148
TRBV19-1.TRBJ2-2	43	0.00622556826408
TRBV19-1.TRBJ2-1	25	0.0036195164326
TRBV19-1.TRBJ1-4	7	0.00101346460113
TRBV19-1.TRBJ1-5	66	0.00955552338208
TRBV19-1.TRBJ1-6	39	0.00564644563486
TRBV19-1.TRBJ1-1	78	0.0112928912697
TRBV19-1.TRBJ1-2	32	0.00463298103373
TRBV19-1.TRBJ1-3	17	0.00246127117417
TRBV5-4.TRBJ1-5	3	0.000434341971913
TRBV5-4.TRBJ1-4	4	0.000579122629217
TRBV5-4.TRBJ1-6	2	0.000289561314608
TRBV5-4.TRBJ1-1	15	0.00217170985956
TRBV5-4.TRBJ1-3	2	0.000289561314608
TRBV5-4.TRBJ1-2	18	0.00260605183148
TRBV26-1.TRBJ1-2	2	0.000289561314608
TRBV5-4.TRBJ2-7	4	0.000579122629217
TRBV5-4.TRBJ2-5	7	0.00101346460113
TRBV5-4.TRBJ2-2	10	0.00144780657304
TRBV5-4.TRBJ2-3	247	0.0357608223541
TRBV5-4.TRBJ2-1	11	0.00159258723035
TRBV18-1.TRBJ1-1	16	0.00231649051687
TRBV18-1.TRBJ1-3	5	0.000723903286521
TRBV18-1.TRBJ1-2	9	0.00130302591574
TRBV18-1.TRBJ1-5	1	0.000144780657304
TRBV18-1.TRBJ1-4	2	0.000289561314608
TRBV18-1.TRBJ1-6	1	0.000144780657304
TRBV12-1.TRBJ2-6	2	0.000289561314608
TRBV25-1.TRBJ2-7	5	0.000723903286521
TRBV6-5.TRBJ2-3	20	0.00289561314608
TRBV6-5.TRBJ2-5	6	0.000868683943825
TRBV18-1.TRBJ2-2	12	0.00173736788765
TRBV18-1.TRBJ2-3	9	0.00130302591574
TRBV18-1.TRBJ2-1	8	0.00115824525843
TRBV18-1.TRBJ2-6	1	0.000144780657304
TRBV6-5.TRBJ2-6	1	0.000144780657304
TRBV18-1.TRBJ2-4	3	0.000434341971913
TRBV18-1.TRBJ2-5	11	0.00159258723035
TRBV6-5.TRBJ2-7	47	0.0068046908933
TRBV29-1.TRBJ1-1	21	0.00304039380339
TRBV6-4.TRBJ1-2	1	0.000144780657304
TRBV29-1.TRBJ1-2	23	0.003329955118
TRBV29-1.TRBJ1-5	2	0.000289561314608
TRBV29-1.TRBJ1-4	2	0.000289561314608
TRBV29-1.TRBJ2-2	9	0.00130302591574
TRBV29-1.TRBJ2-3	15	0.00217170985956
TRBV29-1.TRBJ2-1	45	0.00651512957869
TRBV29-1.TRBJ2-6	6	0.000868683943825
TRBV29-1.TRBJ2-7	18	0.00260605183148
TRBV29-1.TRBJ2-4	6	0.000868683943825
TRBV29-1.TRBJ2-5	16	0.00231649051687
TRBV6-1.TRBJ2-7	57	0.00825249746634
TRBV5-6.TRBJ1-5	2	0.000289561314608
TRBV6-4.TRBJ1-5	2	0.000289561314608
TRBV20-1.TRBJ1-5	1	0.000144780657304
TRBV15-1.TRBJ1-1	3	0.000434341971913
TRBV15-1.TRBJ1-2	10	0.00144780657304
TRBV15-1.TRBJ1-3	2	0.000289561314608
TRBV15-1.TRBJ1-4	4	0.000579122629217
TRBV15-1.TRBJ1-5	6	0.000868683943825
TRBV4-3.TRBJ1-3	2	0.000289561314608
TRBV4-3.TRBJ1-2	11	0.00159258723035
TRBV7-8.TRBJ1-1	8	0.00115824525843
TRBV20-1.TRBJ1-1	2	0.000289561314608
TRBV4-3.TRBJ1-4	7	0.00101346460113
TRBV13-1.TRBJ2-5	2	0.000289561314608
TRBV13-1.TRBJ2-7	2	0.000289561314608
TRBV13-1.TRBJ2-1	6	0.000868683943825
TRBV13-1.TRBJ2-3	2	0.000289561314608
TRBV13-1.TRBJ2-2	2	0.000289561314608
TRBV13-1.TRBJ1-6	1	0.000144780657304
TRBV13-1.TRBJ1-4	2	0.000289561314608
TRBV13-1.TRBJ1-2	2	0.000289561314608
TRBV13-1.TRBJ1-3	7	0.00101346460113
TRBV13-1.TRBJ1-1	1	0.000144780657304
TRBV15-1.TRBJ2-3	10	0.00144780657304
TRBV15-1.TRBJ2-2	2	0.000289561314608
TRBV15-1.TRBJ2-1	9	0.00130302591574
TRBV15-1.TRBJ2-7	10	0.00144780657304
TRBV15-1.TRBJ2-6	1	0.000144780657304
TRBV15-1.TRBJ2-5	5	0.000723903286521
TRBV10-1.TRBJ1-1	5	0.000723903286521
TRBV10-1.TRBJ1-3	1	0.000144780657304
TRBV10-1.TRBJ1-2	1	0.000144780657304
TRBV10-1.TRBJ1-5	6	0.000868683943825
TRBV10-1.TRBJ1-4	1	0.000144780657304
TRBV10-1.TRBJ2-2	2	0.000289561314608
TRBV10-1.TRBJ2-3	2	0.000289561314608
TRBV5-8.TRBJ1-3	2	0.000289561314608
TRBV10-1.TRBJ2-1	9	0.00130302591574
TRBV10-1.TRBJ2-7	7	0.00101346460113
TRBV10-1.TRBJ2-5	14	0.00202692920226
TRBV11-3.TRBJ2-1	10	0.00144780657304
TRBV5-8.TRBJ2-3	1	0.000144780657304
TRBV11-3.TRBJ2-3	16	0.00231649051687
TRBV11-3.TRBJ2-2	2	0.000289561314608
TRBV5-8.TRBJ2-6	2	0.000289561314608
TRBV5-8.TRBJ2-7	3	0.000434341971913
TRBV11-3.TRBJ2-7	6	0.000868683943825
TRBV5-8.TRBJ2-5	22	0.00318517446069
TRBV11-3.TRBJ1-2	1	0.000144780657304
TRBV11-3.TRBJ1-1	2	0.000289561314608
TRBV11-3.TRBJ1-6	2	0.000289561314608
TRBV12-2.TRBJ2-7	1	0.000144780657304
TRBV12-2.TRBJ2-3	1	0.000144780657304
TRBV12-2.TRBJ2-1	3	0.000434341971913
TRBV5-1.TRBJ1-1	28	0.00405385840452
TRBV5-1.TRBJ1-2	160	0.0231649051687
TRBV5-1.TRBJ1-3	5	0.000723903286521
TRBV5-1.TRBJ1-4	19	0.00275083248878
TRBV5-1.TRBJ1-5	11	0.00159258723035
TRBV5-1.TRBJ1-6	7	0.00101346460113
TRBV5-1.TRBJ2-3	60	0.00868683943825
TRBV5-1.TRBJ2-2	33	0.00477776169104
TRBV5-1.TRBJ2-1	31	0.00448820037643
TRBV5-1.TRBJ2-7	40	0.00579122629217
TRBV5-1.TRBJ2-6	5	0.000723903286521
TRBV5-1.TRBJ2-5	50	0.00723903286521
TRBV11-1.TRBJ1-1	3	0.000434341971913
TRBV11-1.TRBJ1-2	10	0.00144780657304
TRBV11-1.TRBJ2-7	9	0.00130302591574
TRBV11-1.TRBJ2-5	1	0.000144780657304
TRBV11-1.TRBJ2-4	2	0.000289561314608
TRBV11-1.TRBJ2-3	18	0.00260605183148
TRBV11-1.TRBJ2-2	2	0.000289561314608
TRBV11-1.TRBJ2-1	10	0.00144780657304
