VJcombo	Pt106_on_Reads	Pt106_on_Freq
TRBV10-2.TRBJ2-5	3	0.000208116545265
TRBV10-2.TRBJ2-7	2	0.00013874436351
TRBV10-2.TRBJ2-6	1	6.93721817551e-05
TRBV10-2.TRBJ2-1	1	6.93721817551e-05
TRBV10-2.TRBJ2-3	2	0.00013874436351
TRBV10-2.TRBJ2-2	1	6.93721817551e-05
TRBV12-3.TRBJ1-5	53	0.00367672563302
TRBV12-3.TRBJ1-3	7	0.000485605272286
TRBV28-1.TRBJ2-2	21	0.00145681581686
TRBV5-8.TRBJ1-1	2	0.00013874436351
TRBV5-8.TRBJ1-2	1	6.93721817551e-05
TRBV5-8.TRBJ1-4	3	0.000208116545265
TRBV4-1.TRBJ1-5	18	0.00124869927159
TRBV4-1.TRBJ1-4	7	0.000485605272286
TRBV4-1.TRBJ1-1	15	0.00104058272633
TRBV4-1.TRBJ1-3	4	0.00027748872702
TRBV4-1.TRBJ1-2	14	0.000971210544572
TRBV4-1.TRBJ2-6	4	0.00027748872702
TRBV4-1.TRBJ2-7	112	0.00776968435657
TRBV4-1.TRBJ2-4	1	6.93721817551e-05
TRBV4-1.TRBJ2-5	14	0.000971210544572
TRBV4-1.TRBJ2-2	40	0.0027748872702
TRBV4-1.TRBJ2-3	28	0.00194242108914
TRBV4-1.TRBJ2-1	29	0.0020117932709
TRBV14-1.TRBJ1-4	4	0.00027748872702
TRBV27-1.TRBJ1-4	9	0.000624349635796
TRBV14-1.TRBJ1-1	25	0.00173430454388
TRBV14-1.TRBJ1-3	2	0.00013874436351
TRBV14-1.TRBJ1-2	3	0.000208116545265
TRBV9-1.TRBJ1-4	37	0.00256677072494
TRBV14-1.TRBJ2-7	80	0.00554977454041
TRBV14-1.TRBJ2-5	3	0.000208116545265
TRBV14-1.TRBJ2-2	4	0.00027748872702
TRBV14-1.TRBJ2-3	12	0.000832466181061
TRBV9-1.TRBJ1-2	55	0.00381546999653
TRBV9-1.TRBJ1-3	11	0.000763093999306
TRBV7-6.TRBJ2-2	79	0.00548040235865
TRBV7-6.TRBJ2-3	3	0.000208116545265
TRBV7-6.TRBJ2-1	25	0.00173430454388
TRBV7-6.TRBJ2-6	1	6.93721817551e-05
TRBV7-6.TRBJ2-7	58	0.0040235865418
TRBV7-6.TRBJ2-4	1	6.93721817551e-05
