VJcombo	Pt71_on_Reads	Pt71_on_Freq
TRBV10-2.TRBJ2-4	1	6.09942055505e-05
TRBV10-2.TRBJ2-7	2	0.000121988411101
TRBV10-2.TRBJ2-1	1	6.09942055505e-05
TRBV10-2.TRBJ2-3	3	0.000182982616651
TRBV10-2.TRBJ2-2	7	0.000426959438853
TRBV12-3.TRBJ1-4	68	0.00414760597743
TRBV23-1.TRBJ1-5	3	0.000182982616651
TRBV28-1.TRBJ2-2	2	0.000121988411101
TRBV5-8.TRBJ1-1	1	6.09942055505e-05
TRBV4-1.TRBJ1-5	8	0.000487953644404
TRBV4-1.TRBJ1-4	3	0.000182982616651
TRBV4-1.TRBJ1-6	5	0.000304971027752
TRBV4-1.TRBJ1-1	8	0.000487953644404
TRBV4-1.TRBJ1-3	14	0.000853918877707
TRBV4-1.TRBJ1-2	146	0.00890515401037
TRBV4-1.TRBJ2-6	3	0.000182982616651
TRBV4-1.TRBJ2-7	194	0.0118328758768
TRBV4-1.TRBJ2-4	1	6.09942055505e-05
TRBV4-1.TRBJ2-5	14	0.000853918877707
TRBV4-1.TRBJ2-2	137	0.00835620616041
TRBV4-1.TRBJ2-3	16	0.000975907288808
TRBV4-1.TRBJ2-1	10	0.000609942055505
TRBV14-1.TRBJ1-5	2	0.000121988411101
TRBV14-1.TRBJ1-4	4	0.000243976822202
TRBV14-1.TRBJ1-6	5	0.000304971027752
TRBV14-1.TRBJ1-1	26	0.00158584934431
TRBV14-1.TRBJ1-3	4	0.000243976822202
TRBV14-1.TRBJ1-2	42	0.00256175663312
TRBV9-1.TRBJ1-4	13	0.000792924672156
TRBV14-1.TRBJ2-7	13	0.000792924672156
TRBV9-1.TRBJ1-6	98	0.00597743214395
TRBV14-1.TRBJ2-5	18	0.00109789569991
TRBV14-1.TRBJ2-2	1	6.09942055505e-05
TRBV14-1.TRBJ2-3	34	0.00207380298872
TRBV9-1.TRBJ1-2	109	0.006648368405
TRBV9-1.TRBJ1-3	109	0.006648368405
TRBV7-6.TRBJ2-2	9	0.000548947849954
TRBV7-6.TRBJ2-3	10	0.000609942055505
TRBV7-6.TRBJ2-1	12	0.000731930466606
TRBV7-6.TRBJ2-6	2	0.000121988411101
TRBV7-6.TRBJ2-7	98	0.00597743214395
TRBV7-6.TRBJ2-5	13	0.000792924672156
TRBV10-2.TRBJ1-4	1	6.09942055505e-05
TRBV10-2.TRBJ1-5	1	6.09942055505e-05
TRBV10-2.TRBJ1-2	4	0.000243976822202
TRBV10-2.TRBJ1-1	3	0.000182982616651
TRBV24-1.TRBJ2-3	15	0.000914913083257
TRBV24-1.TRBJ2-2	17	0.00103690149436
TRBV24-1.TRBJ2-1	17	0.00103690149436
TRBV24-1.TRBJ2-7	13	0.000792924672156
TRBV24-1.TRBJ2-6	2	0.000121988411101
TRBV24-1.TRBJ2-5	5	0.000304971027752
TRBV24-1.TRBJ2-4	1	6.09942055505e-05
TRBV9-1.TRBJ2-7	377	0.0229948154925
TRBV7-8.TRBJ2-1	12	0.000731930466606
TRBV7-8.TRBJ2-2	28	0.00170783775541
TRBV4-3.TRBJ2-3	31	0.00189082037206
TRBV25-1.TRBJ2-4	2	0.000121988411101
TRBV21-1.TRBJ1-1	10	0.000609942055505
TRBV4-3.TRBJ2-4	3	0.000182982616651
TRBV21-1.TRBJ1-2	11	0.000670936261055
TRBV21-1.TRBJ1-5	16	0.000975907288808
TRBV21-1.TRBJ1-4	1	6.09942055505e-05
TRBV4-3.TRBJ2-5	10	0.000609942055505
TRBV9-1.TRBJ2-6	8	0.000487953644404
TRBV21-1.TRBJ2-3	7	0.000426959438853
TRBV21-1.TRBJ2-1	4	0.000243976822202
TRBV21-1.TRBJ2-7	12	0.000731930466606
TRBV21-1.TRBJ2-4	1	6.09942055505e-05
TRBV21-1.TRBJ2-5	7	0.000426959438853
TRBV6-1.TRBJ2-4	6	0.000365965233303
TRBV6-1.TRBJ2-5	64	0.00390362915523
TRBV6-1.TRBJ2-6	10	0.000609942055505
TRBV6-1.TRBJ2-7	82	0.00500152485514
TRBV6-1.TRBJ2-1	30	0.00182982616651
TRBV6-1.TRBJ2-2	15	0.000914913083257
TRBV6-1.TRBJ2-3	44	0.00268374504422
TRBV4-3.TRBJ1-4	13	0.000792924672156
TRBV12-3.TRBJ2-7	131	0.00799024092711
TRBV12-3.TRBJ2-4	3	0.000182982616651
TRBV12-3.TRBJ2-5	36	0.00219579139982
TRBV12-3.TRBJ2-2	52	0.00317169868862
TRBV12-3.TRBJ2-3	43	0.00262275083867
TRBV12-3.TRBJ2-1	110	0.00670936261055
TRBV24-1.TRBJ1-1	6	0.000365965233303
TRBV24-1.TRBJ1-2	4	0.000243976822202
TRBV24-1.TRBJ1-3	18	0.00109789569991
TRBV24-1.TRBJ1-4	2	0.000121988411101
TRBV9-1.TRBJ2-5	58	0.00353766392193
TRBV24-1.TRBJ1-6	1	6.09942055505e-05
TRBV4-3.TRBJ1-3	55	0.00335468130528
TRBV4-3.TRBJ1-2	30	0.00182982616651
TRBV7-8.TRBJ1-1	18	0.00109789569991
TRBV7-8.TRBJ1-6	10	0.000609942055505
TRBV7-8.TRBJ1-5	27	0.00164684354986
TRBV7-8.TRBJ1-4	10	0.000609942055505
TRBV9-1.TRBJ2-3	57	0.00347666971638
TRBV9-1.TRBJ2-2	131	0.00799024092711
TRBV9-1.TRBJ2-1	57	0.00347666971638
TRBV7-6.TRBJ1-1	5	0.000304971027752
TRBV7-6.TRBJ1-3	5	0.000304971027752
TRBV7-6.TRBJ1-2	24	0.00146386093321
TRBV7-6.TRBJ1-5	4	0.000243976822202
TRBV7-6.TRBJ1-4	8	0.000487953644404
TRBV7-6.TRBJ1-6	1	6.09942055505e-05
TRBV6-1.TRBJ1-6	36	0.00219579139982
TRBV6-1.TRBJ1-5	84	0.00512351326624
TRBV6-1.TRBJ1-4	9	0.000548947849954
TRBV6-1.TRBJ1-3	12	0.000731930466606
TRBV6-1.TRBJ1-2	82	0.00500152485514
TRBV6-1.TRBJ1-1	32	0.00195181457762
TRBV23-1.TRBJ2-1	1	6.09942055505e-05
TRBV23-1.TRBJ2-2	1	6.09942055505e-05
TRBV23-1.TRBJ2-3	1	6.09942055505e-05
TRBV23-1.TRBJ2-4	2	0.000121988411101
TRBV23-1.TRBJ2-7	6	0.000365965233303
TRBV5-8.TRBJ2-1	1	6.09942055505e-05
TRBV12-3.TRBJ1-5	26	0.00158584934431
TRBV23-1.TRBJ1-2	6	0.000365965233303
TRBV23-1.TRBJ1-1	3	0.000182982616651
TRBV12-3.TRBJ1-6	17	0.00103690149436
TRBV12-3.TRBJ1-1	99	0.0060384263495
TRBV23-1.TRBJ1-6	1	6.09942055505e-05
TRBV12-3.TRBJ1-3	19	0.00115888990546
TRBV12-3.TRBJ1-2	105	0.0064043915828
TRBV5-8.TRBJ2-4	1	6.09942055505e-05
TRBV27-1.TRBJ1-6	39	0.00237877401647
TRBV27-1.TRBJ1-5	17	0.00103690149436
TRBV27-1.TRBJ1-4	19	0.00115888990546
TRBV27-1.TRBJ1-3	47	0.00286672766087
TRBV27-1.TRBJ1-2	47	0.00286672766087
TRBV27-1.TRBJ1-1	28	0.00170783775541
TRBV11-3.TRBJ2-5	2	0.000121988411101
TRBV4-3.TRBJ2-1	43	0.00262275083867
TRBV4-3.TRBJ2-2	15	0.000914913083257
TRBV7-8.TRBJ2-3	21	0.00128087831656
TRBV7-8.TRBJ2-4	1	6.09942055505e-05
TRBV7-8.TRBJ2-5	11	0.000670936261055
TRBV4-3.TRBJ2-6	8	0.000487953644404
TRBV7-8.TRBJ2-7	123	0.00750228728271
TRBV6-2.TRBJ2-3	50	0.00304971027752
TRBV6-2.TRBJ2-2	70	0.00426959438853
TRBV6-2.TRBJ2-1	74	0.00451357121073
TRBV9-1.TRBJ2-4	2	0.000121988411101
TRBV6-2.TRBJ2-7	94	0.00573345532174
TRBV6-2.TRBJ2-6	17	0.00103690149436
TRBV6-2.TRBJ2-5	47	0.00286672766087
TRBV6-2.TRBJ2-4	12	0.000731930466606
TRBV11-3.TRBJ2-4	3	0.000182982616651
TRBV28-1.TRBJ1-4	1	6.09942055505e-05
TRBV28-1.TRBJ1-5	1	6.09942055505e-05
TRBV28-1.TRBJ1-6	4	0.000243976822202
TRBV28-1.TRBJ1-1	6	0.000365965233303
TRBV28-1.TRBJ1-2	38	0.00231777981092
TRBV28-1.TRBJ1-3	2	0.000121988411101
TRBV7-9.TRBJ2-1	29	0.00176883196096
TRBV4-2.TRBJ2-3	31	0.00189082037206
TRBV27-1.TRBJ2-5	9	0.000548947849954
TRBV27-1.TRBJ2-6	1	6.09942055505e-05
TRBV4-2.TRBJ2-2	17	0.00103690149436
TRBV27-1.TRBJ2-1	40	0.00243976822202
TRBV27-1.TRBJ2-2	32	0.00195181457762
TRBV27-1.TRBJ2-3	23	0.00140286672766
TRBV7-9.TRBJ2-5	90	0.00548947849954
TRBV7-9.TRBJ2-4	3	0.000182982616651
TRBV4-2.TRBJ2-7	58	0.00353766392193
TRBV7-9.TRBJ2-6	9	0.000548947849954
TRBV20-1.TRBJ2-7	173	0.0105519975602
TRBV11-2.TRBJ2-2	6	0.000365965233303
TRBV11-2.TRBJ2-3	16	0.000975907288808
TRBV11-2.TRBJ2-4	2	0.000121988411101
TRBV11-2.TRBJ2-5	18	0.00109789569991
TRBV11-2.TRBJ2-6	2	0.000121988411101
TRBV4-2.TRBJ1-3	5	0.000304971027752
TRBV7-9.TRBJ1-1	80	0.00487953644404
TRBV7-9.TRBJ1-6	16	0.000975907288808
TRBV6-2.TRBJ1-2	120	0.00731930466606
TRBV6-2.TRBJ1-3	18	0.00109789569991
TRBV6-2.TRBJ1-4	10	0.000609942055505
TRBV6-2.TRBJ1-5	103	0.0062824031717
TRBV6-2.TRBJ1-6	148	0.00902714242147
TRBV28-1.TRBJ2-7	18	0.00109789569991
TRBV28-1.TRBJ2-3	2	0.000121988411101
TRBV7-9.TRBJ1-4	10	0.000609942055505
TRBV28-1.TRBJ2-1	5	0.000304971027752
TRBV7-4.TRBJ2-5	2	0.000121988411101
TRBV4-2.TRBJ1-5	20	0.00121988411101
TRBV7-4.TRBJ2-3	2	0.000121988411101
TRBV10-3.TRBJ2-4	5	0.000304971027752
TRBV10-3.TRBJ2-5	10	0.000609942055505
TRBV10-3.TRBJ2-6	1	6.09942055505e-05
TRBV10-3.TRBJ2-7	43	0.00262275083867
TRBV10-3.TRBJ2-1	16	0.000975907288808
TRBV10-3.TRBJ2-2	4	0.000243976822202
TRBV10-3.TRBJ2-3	12	0.000731930466606
TRBV11-2.TRBJ1-3	7	0.000426959438853
TRBV11-2.TRBJ1-2	32	0.00195181457762
TRBV11-2.TRBJ1-1	57	0.00347666971638
TRBV11-2.TRBJ1-6	7	0.000426959438853
TRBV11-2.TRBJ1-5	7	0.000426959438853
TRBV11-2.TRBJ1-4	3	0.000182982616651
TRBV7-4.TRBJ1-6	1	6.09942055505e-05
TRBV27-1.TRBJ2-7	493	0.0300701433364
TRBV20-1.TRBJ1-4	22	0.00134187252211
TRBV20-1.TRBJ1-5	108	0.00658737419945
TRBV20-1.TRBJ1-6	50	0.00304971027752
TRBV25-1.TRBJ2-5	9	0.000548947849954
TRBV25-1.TRBJ2-2	10	0.000609942055505
TRBV6-5.TRBJ2-5	39	0.00237877401647
TRBV20-1.TRBJ1-2	137	0.00835620616041
TRBV20-1.TRBJ1-3	106	0.00646538578835
TRBV7-2.TRBJ1-5	27	0.00164684354986
TRBV7-2.TRBJ1-4	17	0.00103690149436
TRBV7-2.TRBJ1-6	23	0.00140286672766
TRBV7-2.TRBJ1-1	47	0.00286672766087
TRBV7-2.TRBJ1-3	19	0.00115888990546
TRBV7-2.TRBJ1-2	139	0.00847819457152
TRBV7-2.TRBJ2-6	5	0.000304971027752
TRBV7-2.TRBJ2-7	95	0.00579444952729
TRBV7-2.TRBJ2-4	5	0.000304971027752
TRBV7-2.TRBJ2-5	57	0.00347666971638
TRBV7-2.TRBJ2-2	33	0.00201280878317
TRBV7-2.TRBJ2-3	54	0.00329368709973
TRBV7-2.TRBJ2-1	60	0.00365965233303
TRBV10-3.TRBJ1-5	7	0.000426959438853
TRBV10-3.TRBJ1-4	11	0.000670936261055
TRBV10-3.TRBJ1-2	25	0.00152485513876
TRBV10-3.TRBJ1-1	20	0.00121988411101
TRBV7-7.TRBJ2-3	5	0.000304971027752
TRBV7-7.TRBJ2-2	1	6.09942055505e-05
TRBV7-7.TRBJ2-1	4	0.000243976822202
TRBV7-7.TRBJ2-7	3	0.000182982616651
TRBV7-7.TRBJ2-6	4	0.000243976822202
TRBV7-7.TRBJ2-5	4	0.000243976822202
TRBV25-1.TRBJ1-5	1	6.09942055505e-05
TRBV25-1.TRBJ1-4	4	0.000243976822202
TRBV25-1.TRBJ1-6	3	0.000182982616651
TRBV25-1.TRBJ1-1	10	0.000609942055505
TRBV25-1.TRBJ1-2	11	0.000670936261055
TRBV4-2.TRBJ1-6	7	0.000426959438853
TRBV6-6.TRBJ1-3	7	0.000426959438853
TRBV1-1.TRBJ2-7	1	6.09942055505e-05
TRBV7-1.TRBJ2-3	1	6.09942055505e-05
TRBV1-1.TRBJ2-5	1	6.09942055505e-05
TRBV4-2.TRBJ1-4	6	0.000365965233303
TRBV11-2.TRBJ2-1	44	0.00268374504422
TRBV7-7.TRBJ1-1	2	0.000121988411101
TRBV4-2.TRBJ2-1	86	0.00524550167734
TRBV7-9.TRBJ2-3	31	0.00189082037206
TRBV7-9.TRBJ2-2	26	0.00158584934431
TRBV4-2.TRBJ2-5	26	0.00158584934431
TRBV4-2.TRBJ2-4	5	0.000304971027752
TRBV7-9.TRBJ2-7	87	0.00530649588289
TRBV4-2.TRBJ2-6	11	0.000670936261055
TRBV4-2.TRBJ1-2	36	0.00219579139982
TRBV7-9.TRBJ1-3	8	0.000487953644404
TRBV20-1.TRBJ2-5	102	0.00622140896615
TRBV4-2.TRBJ1-1	19	0.00115888990546
TRBV20-1.TRBJ2-3	110	0.00670936261055
TRBV20-1.TRBJ2-2	110	0.00670936261055
TRBV20-1.TRBJ2-1	158	0.00963708447697
