SampleName	TotalReads	UserFilteredReads	VJcombos	aaCDR3	totCDR3	ntCDR3	Median_AAperVJ	Median_VJperAA	N50_vj	N50_aa	N50_tot	N50_nt	N90_vj	N90_aa	N90_tot	N90_nt	H_vj	H_aa	H_tot	H_nt	H_delta	Mean_Haa_perVJ	Mean_Hvj_perAA	Hmax_vj	Hmax_aa	Hmax_tot	Hmax_nt	FiltUnprodAA	FiltNotransAA	FiltUnresolvedVJ	FiltAmbigNT	RefDate	AnalysisNotes
Pt3_pre_S0089487	9341	7688	459	2533	2566	2557	3.0	1.0	5	5	5	5	9	9	9	9	7.26077066168	9.15063494281	9.18602868817	9.17718766648	1.92525802648	1.55335847204	0.00461149779274	8.84235034341	11.3066313617	11.3253054551	11.3202364452	48_aaCDR3,65_reads	660_aaCDR3,1588_reads	0_aaCDR3,0_reads	0_aaCDR3,0_reads	2016-12-13 13:21:18	 TCRseq_sample_report.py Pt3_pre_S0089487.tsv -t IMSQ2 -vj -r -aa -nt -cl -ca -ac -j
