VJcombo	Pt52_pre_Reads	Pt52_pre_Freq
TRBV10-2.TRBJ2-5	14	0.00029439596257
TRBV10-2.TRBJ2-7	57	0.00119861213332
TRBV10-2.TRBJ2-6	3	6.30848491221e-05
TRBV10-2.TRBJ2-1	27	0.000567763642099
TRBV10-2.TRBJ2-3	11	0.000231311113448
TRBV10-2.TRBJ2-2	7	0.000147197981285
TRBV12-3.TRBJ1-5	115	0.00241825254968
TRBV12-3.TRBJ1-4	73	0.00153506466197
TRBV6-7.TRBJ1-1	1	2.10282830407e-05
TRBV23-1.TRBJ1-5	14	0.00029439596257
TRBV6-7.TRBJ1-2	2	4.20565660814e-05
TRBV10-1.TRBJ2-2	52	0.00109347071812
TRBV6-2.TRBJ2-3	69	0.00145095152981
TRBV5-8.TRBJ1-2	64	0.0013458101146
TRBV10-1.TRBJ2-6	6	0.000126169698244
TRBV5-8.TRBJ1-4	1	2.10282830407e-05
TRBV4-1.TRBJ1-5	52	0.00109347071812
TRBV4-1.TRBJ1-4	68	0.00142992324677
TRBV4-1.TRBJ1-6	42	0.000883187887709
TRBV4-1.TRBJ1-1	161	0.00338555356955
TRBV4-1.TRBJ1-3	41	0.000862159604668
TRBV4-1.TRBJ1-2	74	0.00155609294501
TRBV4-1.TRBJ2-6	25	0.000525707076017
TRBV4-1.TRBJ2-7	240	0.00504678792977
TRBV4-1.TRBJ2-4	6	0.000126169698244
TRBV4-1.TRBJ2-5	39	0.000820103038587
TRBV4-1.TRBJ2-2	30	0.000630848491221
TRBV4-1.TRBJ2-3	47	0.000988329302912
TRBV4-1.TRBJ2-1	174	0.00365892124908
TRBV14-1.TRBJ1-5	5	0.000105141415203
TRBV14-1.TRBJ1-4	28	0.000588791925139
TRBV14-1.TRBJ1-6	6	0.000126169698244
TRBV14-1.TRBJ1-1	191	0.00401640206077
TRBV14-1.TRBJ1-3	4	8.41131321628e-05
TRBV14-1.TRBJ1-2	56	0.00117758385028
TRBV14-1.TRBJ2-6	10	0.000210282830407
TRBV14-1.TRBJ2-7	95	0.00199768688887
TRBV9-1.TRBJ1-6	47	0.000988329302912
TRBV14-1.TRBJ2-5	17	0.000357480811692
TRBV14-1.TRBJ2-2	29	0.00060982020818
TRBV9-1.TRBJ1-1	235	0.00494164651456
TRBV9-1.TRBJ1-2	255	0.00536221217538
TRBV9-1.TRBJ1-3	66	0.00138786668069
TRBV7-6.TRBJ2-2	61	0.00128272526548
TRBV7-6.TRBJ2-3	38	0.000799074755546
TRBV7-6.TRBJ2-1	53	0.00111449900116
TRBV7-6.TRBJ2-6	1	2.10282830407e-05
TRBV7-6.TRBJ2-7	64	0.0013458101146
TRBV7-6.TRBJ2-4	19	0.000399537377773
TRBV7-6.TRBJ2-5	29	0.00060982020818
TRBV10-2.TRBJ1-6	5	0.000105141415203
